id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0050794	regulation of cellular process	785	0.12	0.26	2.47	7.96
GO:1905098	negative regulation of guanyl-nucleotide exchange factor activity	2	0.93	0.79	9.56	99.11
GO:0044237	cellular metabolic process	498	0.16	0.21	2.71	13.80
GO:0016043	cellular component organization	360	0.28	0.26	3.74	11.45
GO:0006887	exocytosis	149	0.67	0.66	8.38	37.08
GO:0048856	anatomical structure development	114	0.33	0.29	3.70	6.46
GO:0034644	cellular response to UV	8	0.80	0.75	9.22	66.19
GO:0033554	cellular response to stress	112	0.44	0.42	6.05	25.47
GO:0006406	mRNA export from nucleus	18	0.89	0.84	9.52	121.36
GO:0045471	response to ethanol	9	0.93	0.76	9.52	69.73
GO:0019953	sexual reproduction	1	0.89	0.64	9.29	21.92
