id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048583	regulation of response to stimulus	833	0.25	0.32	3.72	7.96
GO:0050794	regulation of cellular process	1490	0.12	0.26	2.47	7.96
GO:0048522	positive regulation of cellular process	924	0.24	0.37	3.90	23.85
GO:0050794	regulation of cellular process	1490	0.12	0.26	2.47	7.96
GO:0019222	regulation of metabolic process	888	0.21	0.30	3.39	7.96
GO:0007165	signal transduction	860	0.36	0.43	5.06	19.43
GO:0048523	negative regulation of cellular process	749	0.24	0.37	3.90	23.93
GO:0006355	regulation of transcription, DNA-templated	463	0.40	0.60	6.84	245.35
GO:0006275	regulation of DNA replication	34	0.61	0.66	8.62	150.74
GO:0006464	cellular protein modification process	382	0.34	0.49	5.84	147.03
GO:0070887	cellular response to chemical stimulus	362	0.40	0.40	5.31	25.21
GO:0010033	response to organic substance	449	0.35	0.37	4.75	9.28
GO:1901700	response to oxygen-containing compound	335	0.39	0.39	5.14	9.28
GO:0045893	positive regulation of transcription, DNA-templated	262	0.52	0.67	8.14	1208.12
GO:0051052	regulation of DNA metabolic process	88	0.47	0.56	7.17	70.58
GO:0045893	positive regulation of transcription, DNA-templated	262	0.52	0.67	8.14	1208.12
GO:0051052	regulation of DNA metabolic process	88	0.47	0.56	7.17	70.58
GO:0030154	cell differentiation	317	0.39	0.39	5.18	16.68
GO:0006996	organelle organization	283	0.39	0.39	5.17	14.95
GO:1903047	mitotic cell cycle process	158	0.50	0.45	5.87	11.32
GO:0010564	regulation of cell cycle process	148	0.42	0.50	6.22	14.24
GO:0090305	nucleic acid phosphodiester bond hydrolysis	27	0.61	0.63	8.36	112.25
GO:0006259	DNA metabolic process	136	0.45	0.55	7.12	145.26
GO:0006269	DNA replication, synthesis of RNA primer	3	0.83	0.79	9.52	624.58
GO:0006974	cellular response to DNA damage stimulus	134	0.57	0.53	7.47	29.00
GO:0045860	positive regulation of protein kinase activity	126	0.63	0.73	9.00	1094.92
GO:0051276	chromosome organization	94	0.55	0.52	6.96	18.35
GO:0033365	protein localization to organelle	57	0.50	0.54	7.01	29.83
GO:0008360	regulation of cell shape	43	0.68	0.66	8.69	41.78
GO:1901991	negative regulation of mitotic cell cycle phase transition	42	0.70	0.72	8.97	187.67
GO:0034614	cellular response to reactive oxygen species	36	0.77	0.67	9.20	144.09
GO:0071375	cellular response to peptide hormone stimulus	35	0.74	0.72	9.12	386.03
GO:0065004	protein-DNA complex assembly	35	0.65	0.65	8.33	63.42
GO:0070507	regulation of microtubule cytoskeleton organization	32	0.61	0.65	8.24	33.71
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	30	1.00	0.79	9.63	42.20
GO:0006909	phagocytosis	26	0.93	0.79	9.49	28.44
GO:0006813	potassium ion transport	25	0.80	0.75	9.31	34.17
GO:0001701	in utero embryonic development	25	1.00	0.85	9.63	22.50
GO:0034644	cellular response to UV	17	0.80	0.75	9.22	66.19
GO:0030071	regulation of mitotic metaphase/anaphase transition	15	0.76	0.79	9.41	262.33
GO:0035264	multicellular organism growth	12	1.00	0.70	9.63	22.58
GO:0097711	ciliary basal body-plasma membrane docking	11	1.00	0.79	9.63	21.39
GO:0000060	protein import into nucleus, translocation	11	1.00	0.90	9.63	93.44
GO:0097421	liver regeneration	10	1.00	0.82	9.63	47.22
GO:0021915	neural tube development	5	1.00	0.79	9.63	33.01
GO:0001947	heart looping	5	1.00	0.85	9.63	47.98
GO:0000578	embryonic axis specification	4	0.79	0.64	8.75	24.59
GO:1902065	response to L-glutamate	3	0.93	0.79	9.56	96.09
GO:0002455	humoral immune response mediated by circulating immunoglobulin	3	1.00	0.85	9.63	48.29
GO:0035563	positive regulation of chromatin binding	3	0.93	0.76	9.49	31.32
GO:1905340	regulation of protein localization to kinetochore	2	0.89	0.77	9.38	29.06
GO:1905775	negative regulation of DNA helicase activity	1	0.93	0.86	9.59	205.11
