id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0065007	biological regulation	484	0.08	0.04	0.98	3.37
GO:0019538	protein metabolic process	132	0.31	0.41	4.91	44.77
GO:0048290	isotype switching to IgA isotypes	1	1.00	0.96	9.63	268.78
GO:0008343	adult feeding behavior	1	1.00	0.70	9.63	24.58
GO:0032502	developmental process	161	0.22	0.11	1.89	3.37
GO:0009987	cellular process	553	0.09	0.05	0.84	3.37
GO:0050896	response to stimulus	262	0.25	0.12	2.65	3.37
GO:0051704	multi-organism process	79	0.29	0.15	3.12	3.37
GO:0006811	ion transport	46	0.38	0.44	5.19	10.99
GO:0042045	epithelial fluid transport	1	0.89	0.74	9.34	24.06
GO:0006811	ion transport	46	0.38	0.44	5.19	10.99
GO:0042045	epithelial fluid transport	1	0.89	0.74	9.34	24.06
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	10	1.00	0.79	9.63	42.20
