id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0050794	regulation of cellular process	775	0.12	0.26	2.47	7.96
GO:0090304	nucleic acid metabolic process	344	0.35	0.46	5.97	111.15
GO:0046939	nucleotide phosphorylation	6	0.67	0.71	8.91	199.75
GO:0098501	polynucleotide dephosphorylation	2	0.81	0.73	9.41	137.16
GO:0019538	protein metabolic process	326	0.31	0.41	4.91	44.77
GO:0007165	signal transduction	301	0.36	0.43	5.06	19.43
GO:0045454	cell redox homeostasis	3	1.00	0.79	9.63	31.94
GO:0045727	positive regulation of translation	13	0.66	0.71	9.12	1032.69
GO:0006355	regulation of transcription, DNA-templated	292	0.40	0.60	6.84	245.35
GO:0009100	glycoprotein metabolic process	12	0.62	0.60	8.38	94.72
GO:0006464	cellular protein modification process	263	0.34	0.49	5.84	147.03
GO:0051128	regulation of cellular component organization	238	0.30	0.40	4.57	12.04
GO:0010646	regulation of cell communication	227	0.30	0.40	4.51	12.04
GO:0050793	regulation of developmental process	178	0.26	0.33	3.95	7.96
GO:0051239	regulation of multicellular organismal process	198	0.23	0.32	3.68	7.96
GO:0006996	organelle organization	188	0.39	0.39	5.17	14.95
GO:0046907	intracellular transport	187	0.46	0.48	6.38	29.65
GO:0033554	cellular response to stress	160	0.44	0.42	6.05	25.47
GO:0031399	regulation of protein modification process	154	0.41	0.56	6.69	72.96
GO:0015031	protein transport	154	0.48	0.59	6.99	54.46
GO:0010629	negative regulation of gene expression	153	0.47	0.56	6.74	59.05
GO:0097352	autophagosome maturation	8	1.00	0.79	9.63	38.05
GO:0065003	protein-containing complex assembly	140	0.45	0.48	6.06	36.47
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	118	0.50	0.60	7.60	369.32
GO:0042981	regulation of apoptotic process	118	0.45	0.55	6.60	16.23
GO:0051130	positive regulation of cellular component organization	115	0.42	0.50	5.95	43.84
GO:0009967	positive regulation of signal transduction	112	0.44	0.54	6.71	140.23
GO:0030154	cell differentiation	102	0.39	0.39	5.18	16.68
GO:0021954	central nervous system neuron development	6	0.80	0.69	9.01	34.23
GO:0032269	negative regulation of cellular protein metabolic process	96	0.47	0.59	7.45	289.39
GO:0031401	positive regulation of protein modification process	95	0.51	0.63	7.86	366.05
GO:0009968	negative regulation of signal transduction	88	0.44	0.54	6.68	140.65
GO:0006887	exocytosis	74	0.67	0.66	8.38	37.08
GO:0006511	ubiquitin-dependent protein catabolic process	73	0.74	0.74	9.19	156.45
GO:0019752	carboxylic acid metabolic process	70	0.32	0.45	5.31	42.50
GO:0044255	cellular lipid metabolic process	61	0.38	0.44	5.89	38.02
GO:0043065	positive regulation of apoptotic process	59	0.56	0.63	7.81	80.91
GO:0045087	innate immune response	48	0.68	0.59	8.16	26.47
GO:0043299	leukocyte degranulation	48	0.81	0.78	9.22	48.81
GO:0070925	organelle assembly	43	0.61	0.55	7.53	37.31
GO:0043547	positive regulation of GTPase activity	43	0.93	0.79	9.52	49.34
GO:0030335	positive regulation of cell migration	38	0.58	0.64	8.22	157.26
GO:0006897	endocytosis	35	0.63	0.61	8.09	26.36
GO:0043410	positive regulation of MAPK cascade	34	0.66	0.75	9.17	1017.24
GO:0006402	mRNA catabolic process	29	0.67	0.71	9.23	713.38
GO:0030003	cellular cation homeostasis	28	0.57	0.63	8.00	68.30
GO:0030001	metal ion transport	27	0.54	0.59	7.29	15.42
GO:0001818	negative regulation of cytokine production	25	0.51	0.55	7.03	44.36
GO:0050900	leukocyte migration	25	0.60	0.59	8.02	26.94
GO:0050870	positive regulation of T cell activation	25	0.63	0.69	8.78	216.07
GO:0032989	cellular component morphogenesis	25	0.56	0.48	7.27	42.57
GO:0001666	response to hypoxia	23	0.81	0.70	9.12	21.16
GO:0030336	negative regulation of cell migration	18	0.58	0.64	8.21	158.04
GO:0008360	regulation of cell shape	16	0.68	0.66	8.69	41.78
GO:0045732	positive regulation of protein catabolic process	16	0.70	0.70	9.03	231.05
GO:0019318	hexose metabolic process	16	0.58	0.58	7.68	32.37
GO:0071158	positive regulation of cell cycle arrest	16	0.89	0.80	9.46	83.12
GO:0006665	sphingolipid metabolic process	15	0.61	0.63	8.44	65.68
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	14	1.00	0.93	9.63	888.12
GO:0051054	positive regulation of DNA metabolic process	14	0.59	0.65	8.41	301.51
GO:0050852	T cell receptor signaling pathway	13	1.00	0.92	9.63	219.43
GO:0016236	macroautophagy	12	0.77	0.67	8.94	39.83
GO:0050770	regulation of axonogenesis	12	0.63	0.71	8.86	152.13
GO:0008203	cholesterol metabolic process	10	0.80	0.72	9.22	82.65
GO:0072384	organelle transport along microtubule	9	0.68	0.69	8.94	89.06
GO:0048872	homeostasis of number of cells	8	0.67	0.58	7.80	10.43
GO:0008306	associative learning	8	0.84	0.77	9.22	22.45
