id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	2576	0.00	0.00	0.00	0.00
GO:0065007	biological regulation	1859	0.08	0.04	0.98	3.37
GO:0001756	somitogenesis	6	1.00	0.79	9.63	43.80
GO:0050891	multicellular organismal water homeostasis	12	0.87	0.76	9.43	44.18
GO:0086091	regulation of heart rate by cardiac conduction	5	1.00	0.88	9.63	61.17
GO:0032501	multicellular organismal process	187	0.33	0.16	3.12	3.37
GO:0065007	biological regulation	1859	0.08	0.04	0.98	3.37
GO:0001756	somitogenesis	6	1.00	0.79	9.63	43.80
GO:0050891	multicellular organismal water homeostasis	12	0.87	0.76	9.43	44.18
GO:0086091	regulation of heart rate by cardiac conduction	5	1.00	0.88	9.63	61.17
GO:0032501	multicellular organismal process	187	0.33	0.16	3.12	3.37
GO:0065007	biological regulation	1859	0.08	0.04	0.98	3.37
GO:0001756	somitogenesis	6	1.00	0.79	9.63	43.80
GO:0050891	multicellular organismal water homeostasis	12	0.87	0.76	9.43	44.18
GO:0086091	regulation of heart rate by cardiac conduction	5	1.00	0.88	9.63	61.17
GO:0032501	multicellular organismal process	187	0.33	0.16	3.12	3.37
GO:0065007	biological regulation	1859	0.08	0.04	0.98	3.37
GO:0001756	somitogenesis	6	1.00	0.79	9.63	43.80
GO:0050891	multicellular organismal water homeostasis	12	0.87	0.76	9.43	44.18
GO:0086091	regulation of heart rate by cardiac conduction	5	1.00	0.88	9.63	61.17
GO:0032501	multicellular organismal process	187	0.33	0.16	3.12	3.37
GO:0051179	localization	812	0.26	0.13	2.57	3.37
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	37	1.00	0.79	9.63	42.20
