id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	133	0.00	0.00	0.00	0.00
GO:0009817	defense response to fungus, incompatible interaction	1	1.00	0.85	9.63	143.15
GO:0071704	organic substance metabolic process	66	0.15	0.20	2.26	6.41
GO:0009987	cellular process	120	0.09	0.05	0.84	3.37
GO:0050896	response to stimulus	53	0.25	0.12	2.65	3.37
GO:0009817	defense response to fungus, incompatible interaction	1	1.00	0.85	9.63	143.15
GO:0006807	nitrogen compound metabolic process	63	0.20	0.22	2.64	6.41
GO:0009987	cellular process	120	0.09	0.05	0.84	3.37
GO:0050896	response to stimulus	53	0.25	0.12	2.65	3.37
GO:0009817	defense response to fungus, incompatible interaction	1	1.00	0.85	9.63	143.15
GO:0044238	primary metabolic process	66	0.19	0.22	2.60	6.41
GO:0009987	cellular process	120	0.09	0.05	0.84	3.37
GO:0050896	response to stimulus	53	0.25	0.12	2.65	3.37
GO:0007253	cytoplasmic sequestering of NF-kappaB	1	1.00	0.96	9.63	578.62
GO:0048872	homeostasis of number of cells	2	0.67	0.58	7.80	10.43
GO:0006875	cellular metal ion homeostasis	3	0.59	0.67	8.36	105.84
GO:0050789	regulation of biological process	105	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	46	0.33	0.29	4.10	4.47
GO:0007253	cytoplasmic sequestering of NF-kappaB	1	1.00	0.96	9.63	578.62
GO:0048872	homeostasis of number of cells	2	0.67	0.58	7.80	10.43
GO:0006875	cellular metal ion homeostasis	3	0.59	0.67	8.36	105.84
GO:0050789	regulation of biological process	105	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	46	0.33	0.29	4.10	4.47
GO:0051179	localization	48	0.26	0.13	2.57	3.37
