id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0044238	primary metabolic process	9	0.19	0.22	2.60	6.41
GO:0019985	translesion synthesis	1	0.89	0.84	9.57	760.22
GO:0009987	cellular process	19	0.09	0.05	0.84	3.37
GO:0042730	fibrinolysis	1	1.00	0.90	9.63	252.90
GO:0050789	regulation of biological process	19	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	10	0.33	0.29	4.10	4.47
GO:0002685	regulation of leukocyte migration	1	0.56	0.63	8.17	50.83
GO:0042730	fibrinolysis	1	1.00	0.90	9.63	252.90
GO:0050789	regulation of biological process	19	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	10	0.33	0.29	4.10	4.47
GO:0002685	regulation of leukocyte migration	1	0.56	0.63	8.17	50.83
GO:0050896	response to stimulus	18	0.25	0.12	2.65	3.37
GO:0032502	developmental process	4	0.22	0.11	1.89	3.37
GO:0051234	establishment of localization	4	0.28	0.26	3.49	5.67
