id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0050794	regulation of cellular process	204	0.12	0.26	2.47	7.96
GO:0016043	cellular component organization	108	0.28	0.26	3.74	11.45
GO:0006355	regulation of transcription, DNA-templated	79	0.40	0.60	6.84	245.35
GO:0048869	cellular developmental process	69	0.32	0.29	4.16	13.85
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	53	0.44	0.55	6.91	183.64
GO:1903047	mitotic cell cycle process	45	0.50	0.45	5.87	11.32
GO:0006464	cellular protein modification process	45	0.34	0.49	5.84	147.03
GO:0051726	regulation of cell cycle	42	0.41	0.45	5.89	12.04
GO:0090305	nucleic acid phosphodiester bond hydrolysis	13	0.61	0.63	8.36	112.25
GO:0006259	DNA metabolic process	38	0.45	0.55	7.12	145.26
GO:0006269	DNA replication, synthesis of RNA primer	2	0.83	0.79	9.52	624.58
GO:0051276	chromosome organization	35	0.55	0.52	6.96	18.35
GO:0007140	male meiotic nuclear division	1	0.89	0.80	9.47	65.97
GO:0045892	negative regulation of transcription, DNA-templated	29	0.56	0.69	8.52	1581.26
GO:0051053	negative regulation of DNA metabolic process	7	0.57	0.64	8.26	302.32
GO:0006974	cellular response to DNA damage stimulus	32	0.57	0.53	7.47	29.00
GO:0045786	negative regulation of cell cycle	28	0.51	0.54	7.10	42.35
GO:0009725	response to hormone	20	0.53	0.51	7.03	21.86
GO:0043066	negative regulation of apoptotic process	20	0.56	0.63	7.79	81.07
GO:0034622	cellular protein-containing complex assembly	20	0.48	0.53	6.52	40.42
GO:0051345	positive regulation of hydrolase activity	20	0.57	0.57	7.42	32.99
GO:0030183	B cell differentiation	17	0.73	0.69	9.02	64.36
GO:0003006	developmental process involved in reproduction	17	0.43	0.34	5.07	14.49
GO:0071214	cellular response to abiotic stimulus	13	0.59	0.54	7.66	24.78
GO:0007088	regulation of mitotic nuclear division	12	0.59	0.64	8.17	54.97
GO:0031570	DNA integrity checkpoint	5	0.75	0.73	9.22	53.07
GO:0072422	signal transduction involved in DNA damage checkpoint	7	0.80	0.77	9.45	87.74
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	7	1.00	0.79	9.63	42.20
GO:0045830	positive regulation of isotype switching	5	0.83	0.83	9.56	1202.23
GO:0006282	regulation of DNA repair	4	0.65	0.68	8.81	104.86
GO:0030890	positive regulation of B cell proliferation	4	1.00	0.90	9.63	506.16
GO:0045995	regulation of embryonic development	3	0.50	0.54	6.89	27.38
GO:0097421	liver regeneration	3	1.00	0.82	9.63	47.22
GO:0046034	ATP metabolic process	3	0.65	0.74	9.11	1262.34
GO:0009749	response to glucose	3	0.89	0.80	9.41	32.96
GO:0019724	B cell mediated immunity	3	0.73	0.66	8.88	29.49
GO:0006293	nucleotide-excision repair, preincision complex stabilization	3	1.00	0.85	9.63	108.68
GO:0001701	in utero embryonic development	3	1.00	0.85	9.63	22.50
GO:0070301	cellular response to hydrogen peroxide	2	1.00	0.82	9.63	361.03
GO:1902065	response to L-glutamate	2	0.93	0.79	9.56	96.09
GO:0035264	multicellular organism growth	2	1.00	0.70	9.63	22.58
GO:0045132	meiotic chromosome segregation	2	0.80	0.65	9.09	42.96
GO:2000615	regulation of histone H3-K9 acetylation	1	0.89	0.88	9.53	182.99
GO:0000915	actomyosin contractile ring assembly	1	0.93	0.84	9.57	135.17
GO:0008272	sulfate transport	1	0.87	0.78	9.41	30.35
GO:0072423	response to DNA damage checkpoint signaling	1	0.84	0.74	9.37	39.36
GO:0070584	mitochondrion morphogenesis	1	1.00	0.79	9.63	64.70
GO:0035563	positive regulation of chromatin binding	1	0.93	0.76	9.49	31.32
GO:0007094	mitotic spindle assembly checkpoint	1	1.00	0.96	9.63	1801.80
