id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0009987	cellular process	1320	0.09	0.05	0.84	3.37
GO:0065007	biological regulation	1127	0.08	0.04	0.98	3.37
GO:0048518	positive regulation of biological process	701	0.21	0.30	3.05	7.96
GO:0051179	localization	534	0.26	0.13	2.57	3.37
GO:0019538	protein metabolic process	326	0.31	0.41	4.91	44.77
GO:0034654	nucleobase-containing compound biosynthetic process	200	0.40	0.49	6.85	317.02
GO:0010646	regulation of cell communication	431	0.30	0.40	4.51	12.04
GO:0051716	cellular response to stimulus	350	0.35	0.30	4.36	13.53
GO:2000026	regulation of multicellular organismal development	268	0.29	0.39	4.73	23.09
GO:0019221	cytokine-mediated signaling pathway	161	0.60	0.63	7.60	26.50
GO:0048856	anatomical structure development	157	0.33	0.29	3.70	6.46
GO:0070507	regulation of microtubule cytoskeleton organization	21	0.61	0.65	8.24	33.71
GO:0051726	regulation of cell cycle	126	0.41	0.45	5.89	12.04
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	22	1.00	0.79	9.63	42.20
