id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0044237	cellular metabolic process	3352	0.16	0.21	2.71	13.80
GO:0048522	positive regulation of cellular process	1830	0.24	0.37	3.90	23.85
GO:0090304	nucleic acid metabolic process	1510	0.35	0.46	5.97	111.15
GO:0009117	nucleotide metabolic process	177	0.44	0.57	7.31	170.44
GO:0019538	protein metabolic process	1529	0.31	0.41	4.91	44.77
GO:0007165	signal transduction	1398	0.36	0.43	5.06	19.43
GO:0006355	regulation of transcription, DNA-templated	1381	0.40	0.60	6.84	245.35
GO:0006464	cellular protein modification process	1186	0.34	0.49	5.84	147.03
GO:0009966	regulation of signal transduction	1073	0.33	0.45	5.35	37.59
GO:0032774	RNA biosynthetic process	969	0.53	0.62	8.04	473.34
GO:0006996	organelle organization	823	0.39	0.39	5.17	14.95
GO:0010628	positive regulation of gene expression	706	0.47	0.56	6.67	58.80
GO:0010629	negative regulation of gene expression	664	0.47	0.56	6.74	59.05
GO:0065003	protein-containing complex assembly	634	0.45	0.48	6.06	36.47
GO:0033554	cellular response to stress	628	0.44	0.42	6.05	25.47
GO:0051254	positive regulation of RNA metabolic process	594	0.49	0.60	7.48	301.45
GO:0032270	positive regulation of cellular protein metabolic process	577	0.47	0.59	7.41	288.49
GO:0045893	positive regulation of transcription, DNA-templated	564	0.52	0.67	8.14	1208.12
GO:0015031	protein transport	555	0.48	0.59	6.99	54.46
GO:0051253	negative regulation of RNA metabolic process	509	0.52	0.61	7.81	302.25
GO:0071310	cellular response to organic substance	486	0.44	0.47	5.95	41.66
GO:1903507	negative regulation of nucleic acid-templated transcription	479	0.55	0.67	8.38	898.55
GO:0090399	replicative senescence	5	1.00	0.75	9.63	26.14
GO:0030154	cell differentiation	468	0.39	0.39	5.18	16.68
GO:0009968	negative regulation of signal transduction	423	0.44	0.54	6.68	140.65
GO:0050776	regulation of immune response	393	0.38	0.44	5.64	22.45
GO:0060548	negative regulation of cell death	379	0.54	0.56	7.27	41.94
GO:1902533	positive regulation of intracellular signal transduction	378	0.55	0.63	7.95	189.48
GO:0044255	cellular lipid metabolic process	366	0.38	0.44	5.89	38.02
GO:0001934	positive regulation of protein phosphorylation	343	0.58	0.69	8.60	663.11
GO:0043066	negative regulation of apoptotic process	343	0.56	0.63	7.79	81.07
GO:0030334	regulation of cell migration	298	0.48	0.56	7.11	36.74
GO:0010942	positive regulation of cell death	284	0.54	0.56	7.33	41.78
GO:0045786	negative regulation of cell cycle	255	0.51	0.54	7.10	42.35
GO:0034220	ion transmembrane transport	250	0.45	0.51	6.18	26.33
GO:0031400	negative regulation of protein modification process	245	0.53	0.64	7.94	366.95
