id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0002369	T cell cytokine production	3	0.87	0.76	9.49	52.63
GO:0009987	cellular process	655	0.09	0.05	0.84	3.37
GO:0009987	cellular process	655	0.09	0.05	0.84	3.37
GO:0065008	regulation of biological quality	173	0.28	0.26	3.48	4.47
GO:0050794	regulation of cellular process	528	0.12	0.26	2.47	7.96
GO:2000464	positive regulation of astrocyte chemotaxis	1	1.00	0.92	9.63	839.08
GO:0065008	regulation of biological quality	173	0.28	0.26	3.48	4.47
GO:0050794	regulation of cellular process	528	0.12	0.26	2.47	7.96
GO:2000464	positive regulation of astrocyte chemotaxis	1	1.00	0.92	9.63	839.08
GO:0048522	positive regulation of cellular process	317	0.24	0.37	3.90	23.85
GO:0006810	transport	268	0.28	0.34	3.95	7.46
GO:0006810	transport	268	0.28	0.34	3.95	7.46
GO:0048523	negative regulation of cellular process	241	0.24	0.37	3.90	23.93
GO:1901564	organonitrogen compound metabolic process	192	0.23	0.31	3.63	19.40
GO:0032502	developmental process	188	0.22	0.11	1.89	3.37
GO:0065008	regulation of biological quality	173	0.28	0.26	3.48	4.47
GO:0002252	immune effector process	156	0.52	0.39	5.95	6.31
GO:0019538	protein metabolic process	149	0.31	0.41	4.91	44.77
GO:0050776	regulation of immune response	126	0.38	0.44	5.64	22.45
GO:0051240	positive regulation of multicellular organismal process	118	0.35	0.42	4.98	23.60
GO:0031328	positive regulation of cellular biosynthetic process	102	0.41	0.53	6.32	170.14
GO:0006357	regulation of transcription by RNA polymerase II	95	0.44	0.63	7.11	248.57
GO:0051704	multi-organism process	89	0.29	0.15	3.12	3.37
GO:0010628	positive regulation of gene expression	87	0.47	0.56	6.67	58.80
GO:1901701	cellular response to oxygen-containing compound	82	0.47	0.48	6.19	42.34
GO:0008284	positive regulation of cell proliferation	80	0.56	0.57	7.27	43.45
GO:0051050	positive regulation of transport	76	0.42	0.50	5.84	25.90
GO:0032501	multicellular organismal process	72	0.33	0.16	3.12	3.37
