id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0002768	immune response-regulating cell surface receptor signaling pathway	54	0.68	0.66	8.81	76.40
GO:0007165	signal transduction	321	0.36	0.43	5.06	19.43
GO:0045454	cell redox homeostasis	1	1.00	0.79	9.63	31.94
GO:0048522	positive regulation of cellular process	317	0.24	0.37	3.90	23.85
GO:0048523	negative regulation of cellular process	241	0.24	0.37	3.90	23.93
GO:0009966	regulation of signal transduction	196	0.33	0.45	5.35	37.59
GO:0010604	positive regulation of macromolecule metabolic process	181	0.37	0.48	5.51	38.99
GO:0051173	positive regulation of nitrogen compound metabolic process	180	0.36	0.47	5.40	39.57
GO:0002682	regulation of immune system process	173	0.32	0.36	4.60	7.96
GO:0019538	protein metabolic process	149	0.31	0.41	4.91	44.77
GO:0006355	regulation of transcription, DNA-templated	142	0.40	0.60	6.84	245.35
GO:0051128	regulation of cellular component organization	126	0.30	0.40	4.57	12.04
GO:0006887	exocytosis	126	0.67	0.66	8.38	37.08
GO:0010605	negative regulation of macromolecule metabolic process	120	0.37	0.48	5.54	39.19
GO:0071310	cellular response to organic substance	113	0.44	0.47	5.95	41.66
GO:0035690	cellular response to drug	25	0.56	0.53	7.02	41.91
GO:0009967	positive regulation of signal transduction	117	0.44	0.54	6.71	140.23
GO:0030154	cell differentiation	113	0.39	0.39	5.18	16.68
GO:0043312	neutrophil degranulation	108	1.00	0.90	9.63	132.80
GO:0022607	cellular component assembly	108	0.39	0.39	5.06	14.95
GO:0006464	cellular protein modification process	101	0.34	0.49	5.84	147.03
GO:0016477	cell migration	81	0.47	0.48	6.31	17.13
GO:0001934	positive regulation of protein phosphorylation	77	0.58	0.69	8.60	663.11
GO:0035307	positive regulation of protein dephosphorylation	3	0.81	0.80	9.46	660.90
GO:0006811	ion transport	75	0.38	0.44	5.19	10.99
GO:0009968	negative regulation of signal transduction	70	0.44	0.54	6.68	140.65
GO:0051707	response to other organism	69	0.42	0.46	6.41	24.63
GO:0030334	regulation of cell migration	68	0.48	0.56	7.11	36.74
GO:0045087	innate immune response	68	0.68	0.59	8.16	26.47
GO:0002253	activation of immune response	65	0.59	0.62	8.04	87.88
GO:0043066	negative regulation of apoptotic process	60	0.56	0.63	7.79	81.07
GO:0015031	protein transport	58	0.48	0.59	6.99	54.46
GO:0009725	response to hormone	55	0.53	0.51	7.03	21.86
GO:0045597	positive regulation of cell differentiation	53	0.45	0.51	6.57	82.53
GO:0006873	cellular ion homeostasis	53	0.55	0.60	7.73	50.28
GO:0055065	metal ion homeostasis	52	0.57	0.64	7.90	34.21
GO:0002237	response to molecule of bacterial origin	51	0.69	0.59	8.74	31.75
GO:0002696	positive regulation of leukocyte activation	50	0.57	0.61	7.92	96.44
GO:0043269	regulation of ion transport	48	0.41	0.50	6.00	14.08
GO:0006897	endocytosis	48	0.63	0.61	8.09	26.36
GO:0002521	leukocyte differentiation	47	0.58	0.54	7.41	21.07
GO:1900223	positive regulation of amyloid-beta clearance	1	1.00	0.79	9.63	41.04
GO:0001819	positive regulation of cytokine production	46	0.51	0.54	6.97	44.26
GO:1903706	regulation of hemopoiesis	43	0.50	0.54	7.23	38.17
GO:0071417	cellular response to organonitrogen compound	43	0.53	0.56	7.37	128.53
GO:0071396	cellular response to lipid	41	0.60	0.59	7.70	61.75
GO:0060627	regulation of vesicle-mediated transport	38	0.48	0.53	6.81	26.12
GO:0030001	metal ion transport	37	0.54	0.59	7.29	15.42
GO:0001818	negative regulation of cytokine production	32	0.51	0.55	7.03	44.36
GO:0019752	carboxylic acid metabolic process	32	0.32	0.45	5.31	42.50
GO:0048513	animal organ development	31	0.50	0.45	5.88	11.73
GO:0051222	positive regulation of protein transport	31	0.60	0.65	8.02	87.55
GO:0015711	organic anion transport	30	0.43	0.54	6.27	28.20
GO:0071219	cellular response to molecule of bacterial origin	30	0.80	0.69	9.25	59.35
GO:0050707	regulation of cytokine secretion	29	0.59	0.67	8.36	114.42
GO:0050870	positive regulation of T cell activation	28	0.63	0.69	8.78	216.07
GO:0001933	negative regulation of protein phosphorylation	27	0.61	0.70	8.76	664.69
GO:0032956	regulation of actin cytoskeleton organization	26	0.56	0.63	7.72	34.12
GO:0071214	cellular response to abiotic stimulus	26	0.59	0.54	7.66	24.78
GO:0098662	inorganic cation transmembrane transport	25	0.58	0.64	7.91	76.35
GO:0045765	regulation of angiogenesis	24	0.70	0.68	8.82	44.94
GO:0046942	carboxylic acid transport	23	0.45	0.58	6.78	47.71
GO:0050804	modulation of chemical synaptic transmission	22	0.52	0.58	7.24	27.32
GO:0045861	negative regulation of proteolysis	20	0.61	0.68	8.71	337.18
GO:0043254	regulation of protein complex assembly	20	0.50	0.54	6.88	27.32
GO:0002821	positive regulation of adaptive immune response	20	0.62	0.63	8.31	108.81
GO:0031668	cellular response to extracellular stimulus	18	0.55	0.52	7.38	45.16
GO:0006644	phospholipid metabolic process	18	0.53	0.56	7.60	99.63
GO:0050769	positive regulation of neurogenesis	18	0.58	0.64	8.42	270.71
GO:0001666	response to hypoxia	17	0.81	0.70	9.12	21.16
GO:0002687	positive regulation of leukocyte migration	17	0.66	0.71	8.96	238.70
GO:2000473	positive regulation of hematopoietic stem cell migration	1	1.00	0.88	9.63	201.09
