id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048522	positive regulation of cellular process	827	0.24	0.37	3.90	23.85
GO:0007165	signal transduction	786	0.36	0.43	5.06	19.43
GO:0048523	negative regulation of cellular process	670	0.24	0.37	3.90	23.93
GO:0009966	regulation of signal transduction	540	0.33	0.45	5.35	37.59
GO:0010604	positive regulation of macromolecule metabolic process	503	0.37	0.48	5.51	38.99
GO:0006355	regulation of transcription, DNA-templated	411	0.40	0.60	6.84	245.35
GO:0051128	regulation of cellular component organization	373	0.30	0.40	4.57	12.04
GO:0009967	positive regulation of signal transduction	314	0.44	0.54	6.71	140.23
GO:0050776	regulation of immune response	310	0.38	0.44	5.64	22.45
GO:0071310	cellular response to organic substance	293	0.44	0.47	5.95	41.66
GO:0030154	cell differentiation	289	0.39	0.39	5.18	16.68
GO:0033554	cellular response to stress	209	0.44	0.42	6.05	25.47
GO:0001934	positive regulation of protein phosphorylation	200	0.58	0.69	8.60	663.11
GO:0016477	cell migration	197	0.47	0.48	6.31	17.13
GO:0051707	response to other organism	166	0.42	0.46	6.41	24.63
GO:0051345	positive regulation of hydrolase activity	152	0.57	0.57	7.42	32.99
GO:0045087	innate immune response	151	0.68	0.59	8.16	26.47
GO:0006468	protein phosphorylation	149	0.57	0.64	8.18	177.76
GO:0034105	positive regulation of tissue remodeling	11	0.78	0.68	9.09	42.29
GO:0001819	positive regulation of cytokine production	135	0.51	0.54	6.97	44.26
GO:0030335	positive regulation of cell migration	139	0.58	0.64	8.22	157.26
GO:0043065	positive regulation of apoptotic process	129	0.56	0.63	7.81	80.91
GO:0051251	positive regulation of lymphocyte activation	118	0.58	0.64	8.19	127.58
GO:0002768	immune response-regulating cell surface receptor signaling pathway	115	0.68	0.66	8.81	76.40
GO:0048468	cell development	97	0.51	0.45	6.51	28.42
GO:0030098	lymphocyte differentiation	79	0.61	0.60	8.24	42.31
GO:0051259	protein complex oligomerization	78	0.78	0.68	9.09	40.42
GO:0030595	leukocyte chemotaxis	69	0.69	0.67	8.77	62.06
GO:0050714	positive regulation of protein secretion	63	0.65	0.70	8.73	381.48
GO:0071222	cellular response to lipopolysaccharide	57	1.00	0.82	9.63	238.00
GO:1904018	positive regulation of vasculature development	54	0.70	0.67	8.67	85.86
GO:0051924	regulation of calcium ion transport	51	0.59	0.65	7.94	18.44
GO:0048608	reproductive structure development	50	0.61	0.50	7.37	31.35
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	44	0.62	0.66	8.48	139.22
GO:0050729	positive regulation of inflammatory response	44	0.66	0.68	8.59	125.85
GO:0008016	regulation of heart contraction	34	0.57	0.61	7.59	16.15
GO:0046651	lymphocyte proliferation	32	0.69	0.63	8.73	28.26
