id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0065007	biological regulation	596	0.08	0.04	0.98	3.37
GO:0031323	regulation of cellular metabolic process	278	0.22	0.36	4.01	22.77
GO:0007166	cell surface receptor signaling pathway	218	0.43	0.51	5.91	23.17
GO:1901564	organonitrogen compound metabolic process	201	0.23	0.31	3.63	19.40
GO:0010033	response to organic substance	168	0.35	0.37	4.75	9.28
GO:0010035	response to inorganic substance	30	0.53	0.47	6.60	9.28
GO:0051049	regulation of transport	135	0.31	0.40	4.67	10.45
GO:2000026	regulation of multicellular organismal development	126	0.29	0.39	4.73	23.09
GO:0042127	regulation of cell proliferation	123	0.45	0.48	6.03	12.04
GO:0009967	positive regulation of signal transduction	120	0.44	0.54	6.71	140.23
GO:0035556	intracellular signal transduction	115	0.51	0.55	6.92	23.17
GO:0071702	organic substance transport	106	0.33	0.41	4.62	10.99
GO:0006464	cellular protein modification process	105	0.34	0.49	5.84	147.03
GO:0006464	cellular protein modification process	105	0.34	0.49	5.84	147.03
GO:0031400	negative regulation of protein modification process	31	0.53	0.64	7.94	366.95
GO:0031401	positive regulation of protein modification process	87	0.51	0.63	7.86	366.05
GO:0051704	multi-organism process	92	0.29	0.15	3.12	3.37
GO:0010628	positive regulation of gene expression	88	0.47	0.56	6.67	58.80
GO:0016477	cell migration	85	0.47	0.48	6.31	17.13
GO:0007186	G-protein coupled receptor signaling pathway	84	0.55	0.57	7.20	23.17
GO:0043933	protein-containing complex subunit organization	84	0.43	0.41	5.44	14.95
GO:0008104	protein localization	79	0.40	0.40	5.07	7.46
GO:0031327	negative regulation of cellular biosynthetic process	76	0.42	0.53	6.40	170.82
GO:0019725	cellular homeostasis	75	0.53	0.52	6.93	17.82
GO:0031347	regulation of defense response	74	0.40	0.49	5.73	14.14
GO:0009968	negative regulation of signal transduction	72	0.44	0.54	6.68	140.65
GO:0120035	regulation of plasma membrane bounded cell projection organization	29	0.51	0.58	7.05	17.28
GO:0051130	positive regulation of cellular component organization	60	0.42	0.50	5.95	43.84
GO:0019221	cytokine-mediated signaling pathway	69	0.60	0.63	7.60	26.50
GO:0043069	negative regulation of programmed cell death	62	0.55	0.60	7.50	59.56
GO:0006812	cation transport	52	0.45	0.51	6.21	12.09
GO:0006897	endocytosis	50	0.63	0.61	8.09	26.36
GO:0044255	cellular lipid metabolic process	47	0.38	0.44	5.89	38.02
GO:0006508	proteolysis	39	0.55	0.57	7.34	47.86
GO:0048468	cell development	31	0.51	0.45	6.51	28.42
GO:0097190	apoptotic signaling pathway	27	0.70	0.64	8.53	23.17
GO:0050878	regulation of body fluid levels	23	0.58	0.49	7.01	8.64
GO:0045862	positive regulation of proteolysis	21	0.61	0.68	8.73	336.28
GO:0070482	response to oxygen levels	21	0.70	0.55	8.33	8.85
GO:0007268	chemical synaptic transmission	19	0.74	0.72	8.66	23.17
GO:0007610	behavior	15	0.48	0.24	4.72	3.37
GO:0043393	regulation of protein binding	14	0.59	0.55	7.49	9.33
GO:0060828	regulation of canonical Wnt signaling pathway	13	0.70	0.70	8.83	44.05
GO:0031295	T cell costimulation	12	0.93	0.86	9.59	354.90
GO:0010595	positive regulation of endothelial cell migration	8	0.83	0.81	9.49	298.63
GO:0032507	maintenance of protein location in cell	7	0.68	0.63	8.41	43.86
GO:0030203	glycosaminoglycan metabolic process	7	0.66	0.62	8.41	52.03
GO:0060070	canonical Wnt signaling pathway	6	0.67	0.71	8.39	31.42
GO:0001570	vasculogenesis	6	0.89	0.70	9.29	21.07
GO:0098900	regulation of action potential	6	0.63	0.56	8.10	19.60
GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	4	0.87	0.76	9.46	82.51
GO:0042053	regulation of dopamine metabolic process	4	0.83	0.76	9.45	57.43
GO:0001657	ureteric bud development	3	1.00	0.88	9.63	36.92
GO:1904659	glucose transmembrane transport	2	0.84	0.82	9.37	37.51
GO:0034446	substrate adhesion-dependent cell spreading	2	1.00	0.82	9.63	56.23
GO:0060355	positive regulation of cell adhesion molecule production	2	1.00	0.79	9.63	40.68
GO:0051001	negative regulation of nitric-oxide synthase activity	2	1.00	0.85	9.63	123.18
GO:0001964	startle response	1	1.00	0.79	9.63	22.23
GO:0072012	glomerulus vasculature development	1	0.89	0.80	9.41	29.79
GO:0007597	blood coagulation, intrinsic pathway	1	1.00	0.82	9.63	55.79
GO:0048014	Tie signaling pathway	1	1.00	0.88	9.63	31.00
GO:0070836	caveola assembly	1	1.00	0.85	9.63	78.00
