id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0050794	regulation of cellular process	542	0.12	0.26	2.47	7.96
GO:0031323	regulation of cellular metabolic process	278	0.22	0.36	4.01	22.77
GO:0080134	regulation of response to stress	103	0.35	0.42	5.03	11.65
GO:0009966	regulation of signal transduction	200	0.33	0.45	5.35	37.59
GO:0032101	regulation of response to external stimulus	70	0.40	0.45	5.60	11.65
GO:0009966	regulation of signal transduction	200	0.33	0.45	5.35	37.59
GO:0007166	cell surface receptor signaling pathway	218	0.43	0.51	5.91	23.17
GO:1901564	organonitrogen compound metabolic process	201	0.23	0.31	3.63	19.40
GO:0010604	positive regulation of macromolecule metabolic process	184	0.37	0.48	5.51	38.99
GO:0010033	response to organic substance	168	0.35	0.37	4.75	9.28
GO:0042542	response to hydrogen peroxide	11	0.93	0.76	9.54	79.29
GO:0010033	response to organic substance	168	0.35	0.37	4.75	9.28
GO:0042542	response to hydrogen peroxide	11	0.93	0.76	9.54	79.29
GO:0051049	regulation of transport	135	0.31	0.40	4.67	10.45
GO:2000026	regulation of multicellular organismal development	126	0.29	0.39	4.73	23.09
GO:0051240	positive regulation of multicellular organismal process	122	0.35	0.42	4.98	23.60
GO:0071310	cellular response to organic substance	114	0.44	0.47	5.95	41.66
GO:0006464	cellular protein modification process	105	0.34	0.49	5.84	147.03
GO:0031400	negative regulation of protein modification process	31	0.53	0.64	7.94	366.95
GO:0031401	positive regulation of protein modification process	87	0.51	0.63	7.86	366.05
GO:0007186	G-protein coupled receptor signaling pathway	84	0.55	0.57	7.20	23.17
GO:0008104	protein localization	79	0.40	0.40	5.07	7.46
GO:0031327	negative regulation of cellular biosynthetic process	76	0.42	0.53	6.40	170.82
GO:0050900	leukocyte migration	66	0.60	0.59	8.02	26.94
GO:0043069	negative regulation of programmed cell death	62	0.55	0.60	7.50	59.56
GO:1903543	positive regulation of exosomal secretion	2	1.00	0.90	9.63	273.98
GO:0051130	positive regulation of cellular component organization	60	0.42	0.50	5.95	43.84
GO:0006812	cation transport	52	0.45	0.51	6.21	12.09
GO:0006897	endocytosis	50	0.63	0.61	8.09	26.36
GO:0044255	cellular lipid metabolic process	47	0.38	0.44	5.89	38.02
GO:0043270	positive regulation of ion transport	25	0.53	0.59	7.18	46.28
GO:0034765	regulation of ion transmembrane transport	36	0.46	0.55	6.68	33.04
GO:0009617	response to bacterium	44	0.75	0.67	8.94	27.27
GO:0006874	cellular calcium ion homeostasis	43	0.63	0.71	8.83	287.08
GO:0060326	cell chemotaxis	37	0.64	0.61	8.15	30.29
GO:0120035	regulation of plasma membrane bounded cell projection organization	29	0.51	0.58	7.05	17.28
GO:0051259	protein complex oligomerization	29	0.78	0.68	9.09	40.42
GO:0019722	calcium-mediated signaling	22	0.72	0.71	8.71	27.81
GO:0070482	response to oxygen levels	21	0.70	0.55	8.33	8.85
GO:0007268	chemical synaptic transmission	19	0.74	0.72	8.66	23.17
GO:0043393	regulation of protein binding	14	0.59	0.55	7.49	9.33
GO:0070098	chemokine-mediated signaling pathway	12	0.73	0.72	9.00	30.19
GO:0031295	T cell costimulation	12	0.93	0.86	9.59	354.90
GO:0015718	monocarboxylic acid transport	12	0.56	0.66	7.76	50.20
GO:0008016	regulation of heart contraction	11	0.57	0.61	7.59	16.15
GO:0046718	viral entry into host cell	10	0.77	0.73	8.94	28.37
GO:0032507	maintenance of protein location in cell	7	0.68	0.63	8.41	43.86
GO:0060070	canonical Wnt signaling pathway	6	0.67	0.71	8.39	31.42
GO:0001570	vasculogenesis	6	0.89	0.70	9.29	21.07
GO:0051289	protein homotetramerization	6	1.00	0.85	9.63	85.45
GO:0071277	cellular response to calcium ion	5	1.00	0.82	9.63	78.50
GO:0001523	retinoid metabolic process	5	0.77	0.76	9.19	47.55
GO:0043114	regulation of vascular permeability	5	0.84	0.71	9.18	21.20
