id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048583	regulation of response to stimulus	850	0.25	0.32	3.72	7.96
GO:0050794	regulation of cellular process	2057	0.12	0.26	2.47	7.96
GO:0071704	organic substance metabolic process	1904	0.15	0.20	2.26	6.41
GO:0048523	negative regulation of cellular process	974	0.24	0.37	3.90	23.93
GO:0007165	signal transduction	843	0.36	0.43	5.06	19.43
GO:0071702	organic substance transport	476	0.33	0.41	4.62	10.99
GO:0006334	nucleosome assembly	31	0.87	0.78	9.47	104.52
GO:0040014	regulation of multicellular organism growth	15	0.89	0.74	9.38	36.78
GO:0001678	cellular glucose homeostasis	14	0.93	0.82	9.53	49.18
GO:0001893	maternal placenta development	5	1.00	0.75	9.63	43.25
