"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0042157~lipoprotein metabolic process"	3	5.88235294117647	0.00267258403097233	"9619, 8029, 3931"	35	38	16792	37.8766917293233	0.574161708125885	0.574161708125885	3.54526323908116
"GOTERM_BP_DIRECT"	"GO:0008203~cholesterol metabolic process"	3	5.88235294117647	0.0083380035605154	"9619, 8029, 3931"	35	68	16792	21.1663865546218	0.930815191461693	0.736969947461688	10.6791558643646
"GOTERM_BP_DIRECT"	"GO:0014032~neural crest cell development"	2	3.92156862745098	0.0260138267031088	"2303, 1906"	35	13	16792	73.810989010989	0.999776981676938	0.939357069212872	29.9192223717405
"GOTERM_BP_DIRECT"	"GO:0034375~high-density lipoprotein particle remodeling"	2	3.92156862745098	0.0299572039100736	"9619, 3931"	35	15	16792	63.9695238095238	0.999938864223317	0.9115752463627	33.6510169033378
"GOTERM_BP_DIRECT"	"GO:0043691~reverse cholesterol transport"	2	3.92156862745098	0.0358432297713445	"9619, 3931"	35	18	16792	53.3079365079365	0.999991227931751	0.902586218979677	38.8801905491617
"GOTERM_BP_DIRECT"	"GO:0072332~intrinsic apoptotic signaling pathway by p53 class mediator"	2	3.92156862745098	0.0532940727261531	"51741, 23567"	35	27	16792	35.5386243386243	0.999999974140764	0.945620407475756	52.2265236385264
"GOTERM_BP_DIRECT"	"GO:0001569~patterning of blood vessels"	2	3.92156862745098	0.0552140250995322	"2303, 1906"	35	28	16792	34.269387755102	0.999999986467856	0.924853368728521	53.51691470272
"GOTERM_BP_DIRECT"	"GO:0006974~cellular response to DNA damage stimulus"	3	5.88235294117647	0.0661396234576399	"4361, 2189, 5930"	35	208	16792	6.91978021978022	0.999999999668913	0.934688041367643	60.2662128883348
"GOTERM_BP_DIRECT"	"GO:0010595~positive regulation of endothelial cell migration"	2	3.92156862745098	0.0891338243386799	"2303, 1906"	35	46	16792	20.8596273291925	0.999999999999884	0.963449784475318	71.6130152106333
"GOTERM_BP_DIRECT"	"GO:0071560~cellular response to transforming growth factor beta stimulus"	2	3.92156862745098	0.0946709895446266	"51741, 1906"	35	49	16792	19.5825072886297	0.999999999999983	0.958108554556875	73.8542613615962
