"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0006614~SRP-dependent cotranslational protein targeting to membrane"	34	53.125	2.40102395243427e-62	"6181, 6160, 6161, 6204, 6189, 6205, 6206, 6165, 6209, 6187, 6169, 6210, 2197, 6138, 6135, 6170, 6132, 6130, 6217, 6155, 6218, 6232, 6230, 6159, 6235, 6176, 6157, 6156, 6234, 6229, 6202, 6223, 6129, 6128"	57	94	16792	106.556177678238	4.92209910249026e-60	4.92209910249026e-60	3.02160016925768e-59
"GOTERM_BP_DIRECT"	"GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	35	54.6875	8.70497524755575e-61	"6181, 6160, 6161, 6204, 6189, 6205, 6206, 6165, 6209, 6187, 6169, 6210, 2197, 6138, 6135, 6170, 6132, 6130, 6217, 6155, 6218, 6232, 6230, 6159, 6235, 6176, 6157, 6156, 6234, 6229, 6202, 6223, 6129, 6128, 26986"	57	119	16792	86.6460268317853	1.78451992574893e-58	8.92259962874465e-59	1.09548905810503e-57
"GOTERM_BP_DIRECT"	"GO:0019083~viral transcription"	34	53.125	2.41304671172428e-59	"6181, 6160, 6161, 6204, 6189, 6205, 6206, 6165, 6209, 6187, 6169, 6210, 2197, 6138, 6135, 6170, 6132, 6130, 6217, 6155, 6218, 6232, 6230, 6159, 6235, 6176, 6157, 6156, 6234, 6229, 6202, 6223, 6129, 6128"	57	112	16792	89.4310776942356	4.94674575903477e-57	1.64891525301159e-57	3.03673036879975e-56
"GOTERM_BP_DIRECT"	"GO:0006413~translational initiation"	35	54.6875	2.17448532441882e-58	"6181, 6160, 6161, 6204, 6189, 6205, 6206, 6165, 6209, 6187, 6169, 6210, 2197, 6138, 6135, 6170, 6132, 6130, 6217, 6155, 6218, 6232, 6230, 6159, 6235, 6176, 6157, 6156, 6234, 6229, 6202, 6223, 6129, 6128, 26986"	57	137	16792	75.2618773210398	4.45769491505858e-56	1.11442372876464e-56	2.7365096535796e-55
"GOTERM_BP_DIRECT"	"GO:0006364~rRNA processing"	35	54.6875	4.16630138422385e-51	"6181, 6160, 6161, 6204, 6189, 6205, 6206, 6165, 6209, 6187, 6169, 6210, 2197, 6138, 6135, 6170, 6132, 6130, 6217, 6155, 6218, 6232, 6230, 6159, 6235, 6176, 6157, 6156, 6234, 6229, 6202, 6223, 54059, 6129, 6128"	57	214	16792	48.1816691260862	8.5409178376589e-49	1.70818356753178e-49	5.2431367687882e-48
"GOTERM_BP_DIRECT"	"GO:0006412~translation"	34	53.125	2.03706021088622e-46	"6181, 6160, 6161, 6204, 6189, 6205, 6206, 6165, 6209, 6187, 6169, 6210, 2197, 6138, 6135, 6170, 6132, 6130, 6217, 6155, 6218, 6232, 6230, 6159, 6235, 6176, 6157, 6156, 6234, 6229, 6202, 6223, 6129, 6128"	57	253	16792	39.5900422994245	4.17597343231676e-44	6.95995572052793e-45	2.56356521215104e-43
"GOTERM_BP_DIRECT"	"GO:0002181~cytoplasmic translation"	9	14.0625	9.34903317081363e-15	"6181, 6132, 6160, 6165, 6159, 6138, 6176, 6129, 6128"	57	25	16792	106.054736842105	1.91180404840452e-12	2.73114864057789e-13	1.17350573702879e-11
"GOTERM_BP_DIRECT"	"GO:0042274~ribosomal small subunit biogenesis"	6	9.375	1.45929864296684e-09	"6229, 6223, 6217, 6218, 6209, 6234"	57	16	16792	110.473684210526	2.99156185268323e-07	3.73945280296439e-08	1.83647360652017e-06
"GOTERM_BP_DIRECT"	"GO:0000028~ribosomal small subunit assembly"	6	9.375	3.85535810249102e-09	"6223, 6204, 6218, 6232, 6209, 6234"	57	19	16792	93.0304709141274	7.90348108736794e-07	8.78164874151821e-08	4.85182605203249e-06
"GOTERM_BP_DIRECT"	"GO:0000462~maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	4	6.25	0.000162700440498497	"6229, 6202, 6223, 6217"	57	32	16792	36.8245614035088	0.0328061167825824	0.00333007335724433	0.204559658485859
