id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0006357	regulation of transcription by RNA polymerase II	941	0.44	0.63	7.11	248.57
GO:0006351	transcription, DNA-templated	888	0.57	0.68	8.45	581.39
GO:0045892	negative regulation of transcription, DNA-templated	457	0.56	0.69	8.52	1581.26
GO:0009968	negative regulation of signal transduction	418	0.44	0.54	6.68	140.65
GO:1901565	organonitrogen compound catabolic process	340	0.39	0.45	5.67	46.28
GO:0043066	negative regulation of apoptotic process	337	0.56	0.63	7.79	81.07
GO:0006974	cellular response to DNA damage stimulus	309	0.57	0.53	7.47	29.00
GO:0007346	regulation of mitotic cell cycle	263	0.49	0.53	6.68	14.24
GO:0007186	G-protein coupled receptor signaling pathway	230	0.55	0.57	7.20	23.17
GO:0043254	regulation of protein complex assembly	188	0.50	0.54	6.88	27.32
GO:0006397	mRNA processing	172	0.71	0.73	9.17	234.35
GO:0043900	regulation of multi-organism process	167	0.40	0.40	5.32	7.96
GO:0051276	chromosome organization	158	0.55	0.52	6.96	18.35
GO:0043687	post-translational protein modification	155	0.65	0.67	8.51	151.15
GO:0016569	covalent chromatin modification	143	0.54	0.56	7.38	32.64
GO:0050727	regulation of inflammatory response	128	0.53	0.59	7.40	31.59
GO:0032496	response to lipopolysaccharide	124	0.89	0.74	9.45	64.41
GO:0090305	nucleic acid phosphodiester bond hydrolysis	117	0.61	0.63	8.36	112.25
GO:0016055	Wnt signaling pathway	113	0.59	0.65	7.65	28.58
GO:0002521	leukocyte differentiation	108	0.58	0.54	7.41	21.07
GO:0045732	positive regulation of protein catabolic process	83	0.70	0.70	9.03	231.05
GO:0060271	cilium assembly	75	0.87	0.76	9.41	137.68
GO:0050707	regulation of cytokine secretion	70	0.59	0.67	8.36	114.42
GO:0031056	regulation of histone modification	62	0.56	0.65	8.38	99.90
GO:0006406	mRNA export from nucleus	49	0.89	0.84	9.52	121.36
GO:0010595	positive regulation of endothelial cell migration	41	0.83	0.81	9.49	298.63
GO:0035335	peptidyl-tyrosine dephosphorylation	36	0.89	0.82	9.53	179.25
GO:0048661	positive regulation of smooth muscle cell proliferation	31	0.93	0.79	9.52	63.46
GO:0050663	cytokine secretion	21	0.61	0.70	8.23	133.33
GO:0006369	termination of RNA polymerase II transcription	19	0.89	0.84	9.55	477.15
GO:0006294	nucleotide-excision repair, preincision complex assembly	18	1.00	0.85	9.63	65.90
GO:0016925	protein sumoylation	18	0.93	0.86	9.58	311.85
GO:1901661	quinone metabolic process	16	0.62	0.56	8.04	61.62
GO:0045655	regulation of monocyte differentiation	11	0.89	0.82	9.49	139.68
GO:0070168	negative regulation of biomineral tissue development	6	0.83	0.74	9.37	85.27
GO:0036035	osteoclast development	5	1.00	0.79	9.63	66.39
GO:0051256	mitotic spindle midzone assembly	5	1.00	0.79	9.63	55.95
GO:1901509	regulation of endothelial tube morphogenesis	2	0.89	0.77	9.41	45.72
