id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048522	positive regulation of cellular process	343	0.24	0.37	3.90	23.85
GO:0048522	positive regulation of cellular process	343	0.24	0.37	3.90	23.85
GO:0048583	regulation of response to stimulus	311	0.25	0.32	3.72	7.96
GO:0006810	transport	301	0.28	0.34	3.95	7.46
GO:0048523	negative regulation of cellular process	261	0.24	0.37	3.90	23.93
GO:0007166	cell surface receptor signaling pathway	237	0.43	0.51	5.91	23.17
GO:0009966	regulation of signal transduction	210	0.33	0.45	5.35	37.59
GO:0010468	regulation of gene expression	178	0.35	0.46	5.09	13.73
GO:0048869	cellular developmental process	174	0.32	0.29	4.16	13.85
GO:0019538	protein metabolic process	161	0.31	0.41	4.91	44.77
GO:0032268	regulation of cellular protein metabolic process	153	0.37	0.51	6.13	70.76
GO:0006355	regulation of transcription, DNA-templated	145	0.40	0.60	6.84	245.35
GO:0051128	regulation of cellular component organization	142	0.30	0.40	4.57	12.04
GO:0071310	cellular response to organic substance	121	0.44	0.47	5.95	41.66
GO:0009725	response to hormone	63	0.53	0.51	7.03	21.86
GO:0070887	cellular response to chemical stimulus	135	0.40	0.40	5.31	25.21
GO:0051240	positive regulation of multicellular organismal process	134	0.35	0.42	4.98	23.60
GO:0060405	regulation of penile erection	2	0.89	0.70	9.34	34.93
GO:0010033	response to organic substance	175	0.35	0.37	4.75	9.28
GO:1901700	response to oxygen-containing compound	131	0.39	0.39	5.14	9.28
GO:0035556	intracellular signal transduction	124	0.51	0.55	6.92	23.17
GO:0045055	regulated exocytosis	124	0.69	0.69	8.57	38.47
GO:0071310	cellular response to organic substance	121	0.44	0.47	5.95	41.66
GO:0042325	regulation of phosphorylation	119	0.47	0.59	6.88	31.28
GO:0010941	regulation of cell death	110	0.43	0.47	6.10	12.04
GO:0031328	positive regulation of cellular biosynthetic process	104	0.41	0.53	6.32	170.14
GO:0007186	G-protein coupled receptor signaling pathway	103	0.55	0.57	7.20	23.17
GO:0043207	response to external biotic stimulus	102	0.41	0.40	5.91	16.64
GO:0006811	ion transport	99	0.38	0.44	5.19	10.99
GO:0006855	drug transmembrane transport	7	0.58	0.58	7.29	29.08
GO:0045937	positive regulation of phosphate metabolic process	93	0.51	0.60	7.47	145.91
GO:0006952	defense response	91	0.56	0.48	6.67	9.54
GO:2000145	regulation of cell motility	79	0.47	0.52	6.88	34.54
GO:0019221	cytokine-mediated signaling pathway	76	0.60	0.63	7.60	26.50
GO:0010243	response to organonitrogen compound	73	0.45	0.48	6.23	25.43
GO:0051707	response to other organism	71	0.42	0.46	6.41	24.63
GO:0050863	regulation of T cell activation	49	0.52	0.61	7.60	29.19
