id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0010468	regulation of gene expression	590	0.35	0.46	5.09	13.73
GO:0007166	cell surface receptor signaling pathway	589	0.43	0.51	5.91	23.17
GO:0042127	regulation of cell proliferation	384	0.45	0.48	6.03	12.04
GO:0050776	regulation of immune response	354	0.38	0.44	5.64	22.45
GO:0035556	intracellular signal transduction	329	0.51	0.55	6.92	23.17
GO:0042981	regulation of apoptotic process	315	0.45	0.55	6.60	16.23
GO:0001932	regulation of protein phosphorylation	309	0.50	0.62	7.64	109.03
GO:2000145	regulation of cell motility	233	0.47	0.52	6.88	34.54
GO:0006351	transcription, DNA-templated	229	0.57	0.68	8.45	581.39
GO:0002831	regulation of response to biotic stimulus	35	0.51	0.51	6.99	11.65
GO:0032101	regulation of response to external stimulus	227	0.40	0.45	5.60	11.65
GO:0002274	myeloid leukocyte activation	218	0.68	0.59	8.67	18.06
GO:0022603	regulation of anatomical structure morphogenesis	218	0.36	0.43	5.15	11.29
GO:0016477	cell migration	211	0.47	0.48	6.31	17.13
GO:0051248	negative regulation of protein metabolic process	207	0.45	0.55	6.75	129.53
GO:0051707	response to other organism	182	0.42	0.46	6.41	24.63
GO:0006508	proteolysis	172	0.55	0.57	7.34	47.86
GO:0051249	regulation of lymphocyte activation	171	0.48	0.56	7.10	27.11
GO:0045087	innate immune response	169	0.68	0.59	8.16	26.47
GO:0001819	positive regulation of cytokine production	152	0.51	0.54	6.97	44.26
GO:0002237	response to molecule of bacterial origin	128	0.69	0.59	8.74	31.75
GO:0006875	cellular metal ion homeostasis	126	0.59	0.67	8.36	105.84
GO:0045786	negative regulation of cell cycle	126	0.51	0.54	7.10	42.35
GO:0002521	leukocyte differentiation	121	0.58	0.54	7.41	21.07
GO:0050727	regulation of inflammatory response	116	0.53	0.59	7.40	31.59
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	114	0.58	0.64	7.56	28.11
GO:0006897	endocytosis	107	0.63	0.61	8.09	26.36
GO:0051090	regulation of DNA binding transcription factor activity	99	0.72	0.77	9.22	255.34
GO:1901652	response to peptide	94	0.62	0.60	8.14	43.80
GO:0034765	regulation of ion transmembrane transport	84	0.46	0.55	6.68	33.04
GO:0071407	cellular response to organic cyclic compound	82	0.53	0.56	7.03	63.03
GO:0032970	regulation of actin filament-based process	79	0.52	0.51	6.80	12.04
GO:0045637	regulation of myeloid cell differentiation	75	0.62	0.63	8.47	67.17
GO:0050707	regulation of cytokine secretion	67	0.59	0.67	8.36	114.42
GO:0032677	regulation of interleukin-8 production	29	0.79	0.68	9.04	15.70
GO:0097190	apoptotic signaling pathway	69	0.70	0.64	8.53	23.17
GO:0019932	second-messenger-mediated signaling	69	0.65	0.65	8.32	26.43
GO:0001666	response to hypoxia	67	0.81	0.70	9.12	21.16
GO:0050769	positive regulation of neurogenesis	66	0.58	0.64	8.42	270.71
