id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0007165	signal transduction	235	0.36	0.43	5.06	19.43
GO:0009966	regulation of signal transduction	161	0.33	0.45	5.35	37.59
GO:0048869	cellular developmental process	131	0.32	0.29	4.16	13.85
GO:0050776	regulation of immune response	92	0.38	0.44	5.64	22.45
GO:0006464	cellular protein modification process	91	0.34	0.49	5.84	147.03
GO:0042127	regulation of cell proliferation	91	0.45	0.48	6.03	12.04
GO:0009967	positive regulation of signal transduction	91	0.44	0.54	6.71	140.23
GO:0022607	cellular component assembly	90	0.39	0.39	5.06	14.95
GO:0010628	positive regulation of gene expression	77	0.47	0.56	6.67	58.80
GO:0016477	cell migration	54	0.47	0.48	6.31	17.13
GO:0043066	negative regulation of apoptotic process	48	0.56	0.63	7.79	81.07
GO:0010942	positive regulation of cell death	45	0.54	0.56	7.33	41.78
GO:0009617	response to bacterium	37	0.75	0.67	8.94	27.27
GO:0033674	positive regulation of kinase activity	36	0.61	0.70	8.62	265.90
GO:0071417	cellular response to organonitrogen compound	36	0.53	0.56	7.37	128.53
GO:2000147	positive regulation of cell motility	35	0.58	0.61	8.05	115.84
GO:0006508	proteolysis	33	0.55	0.57	7.34	47.86
GO:0051493	regulation of cytoskeleton organization	33	0.51	0.58	7.03	19.19
GO:0007010	cytoskeleton organization	31	0.52	0.51	6.76	18.35
GO:0006897	endocytosis	28	0.63	0.61	8.09	26.36
GO:0043410	positive regulation of MAPK cascade	26	0.66	0.75	9.17	1017.24
GO:0055085	transmembrane transport	23	0.41	0.46	5.44	10.99
GO:0032989	cellular component morphogenesis	23	0.56	0.48	7.27	42.57
GO:0034765	regulation of ion transmembrane transport	22	0.46	0.55	6.68	33.04
GO:0051259	protein complex oligomerization	22	0.78	0.68	9.09	40.42
GO:0002695	negative regulation of leukocyte activation	17	0.58	0.61	8.02	96.77
GO:0007204	positive regulation of cytosolic calcium ion concentration	16	0.68	0.77	9.10	290.30
GO:0034599	cellular response to oxidative stress	15	0.72	0.61	8.94	68.67
