id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048522	positive regulation of cellular process	255	0.24	0.37	3.90	23.85
GO:0007165	signal transduction	235	0.36	0.43	5.06	19.43
GO:0048523	negative regulation of cellular process	194	0.24	0.37	3.90	23.93
GO:0009966	regulation of signal transduction	161	0.33	0.45	5.35	37.59
GO:0009628	response to abiotic stimulus	41	0.46	0.35	5.43	6.14
GO:0006950	response to stress	158	0.39	0.32	4.70	6.14
GO:0050793	regulation of developmental process	119	0.26	0.33	3.95	7.96
GO:0051239	regulation of multicellular organismal process	135	0.23	0.32	3.68	7.96
GO:0032879	regulation of localization	134	0.27	0.33	4.05	7.96
GO:0030154	cell differentiation	95	0.39	0.39	5.18	16.68
GO:0007569	cell aging	8	0.80	0.60	8.94	24.75
GO:0070887	cellular response to chemical stimulus	97	0.40	0.40	5.31	25.21
GO:0050776	regulation of immune response	92	0.38	0.44	5.64	22.45
GO:0006464	cellular protein modification process	91	0.34	0.49	5.84	147.03
GO:0009967	positive regulation of signal transduction	91	0.44	0.54	6.71	140.23
GO:0022607	cellular component assembly	90	0.39	0.39	5.06	14.95
GO:0071310	cellular response to organic substance	86	0.44	0.47	5.95	41.66
GO:0010628	positive regulation of gene expression	77	0.47	0.56	6.67	58.80
GO:0016477	cell migration	54	0.47	0.48	6.31	17.13
GO:0009617	response to bacterium	37	0.75	0.67	8.94	27.27
GO:0033674	positive regulation of kinase activity	36	0.61	0.70	8.62	265.90
GO:2000147	positive regulation of cell motility	35	0.58	0.61	8.05	115.84
GO:0002683	negative regulation of immune system process	34	0.43	0.47	5.92	22.69
GO:0006508	proteolysis	33	0.55	0.57	7.34	47.86
GO:0051493	regulation of cytoskeleton organization	33	0.51	0.58	7.03	19.19
GO:0007010	cytoskeleton organization	31	0.52	0.51	6.76	18.35
GO:0048468	cell development	28	0.51	0.45	6.51	28.42
GO:0006897	endocytosis	28	0.63	0.61	8.09	26.36
GO:0043410	positive regulation of MAPK cascade	26	0.66	0.75	9.17	1017.24
GO:0055085	transmembrane transport	23	0.41	0.46	5.44	10.99
GO:0032989	cellular component morphogenesis	23	0.56	0.48	7.27	42.57
GO:0030100	regulation of endocytosis	18	0.59	0.62	8.15	44.91
GO:0002695	negative regulation of leukocyte activation	17	0.58	0.61	8.02	96.77
GO:0007204	positive regulation of cytosolic calcium ion concentration	16	0.68	0.77	9.10	290.30
GO:0071219	cellular response to molecule of bacterial origin	15	0.80	0.69	9.25	59.35
GO:0050804	modulation of chemical synaptic transmission	14	0.52	0.58	7.24	27.32
GO:0032355	response to estradiol	12	0.93	0.76	9.52	74.25
GO:0072657	protein localization to membrane	11	0.58	0.58	7.59	29.83
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	11	1.00	0.92	9.63	384.64
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	9	1.00	0.79	9.63	42.20
GO:0010977	negative regulation of neuron projection development	8	0.68	0.73	9.14	494.13
GO:0008016	regulation of heart contraction	8	0.57	0.61	7.59	16.15
GO:0046718	viral entry into host cell	7	0.77	0.73	8.94	28.37
GO:0090022	regulation of neutrophil chemotaxis	7	0.89	0.86	9.52	138.92
GO:0001776	leukocyte homeostasis	7	0.75	0.67	8.65	18.82
GO:0050710	negative regulation of cytokine secretion	7	0.70	0.74	9.09	549.99
GO:0070373	negative regulation of ERK1 and ERK2 cascade	6	1.00	0.93	9.63	1180.90
GO:0043279	response to alkaloid	6	0.72	0.65	8.86	29.80
GO:2001257	regulation of cation channel activity	6	0.60	0.68	8.36	101.44
GO:0010976	positive regulation of neuron projection development	6	0.68	0.73	9.14	493.19
GO:2000573	positive regulation of DNA biosynthetic process	5	0.80	0.77	9.43	748.29
GO:0006006	glucose metabolic process	5	0.71	0.68	8.57	34.68
GO:0010633	negative regulation of epithelial cell migration	5	0.80	0.77	9.43	243.45
GO:0099537	trans-synaptic signaling	5	0.63	0.60	8.02	19.88
GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	5	0.74	0.75	9.08	145.55
GO:1903078	positive regulation of protein localization to plasma membrane	4	0.84	0.80	9.43	218.50
GO:0006605	protein targeting	4	0.72	0.76	9.18	93.44
GO:0001701	in utero embryonic development	4	1.00	0.85	9.63	22.50
GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	3	1.00	0.82	9.63	41.85
GO:2001199	negative regulation of dendritic cell differentiation	3	1.00	0.88	9.63	349.47
GO:0016064	immunoglobulin mediated immune response	3	0.76	0.70	9.04	30.58
GO:0042053	regulation of dopamine metabolic process	3	0.83	0.76	9.45	57.43
GO:0071300	cellular response to retinoic acid	3	1.00	0.82	9.63	200.60
GO:0002890	negative regulation of immunoglobulin mediated immune response	3	0.74	0.76	9.30	318.60
GO:0051496	positive regulation of stress fiber assembly	3	1.00	0.93	9.63	365.07
GO:0051893	regulation of focal adhesion assembly	3	0.89	0.80	9.47	59.48
GO:0071480	cellular response to gamma radiation	3	1.00	0.85	9.63	60.40
GO:0046629	gamma-delta T cell activation	3	0.79	0.72	9.18	21.64
GO:0008344	adult locomotory behavior	3	0.84	0.62	9.16	24.58
GO:0043171	peptide catabolic process	2	0.72	0.68	8.97	139.84
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	2	0.83	0.66	8.94	22.01
GO:0043318	negative regulation of cytotoxic T cell degranulation	2	1.00	0.93	9.63	1135.38
GO:0050907	detection of chemical stimulus involved in sensory perception	2	0.78	0.64	8.67	22.00
GO:0008542	visual learning	2	1.00	0.88	9.63	51.66
GO:0022900	electron transport chain	2	0.71	0.61	8.48	29.76
GO:0031103	axon regeneration	2	0.84	0.77	9.43	96.51
GO:0007413	axonal fasciculation	2	0.89	0.80	9.45	31.51
GO:0032693	negative regulation of interleukin-10 production	2	0.89	0.77	9.43	65.25
GO:0050667	homocysteine metabolic process	1	0.84	0.80	9.46	188.67
GO:0010841	positive regulation of circadian sleep/wake cycle, wakefulness	1	1.00	0.82	9.63	109.56
GO:0035176	social behavior	1	1.00	0.70	9.63	22.58
GO:1905520	positive regulation of presynaptic active zone assembly	1	1.00	0.90	9.63	390.91
GO:0070474	positive regulation of uterine smooth muscle contraction	1	1.00	0.90	9.63	87.90
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	1	1.00	0.90	9.63	967.92
GO:0071333	cellular response to glucose stimulus	1	1.00	0.88	9.63	272.30
GO:0002316	follicular B cell differentiation	1	1.00	0.90	9.63	149.81
GO:2000302	positive regulation of synaptic vesicle exocytosis	1	0.83	0.85	9.53	1061.77
GO:0086072	AV node cell-bundle of His cell adhesion involved in cell communication	1	1.00	0.82	9.63	24.26
GO:0019226	transmission of nerve impulse	1	1.00	0.75	9.63	26.02
GO:0019227	neuronal action potential propagation	1	1.00	0.82	9.63	26.36
GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	1	1.00	0.82	9.63	71.51
GO:0002087	regulation of respiratory gaseous exchange by neurological system process	1	1.00	0.82	9.63	40.36
GO:1902950	regulation of dendritic spine maintenance	1	0.89	0.80	9.43	39.54
