;GO:0061333;GO:0014068;GO:0032330;GO:0036092;GO:0046854;GO:0051092;GO:0060401;GO:1902715;GO:0045766;GO:0002634;GO:0032967;GO:0071498;GO:0071374;GO:0031639;GO:0071897;GO:0001947;GO:2000111;GO:0035556;GO:0033490;GO:0046628;GO:2001181;GO:0060998;GO:0045652;GO:0007265;GO:0000226;GO:0009967;GO:0009725;GO:0046627;GO:0048010;GO:0030539;GO:0001954;GO:1990138;GO:0001558;GO:0051496;GO:0033489;GO:0014902;GO:0030890;GO:0034059;GO:0070278;GO:0031584;GO:2000484;GO:0070318;GO:0051897;GO:0051898;GO:1905563;GO:0035264;GO:0060025;GO:0045947;GO:1904753;GO:0008286;GO:0008285;GO:0006382;GO:0008284;GO:0002062;GO:0045666;GO:0060548;GO:0097190;GO:0045663;GO:0045669;GO:0045944;GO:0043524;GO:0000165;GO:0030887;GO:0051145;GO:0007229;GO:0071277;GO:0051385;GO:0001766;GO:0046641;GO:0001649;GO:0031333;GO:0038128;GO:0032148;GO:0050731;GO:0050852;GO:0050853;GO:0050732;GO:0043537;GO:0046928;GO:0031295;GO:0006032;GO:0038089;GO:1900165;GO:0060536;GO:0048667;GO:0048304;GO:0048666;GO:0006397;GO:0043410;GO:0051281;GO:0001782;GO:0007517;GO:0002467;GO:0002863;GO:2000664;GO:0050869;GO:0050867;GO:0050900;GO:2000667;GO:0007050;GO:0060045;GO:0070528;GO:0045727;GO:0007173;GO:0055012;GO:0007179;GO:0006366;GO:0008543;GO:0051291;GO:0045840;GO:0006367;GO:0009749;GO:0035914;GO:0097049;GO:0043154;GO:0048167;GO:0030220;GO:2000311;GO:2000310;GO:0051607;GO:0060291;GO:0032760;GO:0030224;GO:0010694;GO:0014898;GO:0051966;GO:0030501;GO:0051963;GO:2000553;GO:0042987;GO:0090668;GO:0014033;GO:0030182;GO:0042100;GO:1904706;GO:0043434;GO:2000727;GO:0007616;GO:0043280;GO:0045580;GO:0071560;GO:0010629;GO:0007219;GO:0010628;GO:0045066;GO:2001016;GO:0032355;GO:0010469;GO:0018105;GO:0035984;GO:0030336;GO:0032753;GO:0072659;GO:0016567;GO:0007274;GO:0043200;GO:0045589;GO:0090073;GO:0000122;GO:0051346;GO:0030449;GO:0047496;GO:0070542;GO:0045070;GO:0031532;GO:0060297;GO:0060452;GO:0035690;GO:0044387;GO:0046326;GO:0042089;GO:0045630;GO:0045597;GO:0007166;GO:0021965;GO:0072160;GO:0045086;GO:0030318;GO:0001578;GO:0071222;GO:2000987;GO:0045087;GO:0043066;GO:0046330;GO:0070374;GO:0071864;GO:2000463;GO:0030279;GO:0032733
GO:0061333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7249138767514692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5165534134691132;0.0;0.5638002563011002;0.0;0.0;0.0;0.5502127434389472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4742621201141843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5432278013699066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5724603504100509;0.0;0.0;0.0;0.0;0.0;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.690952927074151;0.6375924262238135;0.0;0.5991347383108441;0.0;0.0;0.0;0.0;0.5724603504100509;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5502127434389472;0.0;0.0;0.0;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5502127434389472;0.6207260871104752;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5502127434389472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5903455833918265;0.5502127434389472;0.0;0.5432278013699066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0014068;0.0;1.0;0.3147678963790473;0.0;0.0;0.3334480096655092;0.0;0.29924073570943865;0.3442351311470669;0.32644628745013027;0.2969882883150799;0.0;0.0;0.0;0.0;0.0;0.28375199691617037;0.3780430088681892;0.0;0.5435335596310988;0.29924073570943865;0.28273593724946766;0.2659062722645507;0.29956560223438455;0.0;0.6988233556748287;0.0;0.42778295308980985;0.28273593724946766;0.0;0.33064761828491374;0.0;0.3607194948405145;0.31655567254483385;0.0;0.0;0.28375199691617037;0.0;0.0;0.15286144144501296;0.29924073570943865;0.31655567254483385;0.6158495449666409;0.4880710180967745;0.209731877021625;0.0;0.3460880204933164;0.27200903777481994;0.19694059100882855;0.27289121433359137;0.36607082478433467;0.0;0.4691585003873687;0.0;0.39470575386677165;0.3713281482737786;0.3326768534581077;0.35301539389526315;0.35301539389526315;0.3972086278041791;0.2770919213720756;0.3033083921806614;0.31655567254483385;0.0;0.23923188436375753;0.0;0.0;0.0;0.30340005833713996;0.0;0.3342160932607158;0.27289121433359137;0.24518259987352153;0.33710077271775674;0.3506576043325218;0.3674872693174387;0.24742958596357928;0.22656154200654188;0.4337613753913995;0.30058166190108726;0.0;0.32591512361023184;0.209731877021625;0.0;0.0;0.367972541167917;0.0;0.0;0.6999978698912255;0.36286011681113944;0.19235234341934632;0.0;0.0;0.46848490970274054;0.29924073570943865;0.270065594892252;0.46992128796342303;0.0;0.29924073570943865;0.2864787271957445;0.33618572891034626;0.23923188436375753;0.4007039974694184;0.29513882130469515;0.0;0.29956560223438455;0.0;0.31196848628961205;0.0;0.3880468694763005;0.0;0.0;0.0;0.0;0.24339120699145883;0.4278462131444067;0.0;0.42778295308980985;0.42778295308980985;0.0;0.4461403608165402;0.3063477393804779;0.0;0.2697407283673061;0.0;0.3933348633253034;0.3138179532999968;0.32928342312500725;0.3876025975334294;0.0;0.0;0.0;0.0;0.0;0.22374314557048924;0.0;0.35563294450085453;0.0;0.34648757854142564;0.3243387642040626;0.0;0.339418262634608;0.29513882130469515;0.4293399065086368;0.0;0.3698450588801801;0.0;0.5300013685947074;0.0;0.0;0.32758091632682634;0.3138179532999968;0.0;0.0;0.0;0.0;0.26308065282321136;0.17552267843442942;0.29510617584108845;0.29470989634291417;0.39524138029677364;0.0;0.0;0.3063477393804779;0.0;0.2659062722645507;0.3269201943116717;0.0;0.17427935401941208;0.2965030164646016;0.0;0.3876025975334294;0.49651209549179076;0.3981453605523698;0.0;0.0;0.29924073570943865;0.0;0.0;0.0;0.410263834522846;0.0;0.3327275697452803;0.5798318479390692;0.5903879165966288;0.33618572891034626;0.5336888367152226;0.26184196747122224;0.3236626762158731
GO:0032330;0.0;0.3147678963790473;1.0;0.0;0.0;0.35122761772947664;0.0;0.369634019157146;0.4862604461150987;0.4784967226627415;0.2983007075304913;0.0;0.0;0.0;0.0;0.0;0.2974529595436521;0.5053579319646733;0.0;0.38373357763476945;0.369634019157146;0.4844816068513638;0.5499194090461876;0.3947316706151867;0.0;0.4967320803235703;0.0;0.38373357763476945;0.37790200563026977;0.0;0.33196003750032516;0.0;0.48803441793699864;0.3147678963790473;0.0;0.0;0.2974529595436521;0.0;0.0;0.23374375361432398;0.369634019157146;0.3343979527445597;0.3147678963790473;0.3147678963790473;0.3147678963790473;0.0;0.35705918973397627;0.37704505713224223;0.2974529595436521;0.36805728271439353;0.4933857478808188;0.0;0.49417327878324274;0.0;0.5591038091124034;0.4986430713702627;0.45999177655459184;0.5400746861303114;0.5400746861303114;0.4109095904316608;0.38774672854614606;0.4211356975508802;0.3343979527445597;0.0;0.35705918973397627;0.0;0.0;0.0;0.31562355072021764;0.0;0.4520433986309345;0.36805728271439353;0.2551616661887231;0.35080173534523845;0.3343979527445597;0.35122761772947664;0.3479419544984028;0.38646368414206295;0.47153509919371994;0.31428262452856903;0.0;0.3610723406453529;0.369634019157146;0.0;0.0;0.43901360328311173;0.0;0.0;0.39891622130363186;0.38373357763476945;0.2773759731609016;0.0;0.0;0.35652178271038587;0.369634019157146;0.3751016142496743;0.494936066359297;0.0;0.369634019157146;0.40430603256596326;0.43901360328311173;0.35705918973397627;0.41854627766914426;0.39030488968549726;0.0;0.3947316706151867;0.0;0.4071345546704142;0.0;0.40588914967602635;0.0;0.0;0.0;0.0;0.3484272263488811;0.41615614539565;0.0;0.3610723406453529;0.3610723406453529;0.0;0.3343979527445597;0.3963084070579392;0.0;0.2819642207503838;0.0;0.3816447955765467;0.4558432682680287;0.5385527597706268;0.3523190823217508;0.0;0.0;0.0;0.0;0.0;0.3343979527445597;0.0;0.5295186174727515;0.0;0.3620147392110343;0.5910369641503044;0.0;0.4304430134431661;0.41296612667491384;0.43065232572404816;0.0;0.5569043511152283;0.0;0.4591494385780064;0.0;0.0;0.4382357235008968;0.40609374050757535;0.0;0.0;0.0;0.0;0.5169875667566567;0.2605463081759847;0.39561854437591193;0.38243097886494126;0.3960853078080451;0.0;0.0;0.3076601585958893;0.0;0.5499194090461876;0.416880861989133;0.0;0.26795295220151955;0.29781543568001306;0.0;0.40403256076474614;0.7032014440923513;0.525460283648854;0.0;0.0;0.369634019157146;0.0;0.0;0.0;0.3892640755226584;0.0;0.44338237691935073;0.35384516833506796;0.31428262452856903;0.35705918973397627;0.40609374050757535;0.45100258446809566;0.4159384634234516
GO:0036092;0.0;0.0;0.0;1.0;0.6379913014332701;0.0;0.0;0.0;0.0;0.0;0.0;0.2590738378648406;0.1817822883484292;0.30655402972505935;0.429888123648952;0.0;0.0;0.36288470620778984;0.41044886183943347;0.0;0.0;0.0;0.0;0.3017222364093804;0.32922410860465867;0.0;0.0;0.0;0.2848925714244635;0.0;0.0;0.28863536137074036;0.0;0.0;0.41044886183943347;0.257732911673192;0.0;0.0;0.2750478485085872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2750478485085872;0.0;0.24694779953473517;0.0;0.25074796960415136;0.0;0.0;0.31751855079770835;0.0;0.0;0.0;0.0;0.43601409999569046;0.0;0.2799805186442958;0.24138851853875337;0.1817822883484292;0.0;0.19861195333334608;0.0;0.22407358170335817;0.0;0.2750478485085872;0.0;0.0;0.24138851853875337;0.25821818352367026;0.0;0.0;0.0;0.0;0.30443400840881846;0.26806290643954656;0.0;0.0;0.28863536137074036;0.0;0.3239698433804841;0.3612155616716091;0.0;0.19668983376823423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32348457153000587;0.0;0.28863536137074036;0.0;0.24138851853875337;0.0;0.297295455479691;0.22407358170335817;0.3017222364093804;0.43652437710419495;0.3141251204646079;0.25074796960415136;0.0;0.3798127587125141;0.0;0.257732911673192;0.19457357436122563;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.22407358170335817;0.0;0.0;0.0;0.0;0.0;0.0;0.27375035409639586;0.24138851853875337;0.257732911673192;0.34556119218011516;0.21544161831826303;0.0;0.0;0.0;0.0;0.0;0.0;0.1817822883484292;0.0;0.297295455479691;0.0;0.257732911673192;0.0;0.0;0.0;0.42037431520020524;0.19457357436122563;0.0;0.0;0.0;0.3072815174053622;0.17595071634392961;0.0;0.0;0.0;0.0;0.0;0.0;0.27742235750494454;0.0;0.0;0.20858484291008988;0.0;0.0;0.3178405556526139;0.0;0.0;0.4237379651503103;0.0;0.0;0.38298705789197046;0.24138851853875337;0.257732911673192;0.0;0.25074796960415136;0.24766211486611056;0.22407358170335817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046854;0.0;0.0;0.0;0.6379913014332701;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2745625766581089;0.19457357436122563;0.32618408609057176;0.362460966665997;0.0;0.0;0.38251476257330225;0.34623962372249273;0.0;0.0;0.0;0.0;0.3213522927748928;0.34653904544005387;0.0;0.0;0.0;0.3045226277899759;0.0;0.0;0.30826541773625277;0.0;0.0;0.34623962372249273;0.2750478485085872;0.0;0.0;0.2946779048740996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2946779048740996;0.0;0.2597390855475316;0.0;0.26806290643954656;0.0;0.0;0.33714860716322076;0.0;0.0;0.0;0.0;0.5662115987999495;0.0;0.297295455479691;0.2610185749042658;0.19457357436122563;0.0;0.21140323934614252;0.0;0.24138851853875337;0.0;0.2946779048740996;0.0;0.0;0.2610185749042658;0.27784823988918267;0.0;0.0;0.0;0.0;0.32174894524421366;0.28769296280505896;0.0;0.0;0.30826541773625277;0.0;0.34359989974599653;0.3808456180371215;0.0;0.20845667624922237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34079950836540107;0.0;0.30826541773625277;0.0;0.2610185749042658;0.0;0.3169255118452034;0.24138851853875337;0.3213522927748928;0.4083573328522647;0.3337551768301203;0.26806290643954656;0.0;0.33201565809507144;0.0;0.2750478485085872;0.20858484291008988;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.0;0.28923909288966415;0.2610185749042658;0.2750478485085872;0.36519124854562757;0.22823290433105947;0.0;0.0;0.0;0.0;0.0;0.0;0.19457357436122563;0.0;0.3169255118452034;0.0;0.2750478485085872;0.0;0.0;0.0;0.5946893054015201;0.20858484291008988;0.0;0.0;0.0;0.32007280341815864;0.18684511085235794;0.0;0.0;0.0;0.0;0.0;0.0;0.29473729434033974;0.0;0.0;0.22407358170335817;0.0;0.0;0.33332929444588216;0.0;0.0;0.38160476988987085;0.0;0.0;0.40261711425748287;0.2610185749042658;0.2750478485085872;0.0;0.26806290643954656;0.26315085365937885;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051092;0.0;0.3334480096655092;0.35122761772947664;0.0;0.0;1.0;0.0;0.3334480096655092;0.40335608948691276;0.3032137416018193;0.39501180621444143;0.0;0.0;0.0;0.0;0.0;0.2965030164646016;0.4145027302186185;0.0;0.382783634555719;0.3334480096655092;0.33651059543529216;0.30005087408486286;0.35334026042020905;0.0;0.5225846918061805;0.0;0.30005087408486286;0.33651059543529216;0.0;0.38976857662475967;0.0;0.41984045318036045;0.35610924665492577;0.0;0.0;0.3138179532999968;0.0;0.0;0.42751466855745884;0.3334480096655092;0.3334480096655092;0.3334480096655092;0.2560615493486744;0.24057281055540614;0.0;0.3156677795389986;0.4520073076623612;0.24057281055540614;0.3266658725194159;0.402530546134764;0.0;0.49322333570419225;0.0;0.42891302782284224;0.4077878696242079;0.369136574808537;0.3729389116398427;0.3729389116398427;0.569046299261543;0.3094103251502608;0.35708305036648597;0.35610924665492577;0.0;0.293006542549582;0.0;0.0;0.0;0.3301623464344355;0.0;0.38799075144654027;0.3266658725194159;0.41019973172206364;0.37560831654449467;0.3334480096655092;0.35027767465042614;0.34324852835552655;0.27289121433359137;0.38067989744766517;0.33064761828491374;0.0;0.36012239756630243;0.2560615493486744;0.0;0.0;0.4177929129130881;0.0;0.0;0.4433528588684005;0.34049234120079;0.23598456296592396;0.0;0.0;0.4143303218348204;0.3334480096655092;0.31639526721930145;0.49398612328024655;0.0;0.3334480096655092;0.340253385381569;0.35610924665492577;0.293006542549582;0.49350852819926316;0.34891347949051965;0.0;0.35334026042020905;0.0;0.36574314447543654;0.0;0.40493920659697585;0.0;0.0;0.0;0.0;0.3757325429379036;0.3747647352006723;0.0;0.4211813328630388;0.4211813328630388;0.0;0.35610924665492577;0.36012239756630243;0.0;0.44714472492297125;0.0;0.3206233290160566;0.3729389116398427;0.3884043814648531;0.3334480096655092;0.0;0.0;0.0;0.0;0.0;0.2560615493486744;0.0;0.3951865186109465;0.0;0.47476151138944583;0.35665716798224784;0.0;0.5583650083545824;0.34891347949051965;0.5585743206354645;0.0;0.38976857662475967;0.0;0.5460609853573529;0.0;0.0;0.3772142569404068;0.3729389116398427;0.0;0.0;0.0;0.0;0.2939215863569925;0.4698059619123878;0.5537552532057941;0.5009028768579339;0.48171600936453235;0.0;0.0;0.36012239756630243;0.0;0.31968093045037527;0.3806948524974962;0.0;0.3420732129680697;0.35027767465042614;0.0;0.3334480096655092;0.5205769308086143;0.4346050819027992;0.0;0.0;0.39705559010343544;0.0;0.0;0.0;0.38291180121658636;0.0;0.36504597352346546;0.36133681269892903;0.35640414256322045;0.35610924665492577;0.3729389116398427;0.3156166256570468;0.382783634555719
GO:0060401;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40614604513319813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3258444229053648;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3623635337220343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4258354909649507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1902715;0.0;0.29924073570943865;0.369634019157146;0.0;0.0;0.3334480096655092;0.0;1.0;0.45792245576290125;0.24943908341599474;0.2969882883150799;0.0;0.0;0.0;0.0;0.0;0.28375199691617037;0.3780430088681892;0.0;0.36286011681113944;0.6841694805533349;0.3376020600275664;0.3207723950426494;0.29956560223438455;0.0;0.47585861949994035;0.0;0.2659062722645507;0.28273593724946766;0.0;0.33064761828491374;0.0;0.3607194948405145;0.31655567254483385;0.0;0.0;0.28375199691617037;0.0;0.0;0.15286144144501296;0.6841694805533349;0.31655567254483385;0.29924073570943865;0.209731877021625;0.209731877021625;0.0;0.25654682119915273;0.27200903777481994;0.27109573633577144;0.27289121433359137;0.36607082478433467;0.0;0.4691585003873687;0.0;0.4834793940988307;0.3713281482737786;0.3326768534581077;0.35301539389526315;0.42750527791583115;0.3972086278041791;0.2770919213720756;0.3033083921806614;0.31655567254483385;0.0;0.23923188436375753;0.0;0.0;0.0;0.30340005833713996;0.0;0.3342160932607158;0.27289121433359137;0.24518259987352153;0.33710077271775674;0.2796733514796847;0.2965030164646016;0.24742958596357928;0.3302166946756173;0.5432594818455472;0.30058166190108726;0.0;0.3400614175914936;0.557792436961334;0.0;0.0;0.41067561293091426;0.0;0.0;0.3833890606340232;0.44954421705408015;0.19235234341934632;0.0;0.0;0.35520936349497445;0.6841694805533349;0.270065594892252;0.46992128796342303;0.0;0.6841694805533349;0.2864787271957445;0.3880143759414977;0.23923188436375753;0.4007039974694184;0.29513882130469515;0.0;0.29956560223438455;0.0;0.31196848628961205;0.0;0.3880468694763005;0.0;0.0;0.0;0.0;0.24339120699145883;0.32099007701484783;0.0;0.34101525008537675;0.34101525008537675;0.0;0.31655567254483385;0.544543618389884;0.0;0.2697407283673061;0.0;0.27098998840247623;0.42750527791583115;0.38414954590310596;0.49106667592743014;0.0;0.0;0.0;0.0;0.0;0.22374314557048924;0.0;0.44975288488693493;0.0;0.34648757854142564;0.3792048869821613;0.0;0.339418262634608;0.29513882130469515;0.4293399065086368;0.0;0.4216737059113315;0.0;0.3413221332077877;0.0;0.0;0.40173606165376924;0.5675025711026711;0.0;0.0;0.0;0.0;0.31794677560131007;0.17552267843442942;0.29510617584108845;0.29470989634291417;0.3009192394272429;0.0;0.0;0.3063477393804779;0.0;0.2659062722645507;0.43526121877348467;0.0;0.17427935401941208;0.40275450093729626;0.0;0.3510693827405901;0.49651209549179076;0.3981453605523698;0.0;0.0;0.5178692304890907;0.0;0.0;0.0;0.41067561293091426;0.0;0.3327275697452803;0.3088180003233268;0.30058166190108726;0.33618572891034626;0.42750527791583115;0.3701202722987845;0.5773472940185473
GO:0045766;0.0;0.3442351311470669;0.4862604461150987;0.0;0.0;0.40335608948691276;0.0;0.45792245576290125;1.0;0.5517970799831744;0.3638651875125793;0.0;0.0;0.0;0.0;0.0;0.3114314555184034;0.4088226628516202;0.0;0.3905395754133725;0.45792245576290125;0.4292521304659853;0.4320525218465808;0.3476601930532108;0.0;0.52619931509159;0.0;0.29668592624798173;0.3308305280682939;0.0;0.39752451748241313;0.0;0.41112920518945795;0.3638651875125793;0.0;0.0;0.3269201943116717;0.0;0.0;0.21100267878542828;0.45792245576290125;0.3442351311470669;0.3442351311470669;0.25452279955392026;0.240511531005056;0.0;0.30695653154809616;0.30278869175825096;0.240511531005056;0.3209858051524176;0.3968504787677657;0.0;0.49683795898960176;0.0;0.567160837561744;0.4021078022572096;0.36345650744153873;0.5153280389509884;0.5153280389509884;0.4403768251996804;0.30787157535550663;0.35140298299948763;0.3638651875125793;0.0;0.28732647518258375;0.0;0.0;0.0;0.34509078548823724;0.0;0.382310684079542;0.3209858051524176;0.27286205847575457;0.36478023131998977;0.3442351311470669;0.3610647961319838;0.2782092399470103;0.3754894517941553;0.37499983008066684;0.3437498592965886;0.0;0.37090951904786007;0.35865978680923843;0.0;0.0;0.49849837396607155;0.0;0.0;0.42838345607165146;0.35359458221246487;0.25239047226412975;0.0;0.0;0.42208626269247385;0.45792245576290125;0.3148565174245473;0.49760074656565606;0.0;0.45792245576290125;0.33457331801457074;0.4490345824149944;0.28732647518258375;0.42838345607165146;0.3432334121235214;0.0;0.3476601930532108;0.0;0.36006307710843827;0.0;0.41572632807853355;0.0;0.0;0.0;0.0;0.27417086097488985;0.36908466783367405;0.0;0.29668592624798173;0.29668592624798173;0.0;0.3638651875125793;0.48459684366369443;0.0;0.29742018696953915;0.0;0.31725838117917554;0.5153280389509884;0.5007759728610587;0.43526121877348467;0.0;0.0;0.0;0.0;0.0;0.25452279955392026;0.0;0.5375756459220922;0.0;0.3741670371436587;0.48634369621384854;0.0;0.4021538442598633;0.3432334121235214;0.4962168057061362;0.0;0.5321577039359053;0.0;0.3894167240266139;0.0;0.0;0.37384930910352565;0.5015546753094787;0.0;0.0;0.0;0.0;0.42178191654646635;0.23556080727921286;0.3386771158373159;0.3559680077237654;0.3654810190946251;0.0;0.0;0.37090951904786007;0.0;0.5517970799831744;0.5051692985948882;0.0;0.21595340251127143;0.3610647961319838;0.0;0.429404526049482;0.668967179186763;0.42892501453580084;0.0;0.0;0.45792245576290125;0.0;0.0;0.0;0.48472501032456183;0.0;0.3635072237287113;0.3505087274744241;0.3437498592965886;0.3638651875125793;0.5015546753094787;0.4400283521201881;0.5113993982253551
GO:0002634;0.0;0.32644628745013027;0.4784967226627415;0.0;0.0;0.3032137416018193;0.0;0.24943908341599474;0.5517970799831744;1.0;0.26675402025138994;0.0;0.0;0.0;0.0;0.0;0.2199390760738622;0.4078802642859388;0.0;0.37043561218631865;0.24943908341599474;0.41431590881747987;0.44865699380429025;0.3467177944875294;0.0;0.5030641712406319;0.0;0.37043561218631865;0.3298881295026124;0.0;0.3004133502212238;0.0;0.4132179872476807;0.23395034462272646;0.0;0.0;0.3468876369199046;0.0;0.0;0.2021970663352226;0.24943908341599474;0.24943908341599474;0.32644628745013027;0.32644628745013027;0.23395034462272646;0.0;0.3090453136063189;0.2962275053759214;0.23395034462272646;0.3200434065867362;0.3959080802020843;0.0;0.39669561110450824;0.0;0.46627687408910284;0.4011654036915282;0.36251410887585733;0.4103027579061033;0.4103027579061033;0.3474069755107352;0.3027878592175811;0.3504605844338063;0.3796913125485681;0.0;0.28638407661690235;0.0;0.0;0.0;0.3665356983408742;0.0;0.3813682855138606;0.3200434065867362;0.19538094758007762;0.2732878518754486;0.4303008383528057;0.44713050333772264;0.27042807102861294;0.2662687484009117;0.37405743151498544;0.37920604069808983;0.0;0.31305846451769553;0.24943908341599474;0.0;0.0;0.5243581066031275;0.0;0.0;0.41059461237471484;0.29342840815218313;0.24582928588180025;0.0;0.0;0.5111831505221168;0.24943908341599474;0.4227100935837999;0.3974583986805625;0.0;0.24943908341599474;0.33363091944888934;0.3511817995662574;0.28638407661690235;0.3335874083405793;0.3422910135578399;0.0;0.3467177944875294;0.0;0.35912067854275687;0.0;0.3209302803474614;0.0;0.0;0.0;0.0;0.2676096745925603;0.36814226926799265;0.0;0.37043561218631865;0.37043561218631865;0.0;0.26675402025138994;0.27611347131678793;0.0;0.2199390760738622;0.0;0.31400086308337694;0.4103027579061033;0.4662096948470409;0.5243581066031275;0.0;0.0;0.0;0.0;0.0;0.24943908341599474;0.0;0.40988912788779047;0.0;0.28119718745471345;0.4999169875476539;0.0;0.39889632616406473;0.3422910135578399;0.3991056384449468;0.0;0.4271324228910202;0.0;0.465481529495068;0.0;0.0;0.37059179100772704;0.2835836852363069;0.0;0.0;0.0;0.0;0.43304008835015445;0.2289996208968833;0.3321159294549863;0.3508842915858399;0.5311166192542636;0.0;0.0;0.27611347131678793;0.0;0.5735159184069096;0.29668592624798173;0.0;0.20714779006106576;0.2662687484009117;0.0;0.4303008383528057;0.5579407770748748;0.4279826159701195;0.0;0.0;0.24943908341599474;0.0;0.0;0.0;0.3633912806510379;0.0;0.3584235075907858;0.35003482061288266;0.32778721364177893;0.26675402025138994;0.3605908892704424;0.325461348572923;0.29342840815218313
