id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0032879	regulation of localization	322	0.27	0.33	4.05	7.96
GO:0048518	positive regulation of biological process	607	0.21	0.30	3.05	7.96
GO:0006139	nucleobase-containing compound metabolic process	258	0.29	0.40	5.40	96.28
GO:0071310	cellular response to organic substance	195	0.44	0.47	5.95	41.66
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	164	0.44	0.55	6.91	183.64
GO:0006996	organelle organization	157	0.39	0.39	5.17	14.95
GO:0065003	protein-containing complex assembly	155	0.45	0.48	6.06	36.47
GO:0043312	neutrophil degranulation	135	1.00	0.90	9.63	132.80
GO:0018193	peptidyl-amino acid modification	82	0.39	0.54	6.24	151.15
GO:1903507	negative regulation of nucleic acid-templated transcription	77	0.55	0.67	8.38	898.55
GO:0001666	response to hypoxia	30	0.81	0.70	9.12	21.16
GO:0046651	lymphocyte proliferation	24	0.69	0.63	8.73	28.26
GO:0006164	purine nucleotide biosynthetic process	20	0.60	0.70	8.85	1403.13
GO:1901605	alpha-amino acid metabolic process	18	0.44	0.57	6.86	80.64
GO:0009060	aerobic respiration	13	0.77	0.71	8.87	31.55
GO:0031100	animal organ regeneration	11	0.89	0.70	9.29	28.09
GO:0034644	cellular response to UV	10	0.80	0.75	9.22	66.19
GO:0090090	negative regulation of canonical Wnt signaling pathway	9	0.79	0.77	9.28	236.99
GO:0001780	neutrophil homeostasis	4	1.00	0.82	9.63	41.67
GO:0035066	positive regulation of histone acetylation	3	0.81	0.84	9.50	1302.92
GO:0006760	folic acid-containing compound metabolic process	3	0.73	0.69	9.33	232.08
GO:0071169	establishment of protein localization to chromatin	1	0.93	0.84	9.56	126.96
GO:0071899	negative regulation of estrogen receptor binding	1	1.00	0.85	9.63	72.96
