id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048522	positive regulation of cellular process	892	0.24	0.37	3.90	23.85
GO:0007165	signal transduction	845	0.36	0.43	5.06	19.43
GO:0009966	regulation of signal transduction	577	0.33	0.45	5.35	37.59
GO:0009893	positive regulation of metabolic process	564	0.32	0.41	4.71	22.55
GO:0051716	cellular response to stimulus	497	0.35	0.30	4.36	13.53
GO:0051252	regulation of RNA metabolic process	473	0.37	0.51	6.06	70.58
GO:0048869	cellular developmental process	451	0.32	0.29	4.16	13.85
GO:2000026	regulation of multicellular organismal development	394	0.29	0.39	4.73	23.09
GO:0006464	cellular protein modification process	363	0.34	0.49	5.84	147.03
GO:0070887	cellular response to chemical stimulus	353	0.40	0.40	5.31	25.21
GO:0050776	regulation of immune response	344	0.38	0.44	5.64	22.45
GO:0022607	cellular component assembly	335	0.39	0.39	5.06	14.95
GO:0031328	positive regulation of cellular biosynthetic process	332	0.41	0.53	6.32	170.14
GO:0042592	homeostatic process	242	0.45	0.42	5.70	8.64
GO:0002366	leukocyte activation involved in immune response	237	0.61	0.55	7.89	38.36
GO:1902533	positive regulation of intracellular signal transduction	232	0.55	0.63	7.95	189.48
GO:0001934	positive regulation of protein phosphorylation	213	0.58	0.69	8.60	663.11
GO:0031398	positive regulation of protein ubiquitination	19	0.75	0.79	9.37	528.45
GO:0010629	negative regulation of gene expression	220	0.47	0.56	6.74	59.05
GO:0009968	negative regulation of signal transduction	220	0.44	0.54	6.68	140.65
GO:0006955	immune response	215	0.54	0.40	6.57	12.45
GO:0016477	cell migration	210	0.47	0.48	6.31	17.13
GO:0043066	negative regulation of apoptotic process	210	0.56	0.63	7.79	81.07
GO:0045944	positive regulation of transcription by RNA polymerase II	198	0.55	0.71	8.36	1463.86
GO:0051707	response to other organism	178	0.42	0.46	6.41	24.63
GO:0032269	negative regulation of cellular protein metabolic process	177	0.47	0.59	7.45	289.39
GO:0010243	response to organonitrogen compound	175	0.45	0.48	6.23	25.43
GO:0001819	positive regulation of cytokine production	147	0.51	0.54	6.97	44.26
GO:0030335	positive regulation of cell migration	145	0.58	0.64	8.22	157.26
GO:0015031	protein transport	144	0.48	0.59	6.99	54.46
GO:0044255	cellular lipid metabolic process	138	0.38	0.44	5.89	38.02
GO:0002768	immune response-regulating cell surface receptor signaling pathway	128	0.68	0.66	8.81	76.40
GO:0032496	response to lipopolysaccharide	117	0.89	0.74	9.45	64.41
GO:0071417	cellular response to organonitrogen compound	99	0.53	0.56	7.37	128.53
GO:0006366	transcription by RNA polymerase II	88	0.60	0.72	8.61	583.88
GO:0001818	negative regulation of cytokine production	81	0.51	0.55	7.03	44.36
GO:0002758	innate immune response-activating signal transduction	66	0.63	0.71	8.79	406.89
GO:0006898	receptor-mediated endocytosis	60	0.68	0.66	8.48	28.44
GO:0042102	positive regulation of T cell proliferation	47	0.78	0.78	9.42	564.85
GO:0030593	neutrophil chemotaxis	45	1.00	0.90	9.63	130.30
GO:0045807	positive regulation of endocytosis	45	0.69	0.69	8.90	124.49
GO:0042035	regulation of cytokine biosynthetic process	43	0.53	0.59	7.80	134.50
GO:0002478	antigen processing and presentation of exogenous peptide antigen	41	0.80	0.65	8.94	20.20
GO:0043523	regulation of neuron apoptotic process	39	0.70	0.70	8.76	34.54
GO:0051384	response to glucocorticoid	38	0.77	0.73	9.22	62.74
GO:0042542	response to hydrogen peroxide	37	0.93	0.76	9.54	79.29
GO:0000187	activation of MAPK activity	35	0.81	0.87	9.53	3706.25
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	33	0.76	0.78	9.31	348.36
GO:0051928	positive regulation of calcium ion transport	31	0.70	0.73	8.85	69.31
GO:0042108	positive regulation of cytokine biosynthetic process	29	0.63	0.67	8.76	609.34
GO:0016525	negative regulation of angiogenesis	28	0.81	0.78	9.32	151.11
GO:0072659	protein localization to plasma membrane	22	0.79	0.72	9.26	65.43
GO:0061136	regulation of proteasomal protein catabolic process	21	0.68	0.73	9.06	224.63
GO:0043330	response to exogenous dsRNA	18	0.93	0.79	9.49	30.96
GO:0048662	negative regulation of smooth muscle cell proliferation	17	0.93	0.79	9.52	63.59
GO:0010543	regulation of platelet activation	16	0.79	0.77	9.51	81.88
GO:0001774	microglial cell activation	14	0.93	0.79	9.51	31.20
GO:1904037	positive regulation of epithelial cell apoptotic process	13	0.79	0.77	9.15	105.43
GO:0090630	activation of GTPase activity	12	1.00	0.85	9.63	49.34
GO:0043032	positive regulation of macrophage activation	11	0.93	0.82	9.55	126.60
GO:0050718	positive regulation of interleukin-1 beta secretion	10	1.00	0.93	9.63	998.82
GO:0034260	negative regulation of GTPase activity	9	1.00	0.82	9.63	61.14
GO:0033194	response to hydroperoxide	8	0.80	0.65	9.34	25.34
GO:0045671	negative regulation of osteoclast differentiation	8	0.93	0.86	9.59	842.53
GO:0031338	regulation of vesicle fusion	8	0.72	0.69	8.94	48.20
GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	7	0.87	0.83	9.53	431.66
GO:0006195	purine nucleotide catabolic process	6	0.68	0.74	9.23	1844.49
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	6	0.93	0.86	9.58	354.41
GO:2000727	positive regulation of cardiac muscle cell differentiation	6	0.84	0.82	9.49	667.95
GO:0042311	vasodilation	6	0.79	0.77	9.15	40.37
GO:1900017	positive regulation of cytokine production involved in inflammatory response	6	1.00	0.88	9.63	226.66
GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	5	0.87	0.85	9.60	999.36
GO:2001204	regulation of osteoclast development	5	0.89	0.84	9.51	200.39
GO:0006749	glutathione metabolic process	4	0.84	0.74	9.36	147.29
GO:0048298	positive regulation of isotype switching to IgA isotypes	4	1.00	0.93	9.63	1407.90
GO:0042744	hydrogen peroxide catabolic process	4	0.93	0.79	9.56	235.80
GO:0043306	positive regulation of mast cell degranulation	4	0.89	0.88	9.58	1034.30
GO:0002862	negative regulation of inflammatory response to antigenic stimulus	4	0.77	0.76	9.34	271.23
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	4	1.00	0.82	9.63	60.18
GO:0002885	positive regulation of hypersensitivity	4	0.80	0.81	9.44	636.62
GO:2000010	positive regulation of protein localization to cell surface	4	1.00	0.85	9.63	73.71
GO:1900227	positive regulation of NLRP3 inflammasome complex assembly	3	1.00	0.85	9.63	140.38
GO:0002554	serotonin secretion by platelet	3	1.00	0.92	9.63	131.65
GO:0007628	adult walking behavior	3	1.00	0.75	9.63	34.94
GO:0032226	positive regulation of synaptic transmission, dopaminergic	2	0.93	0.84	9.56	135.83
GO:1903223	positive regulation of oxidative stress-induced neuron death	2	0.93	0.86	9.58	363.38
