ID;Term;Depth;IC Nuno;IC zhou;IC sanchez;IC resnik;IC RZ;IC Rnormalized;IC Nuno org;Annotated Genes Set number
GO:2000480;negative regulation of cAMP-dependent protein kinase activity;12.0;1.0;0.9481203125901445;9.628524252492122;1429.0529900327056;7.697632086000634;0.04782911751220199;0.8417775754447168;[PKIG]
GO:0090179;planar cell polarity pathway involved in neural tube closure;10.0;1.0;0.9152410118609203;9.628524252492122;275.5135961891709;7.212124270218933;0.009221192118313007;0.7840693824379941;[CELSR1]
GO:0016925;protein sumoylation;9.0;0.9326813400603323;0.8625812952104552;9.577230958104572;311.84626772129184;6.250713103064308;0.010437213937211602;0.7159023839588838;[CBX4, BCL11A]
GO:0032693;negative regulation of interleukin-10 production;6.0;0.8933024483968273;0.7697715367885581;9.427853557029971;65.25422870398782;6.943860283624253;0.002184000309729388;0.6782296504172152;[FCGR2B]
GO:0046854;phosphatidylinositol phosphorylation;8.0;1.0;0.875;9.628524252492122;218.7418113453505;5.049685808968129;0.007321091570879569;0.6332411671050352;[FGF5, CD19]
GO:0022008;neurogenesis;4.0;0.8653626801206646;0.6826813400603323;9.292052015870908;21.066225782797595;5.572381008289503;7.050676185779127E-4;0.5349718239061428;[CDH1, NUP133, BCL11A, CIT]
GO:1902950;regulation of dendritic spine maintenance;7.0;0.8933024483968273;0.7975705894556142;9.427853557029971;39.538107659814585;7.474488534686424;0.0013233048813872785;0.7331650565203278;[FCGR2B]
GO:0002237;response to molecule of bacterial origin;4.0;0.6873818243518346;0.5936909121759173;8.741221057491218;31.746667436368902;4.018171853803189;0.0010625323889495053;0.45548949546759565;[MEF2C, CD24, NR1H2, CD180, FCGR2B]
GO:0001666;response to hypoxia;5.0;0.811012628672052;0.6957473261969462;9.117698628726131;21.16160540946;4.1860866471696125;7.082598888462125E-4;0.5043176776701113;[AKT1, ACTN4, CLDN3, TGFB1, CD24]
GO:0045892;negative regulation of transcription, DNA-templated;10.0;0.556709148698489;0.6935955862101648;8.520155788878647;1581.2569993850602;2.683669001811703;0.05292324873051003;0.5524839694169422;[EHMT2, MEF2C, PKIG, EZH2, PAWR, PAX5, AES, MMP12, FLNA, NR1H2, GMNN, TLE4, CIITA, HHEX, RFC1, E2F7, KLF8, BCL11A, IFNA2, PTPRK, XPO1, ARID4A, TGFB1, CBX4, HMGA1, MEIS2]
GO:0001942;hair follicle development;4.0;1.0;0.75;9.628524252492122;22.36266381479647;6.166155715036245;7.48458232790436E-4;0.5653374900225189;[CELSR1]
GO:0006958;complement activation, classical pathway;8.0;1.0;0.875;9.628524252492122;171.02669507306572;4.7081694254602375;0.005724109570062889;0.6157760033703056;[, IGHM, CR2, IGHG1, IGKC, IGLV1-44, IGHD, IGHA1]
GO:0002638;negative regulation of immunoglobulin production;7.0;0.7980440201809971;0.7499413753476991;9.193206181234276;77.13462423321295;7.474488534686424;0.0025816264564307383;0.7331650565203278;[FCRL3, FCGR2B]
GO:0070207;protein homotrimerization;7.0;1.0;0.8509193652572005;9.628524252492122;85.45061507946225;6.444869117505266;0.002859955186148837;0.6805102716434839;[TCL1A]
GO:0019886;antigen processing and presentation of exogenous peptide antigen via MHC class II;5.0;1.0;0.7902410118609202;9.628524252492122;42.20009821028515;5.192106149009898;0.0014123993094755708;0.5557655617789146;[HLA-DOA, HLA-DOB, AP2M1, DNM2, HLA-DQA1, FCGR2B]
GO:0035556;intracellular signal transduction;5.0;0.5140152493238541;0.5472486365228473;6.9204740513899115;23.17027026302992;2.4005655013542495;7.75488093814194E-4;0.41300604323788886;[AKT1, MEF2C, SFN, ARHGAP6, PKN1, E2F7, SH2B1, BTK, CD24, SPTAN1, PCNA, GNAI2, CELSR1, EPS8L1, STMN1, CIT, FGF5, LHCGR, MAP2K2, DGKZ, NRBP1, MELK, CNOT3, PPP2R1A, PRL, RALGPS2, MAP4K1, RHOG, CXCR5, SIPA1, TSC2, TGFB1, BLNK]
