id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	2155	0.00	0.00	0.00	0.00
GO:0060045	positive regulation of cardiac muscle cell proliferation	5	1.00	0.92	9.63	720.41
GO:0042592	homeostatic process	249	0.45	0.42	5.70	8.64
GO:0050789	regulation of biological process	1606	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	599	0.33	0.29	4.10	4.47
GO:0051090	regulation of DNA binding transcription factor activity	99	0.72	0.77	9.22	255.34
GO:2001224	positive regulation of neuron migration	3	0.89	0.82	9.59	536.25
GO:0060045	positive regulation of cardiac muscle cell proliferation	5	1.00	0.92	9.63	720.41
GO:0042592	homeostatic process	249	0.45	0.42	5.70	8.64
GO:0050789	regulation of biological process	1606	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	599	0.33	0.29	4.10	4.47
GO:0051090	regulation of DNA binding transcription factor activity	99	0.72	0.77	9.22	255.34
GO:2001224	positive regulation of neuron migration	3	0.89	0.82	9.59	536.25
GO:0060045	positive regulation of cardiac muscle cell proliferation	5	1.00	0.92	9.63	720.41
GO:0042592	homeostatic process	249	0.45	0.42	5.70	8.64
GO:0050789	regulation of biological process	1606	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	599	0.33	0.29	4.10	4.47
GO:0051090	regulation of DNA binding transcription factor activity	99	0.72	0.77	9.22	255.34
GO:2001224	positive regulation of neuron migration	3	0.89	0.82	9.59	536.25
GO:0060045	positive regulation of cardiac muscle cell proliferation	5	1.00	0.92	9.63	720.41
GO:0042592	homeostatic process	249	0.45	0.42	5.70	8.64
GO:0050789	regulation of biological process	1606	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	599	0.33	0.29	4.10	4.47
GO:0051090	regulation of DNA binding transcription factor activity	99	0.72	0.77	9.22	255.34
GO:2001224	positive regulation of neuron migration	3	0.89	0.82	9.59	536.25
GO:0051234	establishment of localization	693	0.28	0.26	3.49	5.67
GO:0008104	protein localization	214	0.40	0.40	5.07	7.46
GO:0002376	immune system process	616	0.38	0.19	3.93	3.37
GO:0051704	multi-organism process	245	0.29	0.15	3.12	3.37
