id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0065007	biological regulation	1326	0.08	0.04	0.98	3.37
GO:0002682	regulation of immune system process	379	0.32	0.36	4.60	7.96
GO:0048518	positive regulation of biological process	838	0.21	0.30	3.05	7.96
GO:0009605	response to external stimulus	261	0.37	0.31	4.62	6.14
GO:0042221	response to chemical	417	0.32	0.29	4.12	6.14
GO:0006950	response to stress	381	0.39	0.32	4.70	6.14
GO:0009628	response to abiotic stimulus	121	0.46	0.35	5.43	6.14
GO:0042221	response to chemical	417	0.32	0.29	4.12	6.14
GO:0006950	response to stress	381	0.39	0.32	4.70	6.14
GO:0009966	regulation of signal transduction	484	0.33	0.45	5.35	37.59
GO:0007166	cell surface receptor signaling pathway	477	0.43	0.51	5.91	23.17
GO:0051239	regulation of multicellular organismal process	470	0.23	0.32	3.68	7.96
GO:0032967	positive regulation of collagen biosynthetic process	7	1.00	0.82	9.63	105.22
GO:0031325	positive regulation of cellular metabolic process	448	0.33	0.46	5.39	79.98
GO:0032879	regulation of localization	437	0.27	0.33	4.05	7.96
GO:0050920	regulation of chemotaxis	68	0.54	0.56	7.31	25.01
GO:0065008	regulation of biological quality	423	0.28	0.26	3.48	4.47
GO:0048869	cellular developmental process	381	0.32	0.29	4.16	13.85
GO:0051128	regulation of cellular component organization	343	0.30	0.40	4.57	12.04
GO:0022607	cellular component assembly	290	0.39	0.39	5.06	14.95
GO:0030198	extracellular matrix organization	40	0.68	0.59	8.24	16.90
GO:0044267	cellular protein metabolic process	309	0.34	0.46	5.57	80.87
GO:0009059	macromolecule biosynthetic process	264	0.43	0.46	5.85	36.03
GO:0035556	intracellular signal transduction	260	0.51	0.55	6.92	23.17
GO:0042981	regulation of apoptotic process	252	0.45	0.55	6.60	16.23
GO:0008284	positive regulation of cell proliferation	217	0.56	0.57	7.27	43.45
GO:0048856	anatomical structure development	203	0.33	0.29	3.70	6.46
GO:0033327	Leydig cell differentiation	2	1.00	0.75	9.63	40.69
GO:0016477	cell migration	187	0.47	0.48	6.31	17.13
GO:0032502	developmental process	468	0.22	0.11	1.89	3.37
GO:0032501	multicellular organismal process	177	0.33	0.16	3.12	3.37
GO:0007186	G-protein coupled receptor signaling pathway	175	0.55	0.57	7.20	23.17
GO:0016310	phosphorylation	170	0.53	0.56	6.88	24.41
GO:0008104	protein localization	168	0.40	0.40	5.07	7.46
GO:0009653	anatomical structure morphogenesis	145	0.36	0.31	4.09	6.46
GO:0006508	proteolysis	111	0.55	0.57	7.34	47.86
GO:0000122	negative regulation of transcription by RNA polymerase II	95	0.61	0.74	8.79	1836.95
GO:0002576	platelet degranulation	42	1.00	0.88	9.63	39.86
GO:0010810	regulation of cell-substrate adhesion	41	0.69	0.60	8.24	10.16
GO:0018149	peptide cross-linking	10	0.60	0.65	8.12	151.15
GO:0030203	glycosaminoglycan metabolic process	22	0.66	0.62	8.41	52.03
GO:0006518	peptide metabolic process	22	0.56	0.57	7.65	56.97
GO:0051781	positive regulation of cell division	22	0.68	0.63	8.44	42.29
GO:0007050	cell cycle arrest	19	0.81	0.73	9.29	55.62
GO:0023019	signal transduction involved in regulation of gene expression	4	1.00	0.79	9.63	23.17
GO:2000739	regulation of mesenchymal stem cell differentiation	2	0.83	0.74	9.38	28.84
