id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	2682	0.00	0.00	0.00	0.00
GO:0035264	multicellular organism growth	12	1.00	0.70	9.63	22.58
GO:0065007	biological regulation	1938	0.08	0.04	0.98	3.37
GO:0007628	adult walking behavior	3	1.00	0.75	9.63	34.94
GO:0097167	circadian regulation of translation	2	1.00	0.88	9.63	230.33
GO:0086091	regulation of heart rate by cardiac conduction	6	1.00	0.88	9.63	61.17
GO:0035264	multicellular organism growth	12	1.00	0.70	9.63	22.58
GO:0065007	biological regulation	1938	0.08	0.04	0.98	3.37
GO:0007628	adult walking behavior	3	1.00	0.75	9.63	34.94
GO:0097167	circadian regulation of translation	2	1.00	0.88	9.63	230.33
GO:0086091	regulation of heart rate by cardiac conduction	6	1.00	0.88	9.63	61.17
GO:0051641	cellular localization	464	0.37	0.31	4.44	5.67
GO:0015746	citrate transport	2	0.89	0.84	9.49	69.27
GO:0006810	transport	750	0.28	0.34	3.95	7.46
GO:0050896	response to stimulus	766	0.25	0.12	2.65	3.37
GO:0086073	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	2	1.00	0.82	9.63	24.26
