id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	2226	0.00	0.00	0.00	0.00
GO:1901165	positive regulation of trophoblast cell migration	2	1.00	0.88	9.63	361.59
GO:0030308	negative regulation of cell growth	27	0.69	0.67	8.67	80.89
GO:0050789	regulation of biological process	1543	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	444	0.33	0.29	4.10	4.47
GO:0043029	T cell homeostasis	8	1.00	0.85	9.63	22.00
GO:1901165	positive regulation of trophoblast cell migration	2	1.00	0.88	9.63	361.59
GO:0030308	negative regulation of cell growth	27	0.69	0.67	8.67	80.89
GO:0050789	regulation of biological process	1543	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	444	0.33	0.29	4.10	4.47
GO:0043029	T cell homeostasis	8	1.00	0.85	9.63	22.00
GO:1901165	positive regulation of trophoblast cell migration	2	1.00	0.88	9.63	361.59
GO:0030308	negative regulation of cell growth	27	0.69	0.67	8.67	80.89
GO:0050789	regulation of biological process	1543	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	444	0.33	0.29	4.10	4.47
GO:0043029	T cell homeostasis	8	1.00	0.85	9.63	22.00
GO:0006810	transport	648	0.28	0.34	3.95	7.46
