id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0022414	reproductive process	74	0.35	0.17	3.17	3.37
GO:0006810	transport	372	0.28	0.34	3.95	7.46
GO:0009987	cellular process	958	0.09	0.05	0.84	3.37
GO:0050896	response to stimulus	411	0.25	0.12	2.65	3.37
GO:0032502	developmental process	272	0.22	0.11	1.89	3.37
GO:0006810	transport	372	0.28	0.34	3.95	7.46
GO:0009987	cellular process	958	0.09	0.05	0.84	3.37
GO:0050896	response to stimulus	411	0.25	0.12	2.65	3.37
GO:0050794	regulation of cellular process	746	0.12	0.26	2.47	7.96
GO:0043433	negative regulation of DNA binding transcription factor activity	12	0.81	0.84	9.47	278.01
GO:0065009	regulation of molecular function	267	0.33	0.29	4.10	4.47
