id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	6449	0.00	0.00	0.00	0.00
GO:0045429	positive regulation of nitric oxide biosynthetic process	25	1.00	0.88	9.63	658.64
GO:0030194	positive regulation of blood coagulation	9	0.77	0.76	9.34	205.45
GO:0044130	negative regulation of growth of symbiont in host	8	1.00	0.85	9.63	102.69
GO:0048873	homeostasis of number of cells within a tissue	14	0.89	0.77	9.38	26.75
GO:0050789	regulation of biological process	4441	0.09	0.17	1.80	4.47
GO:0045429	positive regulation of nitric oxide biosynthetic process	25	1.00	0.88	9.63	658.64
GO:0030194	positive regulation of blood coagulation	9	0.77	0.76	9.34	205.45
GO:0044130	negative regulation of growth of symbiont in host	8	1.00	0.85	9.63	102.69
GO:0048873	homeostasis of number of cells within a tissue	14	0.89	0.77	9.38	26.75
GO:0050789	regulation of biological process	4441	0.09	0.17	1.80	4.47
GO:0030299	intestinal cholesterol absorption	2	1.00	0.88	9.63	82.41
GO:0071169	establishment of protein localization to chromatin	5	0.93	0.84	9.56	126.96
GO:0006810	transport	1758	0.28	0.34	3.95	7.46
GO:0032501	multicellular organismal process	459	0.33	0.16	3.12	3.37
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	16	1.00	0.82	9.63	33.25
