id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0044237	cellular metabolic process	987	0.16	0.21	2.71	13.80
GO:0048522	positive regulation of cellular process	884	0.24	0.37	3.90	23.85
GO:0006810	transport	653	0.28	0.34	3.95	7.46
GO:0009966	regulation of signal transduction	570	0.33	0.45	5.35	37.59
GO:0006417	regulation of translation	39	0.52	0.61	8.02	212.82
GO:0019219	regulation of nucleobase-containing compound metabolic process	529	0.33	0.45	5.50	54.14
GO:0006417	regulation of translation	39	0.52	0.61	8.02	212.82
GO:0019219	regulation of nucleobase-containing compound metabolic process	529	0.33	0.45	5.50	54.14
GO:0010033	response to organic substance	438	0.35	0.37	4.75	9.28
GO:2000026	regulation of multicellular organismal development	389	0.29	0.39	4.73	23.09
GO:0006468	protein phosphorylation	159	0.57	0.64	8.18	177.76
GO:0070647	protein modification by small protein conjugation or removal	82	0.61	0.66	8.44	151.15
GO:0006974	cellular response to DNA damage stimulus	117	0.57	0.53	7.47	29.00
GO:0007265	Ras protein signal transduction	39	0.76	0.73	8.94	27.53
GO:0046488	phosphatidylinositol metabolic process	39	0.68	0.69	8.80	147.20
GO:0000082	G1/S transition of mitotic cell cycle	37	1.00	0.79	9.63	42.75
GO:0008380	RNA splicing	25	0.72	0.74	9.18	117.48
GO:0002223	stimulatory C-type lectin receptor signaling pathway	24	1.00	0.93	9.63	628.11
GO:0007173	epidermal growth factor receptor signaling pathway	18	0.78	0.78	9.04	32.39
GO:0048015	phosphatidylinositol-mediated signaling	15	0.93	0.82	9.51	26.43
GO:0007281	germ cell development	13	0.87	0.68	9.34	71.68
GO:0043491	protein kinase B signaling	12	1.00	0.82	9.63	26.43
GO:0048008	platelet-derived growth factor receptor signaling pathway	9	0.78	0.76	9.19	31.00
GO:0008286	insulin receptor signaling pathway	8	0.87	0.81	9.34	31.00
GO:0014829	vascular smooth muscle contraction	7	0.87	0.83	9.52	55.69
GO:0001662	behavioral fear response	6	1.00	0.79	9.63	37.89
GO:0031929	TOR signaling	5	0.87	0.76	9.38	26.43
GO:0044539	long-chain fatty acid import	4	1.00	0.93	9.63	75.03
GO:0007616	long-term memory	4	1.00	0.85	9.63	22.23
GO:0048268	clathrin coat assembly	2	0.84	0.74	9.31	44.52
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	2	1.00	0.95	9.63	336.65
GO:0014732	skeletal muscle atrophy	1	1.00	0.85	9.63	61.04
