id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048522	positive regulation of cellular process	679	0.24	0.37	3.90	23.85
GO:0007165	signal transduction	649	0.36	0.43	5.06	19.43
GO:0016043	cellular component organization	523	0.28	0.26	3.74	11.45
GO:0009966	regulation of signal transduction	444	0.33	0.45	5.35	37.59
GO:0006464	cellular protein modification process	260	0.34	0.49	5.84	147.03
GO:0071310	cellular response to organic substance	249	0.44	0.47	5.95	41.66
GO:0034654	nucleobase-containing compound biosynthetic process	219	0.40	0.49	6.85	317.02
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	213	0.44	0.55	6.91	183.64
GO:0033554	cellular response to stress	160	0.44	0.42	6.05	25.47
GO:0016310	phosphorylation	156	0.53	0.56	6.88	24.41
GO:0045892	negative regulation of transcription, DNA-templated	111	0.56	0.69	8.52	1581.26
GO:1903047	mitotic cell cycle process	104	0.50	0.45	5.87	11.32
GO:0006364	rRNA processing	4	0.63	0.71	8.68	356.39
GO:0006259	DNA metabolic process	87	0.45	0.55	7.12	145.26
GO:0045786	negative regulation of cell cycle	84	0.51	0.54	7.10	42.35
GO:0043434	response to peptide hormone	56	0.67	0.66	8.71	71.33
GO:0009615	response to virus	53	0.74	0.66	8.80	27.27
GO:0090068	positive regulation of cell cycle process	44	0.54	0.59	7.58	61.43
GO:0007088	regulation of mitotic nuclear division	37	0.59	0.64	8.17	54.97
GO:1903046	meiotic cell cycle process	27	0.49	0.44	6.09	19.36
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	22	0.79	0.83	9.47	340.69
GO:0051494	negative regulation of cytoskeleton organization	18	0.63	0.67	8.36	90.97
GO:0032091	negative regulation of protein binding	17	0.70	0.64	8.48	32.72
GO:0031100	animal organ regeneration	16	0.89	0.70	9.29	28.09
GO:0034644	cellular response to UV	15	0.80	0.75	9.22	66.19
GO:0007409	axonogenesis	14	0.69	0.72	8.67	64.61
GO:0051289	protein homotetramerization	10	1.00	0.85	9.63	85.45
GO:0006213	pyrimidine nucleoside metabolic process	8	0.61	0.65	8.74	243.37
GO:0031145	anaphase-promoting complex-dependent catabolic process	7	1.00	0.92	9.63	350.56
GO:0071732	cellular response to nitric oxide	4	1.00	0.82	9.63	346.50
GO:0002903	negative regulation of B cell apoptotic process	3	0.84	0.84	9.47	155.02
GO:0061436	establishment of skin barrier	3	1.00	0.88	9.63	44.87
GO:0034501	protein localization to kinetochore	3	0.84	0.80	9.29	35.82
GO:0007019	microtubule depolymerization	3	0.81	0.76	9.34	92.93
GO:0000707	meiotic DNA recombinase assembly	2	0.83	0.79	9.41	133.96
GO:0071314	cellular response to cocaine	1	1.00	0.85	9.63	537.10
GO:0042754	negative regulation of circadian rhythm	1	0.83	0.66	9.04	21.65
GO:0036089	cleavage furrow formation	1	0.93	0.79	9.52	34.65
GO:0044878	mitotic cytokinesis checkpoint	1	1.00	0.92	9.63	492.82
