id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048522	positive regulation of cellular process	679	0.24	0.37	3.90	23.85
GO:0044260	cellular macromolecule metabolic process	480	0.28	0.39	4.44	30.44
GO:0009966	regulation of signal transduction	444	0.33	0.45	5.35	37.59
GO:0010033	response to organic substance	350	0.35	0.37	4.75	9.28
GO:0071732	cellular response to nitric oxide	4	1.00	0.82	9.63	346.50
GO:0006355	regulation of transcription, DNA-templated	319	0.40	0.60	6.84	245.35
GO:0035556	intracellular signal transduction	236	0.51	0.55	6.92	23.17
GO:0042981	regulation of apoptotic process	225	0.45	0.55	6.60	16.23
GO:0033554	cellular response to stress	160	0.44	0.42	6.05	25.47
GO:0016310	phosphorylation	156	0.53	0.56	6.88	24.41
GO:0051726	regulation of cell cycle	140	0.41	0.45	5.89	12.04
GO:0010564	regulation of cell cycle process	99	0.42	0.50	6.22	14.24
GO:0006259	DNA metabolic process	87	0.45	0.55	7.12	145.26
GO:0009615	response to virus	53	0.74	0.66	8.80	27.27
GO:0070647	protein modification by small protein conjugation or removal	50	0.61	0.66	8.44	151.15
GO:0051054	positive regulation of DNA metabolic process	39	0.59	0.65	8.41	301.51
GO:0000226	microtubule cytoskeleton organization	36	0.58	0.58	7.66	30.31
GO:1901293	nucleoside phosphate biosynthetic process	34	0.51	0.60	8.21	550.34
GO:0007265	Ras protein signal transduction	31	0.76	0.73	8.94	27.53
GO:0051494	negative regulation of cytoskeleton organization	18	0.63	0.67	8.36	90.97
GO:0032091	negative regulation of protein binding	17	0.70	0.64	8.48	32.72
GO:0031100	animal organ regeneration	16	0.89	0.70	9.29	28.09
GO:0034644	cellular response to UV	15	0.80	0.75	9.22	66.19
GO:0000086	G2/M transition of mitotic cell cycle	15	1.00	0.79	9.63	43.45
GO:0007409	axonogenesis	14	0.69	0.72	8.67	64.61
GO:0000281	mitotic cytokinesis	10	0.93	0.76	9.47	28.62
GO:0051289	protein homotetramerization	10	1.00	0.85	9.63	85.45
GO:0006213	pyrimidine nucleoside metabolic process	8	0.61	0.65	8.74	243.37
GO:0006364	rRNA processing	4	0.63	0.71	8.68	356.39
GO:0061436	establishment of skin barrier	3	1.00	0.88	9.63	44.87
GO:0048012	hepatocyte growth factor receptor signaling pathway	3	1.00	0.88	9.63	31.00
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	3	0.87	0.78	9.52	52.93
GO:0036124	histone H3-K9 trimethylation	3	1.00	0.95	9.63	1326.08
GO:0034501	protein localization to kinetochore	3	0.84	0.80	9.29	35.82
GO:0051256	mitotic spindle midzone assembly	2	1.00	0.79	9.63	55.95
GO:0007141	male meiosis I	2	1.00	0.88	9.63	140.07
GO:0000707	meiotic DNA recombinase assembly	2	0.83	0.79	9.41	133.96
GO:0042754	negative regulation of circadian rhythm	1	0.83	0.66	9.04	21.65
GO:0007066	female meiosis sister chromatid cohesion	1	1.00	0.85	9.63	102.55
GO:0036123	histone H3-K9 dimethylation	1	1.00	0.95	9.63	1326.30
GO:0036089	cleavage furrow formation	1	0.93	0.79	9.52	34.65
