id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0000165	MAPK cascade	64	0.74	0.77	9.24	231.45
GO:0055003	cardiac myofibril assembly	4	0.89	0.82	9.51	125.46
GO:0032502	developmental process	576	0.22	0.11	1.89	3.37
GO:0009987	cellular process	1947	0.09	0.05	0.84	3.37
GO:0000165	MAPK cascade	64	0.74	0.77	9.24	231.45
GO:0055003	cardiac myofibril assembly	4	0.89	0.82	9.51	125.46
GO:0032502	developmental process	576	0.22	0.11	1.89	3.37
GO:0009987	cellular process	1947	0.09	0.05	0.84	3.37
GO:0051345	positive regulation of hydrolase activity	165	0.57	0.57	7.42	32.99
GO:0033674	positive regulation of kinase activity	139	0.61	0.70	8.62	265.90
GO:0060301	positive regulation of cytokine activity	1	1.00	0.88	9.63	129.15
GO:0050789	regulation of biological process	1624	0.09	0.17	1.80	4.47
GO:0043170	macromolecule metabolic process	880	0.25	0.32	3.46	10.22
GO:0050896	response to stimulus	854	0.25	0.12	2.65	3.37
GO:0051179	localization	756	0.26	0.13	2.57	3.37
