id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	683	0.00	0.00	0.00	0.00
GO:0051345	positive regulation of hydrolase activity	43	0.57	0.57	7.42	32.99
GO:0045860	positive regulation of protein kinase activity	41	0.63	0.73	9.00	1094.92
GO:0090331	negative regulation of platelet aggregation	2	0.93	0.88	9.60	548.67
GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	1	0.93	0.91	9.61	2972.11
GO:0050789	regulation of biological process	517	0.09	0.17	1.80	4.47
GO:0051345	positive regulation of hydrolase activity	43	0.57	0.57	7.42	32.99
GO:0045860	positive regulation of protein kinase activity	41	0.63	0.73	9.00	1094.92
GO:0090331	negative regulation of platelet aggregation	2	0.93	0.88	9.60	548.67
GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	1	0.93	0.91	9.61	2972.11
GO:0050789	regulation of biological process	517	0.09	0.17	1.80	4.47
GO:0006955	immune response	85	0.54	0.40	6.57	12.45
GO:0042221	response to chemical	166	0.32	0.29	4.12	6.14
GO:0006950	response to stress	167	0.39	0.32	4.70	6.14
GO:0061740	protein targeting to lysosome involved in chaperone-mediated autophagy	1	1.00	0.95	9.63	450.20
GO:0006810	transport	239	0.28	0.34	3.95	7.46
GO:0034613	cellular protein localization	43	0.45	0.48	6.33	26.83
GO:0032501	multicellular organismal process	63	0.33	0.16	3.12	3.37
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	12	1.00	0.79	9.63	42.20
GO:0046718	viral entry into host cell	9	0.77	0.73	8.94	28.37
