id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0007166	cell surface receptor signaling pathway	185	0.43	0.51	5.91	23.17
GO:0010468	regulation of gene expression	162	0.35	0.46	5.09	13.73
GO:0042127	regulation of cell proliferation	110	0.45	0.48	6.03	12.04
GO:0050776	regulation of immune response	109	0.38	0.44	5.64	22.45
GO:0045055	regulated exocytosis	108	0.69	0.69	8.57	38.47
GO:0035556	intracellular signal transduction	102	0.51	0.55	6.92	23.17
GO:0010941	regulation of cell death	94	0.43	0.47	6.10	12.04
GO:0051270	regulation of cellular component movement	73	0.43	0.47	6.20	22.49
GO:0050921	positive regulation of chemotaxis	12	0.64	0.64	8.36	97.34
GO:0051270	regulation of cellular component movement	73	0.43	0.47	6.20	22.49
GO:0050921	positive regulation of chemotaxis	12	0.64	0.64	8.36	97.34
GO:0016477	cell migration	71	0.47	0.48	6.31	17.13
GO:0007186	G-protein coupled receptor signaling pathway	70	0.55	0.57	7.20	23.17
GO:0045087	innate immune response	64	0.68	0.59	8.16	26.47
GO:0031347	regulation of defense response	62	0.40	0.49	5.73	14.14
GO:0051336	regulation of hydrolase activity	61	0.46	0.48	6.24	9.25
GO:0001817	regulation of cytokine production	59	0.40	0.45	5.78	11.79
GO:0019221	cytokine-mediated signaling pathway	56	0.60	0.63	7.60	26.50
GO:0009725	response to hormone	54	0.53	0.51	7.03	21.86
GO:0022408	negative regulation of cell-cell adhesion	20	0.58	0.61	7.77	52.93
GO:0051251	positive regulation of lymphocyte activation	38	0.58	0.64	8.19	127.58
GO:0015031	protein transport	53	0.48	0.59	6.99	54.46
GO:0007346	regulation of mitotic cell cycle	42	0.49	0.53	6.68	14.24
GO:0010564	regulation of cell cycle process	50	0.42	0.50	6.22	14.24
GO:0007167	enzyme linked receptor protein signaling pathway	49	0.53	0.59	7.04	26.50
GO:0002521	leukocyte differentiation	44	0.58	0.54	7.41	21.07
GO:0055065	metal ion homeostasis	44	0.57	0.64	7.90	34.21
GO:0042493	response to drug	43	0.47	0.43	5.84	9.28
GO:0043410	positive regulation of MAPK cascade	35	0.66	0.75	9.17	1017.24
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	15	0.79	0.81	9.45	779.36
GO:0007154	cell communication	40	0.46	0.36	5.27	7.39
GO:0002237	response to molecule of bacterial origin	39	0.69	0.59	8.74	31.75
GO:0006508	proteolysis	38	0.55	0.57	7.34	47.86
GO:0006897	endocytosis	36	0.63	0.61	8.09	26.36
GO:0010469	regulation of signaling receptor activity	33	0.59	0.62	7.95	48.62
GO:0060627	regulation of vesicle-mediated transport	32	0.48	0.53	6.81	26.12
GO:0070838	divalent metal ion transport	14	0.62	0.66	8.27	33.88
GO:0015672	monovalent inorganic cation transport	21	0.67	0.66	8.33	15.42
GO:0044057	regulation of system process	31	0.41	0.46	5.70	11.79
GO:0019932	second-messenger-mediated signaling	29	0.65	0.65	8.32	26.43
GO:0071407	cellular response to organic cyclic compound	28	0.53	0.56	7.03	63.03
GO:0001558	regulation of cell growth	26	0.58	0.58	7.66	26.25
GO:0042110	T cell activation	26	0.59	0.59	7.76	19.85
GO:0071345	cellular response to cytokine stimulus	25	0.67	0.63	8.21	61.60
GO:0032956	regulation of actin cytoskeleton organization	25	0.56	0.63	7.72	34.12
GO:0045664	regulation of neuron differentiation	24	0.51	0.60	7.72	62.26
GO:0045765	regulation of angiogenesis	21	0.70	0.68	8.82	44.94
GO:0097190	apoptotic signaling pathway	20	0.70	0.64	8.53	23.17
GO:0051260	protein homooligomerization	20	0.89	0.77	9.41	42.03
GO:0034329	cell junction assembly	20	0.71	0.61	8.53	35.01
GO:0050714	positive regulation of protein secretion	20	0.65	0.70	8.73	381.48
GO:0009117	nucleotide metabolic process	18	0.44	0.57	7.31	170.44
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	16	0.62	0.66	8.48	139.22
GO:0010810	regulation of cell-substrate adhesion	16	0.69	0.60	8.24	10.16
GO:0001666	response to hypoxia	15	0.81	0.70	9.12	21.16
GO:0016055	Wnt signaling pathway	15	0.59	0.65	7.65	28.58
GO:0018108	peptidyl-tyrosine phosphorylation	15	0.81	0.80	9.41	338.33
GO:1990778	protein localization to cell periphery	8	0.63	0.60	8.08	29.83
GO:0072657	protein localization to membrane	15	0.58	0.58	7.59	29.83
GO:0030855	epithelial cell differentiation	14	0.55	0.52	6.96	21.07
GO:0071363	cellular response to growth factor stimulus	13	0.77	0.67	8.94	60.39
GO:1903708	positive regulation of hemopoiesis	13	0.61	0.63	8.28	121.52
GO:2001234	negative regulation of apoptotic signaling pathway	13	0.69	0.72	9.15	292.03
GO:0048812	neuron projection morphogenesis	13	0.65	0.68	8.50	63.00
GO:0060828	regulation of canonical Wnt signaling pathway	12	0.70	0.70	8.83	44.05
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	12	1.00	0.79	9.63	42.20
GO:0006869	lipid transport	12	0.55	0.57	7.06	14.73
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	12	0.62	0.56	7.74	16.14
GO:0007229	integrin-mediated signaling pathway	11	1.00	0.82	9.63	26.50
GO:0051781	positive regulation of cell division	11	0.68	0.63	8.44	42.29
GO:0006518	peptide metabolic process	11	0.56	0.57	7.65	56.97
GO:0048469	cell maturation	10	0.70	0.55	8.24	25.22
GO:0120032	regulation of plasma membrane bounded cell projection assembly	10	0.63	0.67	8.36	49.28
GO:0043687	post-translational protein modification	9	0.65	0.67	8.51	151.15
GO:0046718	viral entry into host cell	9	0.77	0.73	8.94	28.37
GO:0050806	positive regulation of synaptic transmission	9	0.67	0.69	8.68	101.55
GO:0010821	regulation of mitochondrion organization	9	0.62	0.63	8.12	19.19
GO:0000904	cell morphogenesis involved in differentiation	9	0.65	0.62	8.19	44.36
GO:1904064	positive regulation of cation transmembrane transport	9	0.60	0.68	8.21	171.07
GO:0051604	protein maturation	9	0.59	0.59	7.61	47.86
GO:0008277	regulation of G-protein coupled receptor protein signaling pathway	8	0.54	0.59	7.53	41.85
GO:0030182	neuron differentiation	8	0.58	0.54	7.21	21.07
GO:1905954	positive regulation of lipid localization	8	0.62	0.60	7.81	23.65
GO:0006821	chloride transport	8	0.87	0.78	9.27	16.47
GO:0001649	osteoblast differentiation	7	1.00	0.75	9.63	21.07
GO:0051092	positive regulation of NF-kappaB transcription factor activity	7	0.93	0.91	9.59	279.44
GO:0008654	phospholipid biosynthetic process	7	0.61	0.63	8.32	240.37
GO:0061138	morphogenesis of a branching epithelium	7	0.70	0.64	8.48	36.50
GO:0006520	cellular amino acid metabolic process	7	0.41	0.53	6.53	77.81
GO:0032984	protein-containing complex disassembly	7	0.61	0.55	7.66	35.41
GO:1901888	regulation of cell junction assembly	7	0.75	0.67	8.94	27.32
GO:0001667	ameboidal-type cell migration	7	0.61	0.60	7.76	20.63
GO:0006865	amino acid transport	7	0.52	0.64	7.71	64.92
GO:0030203	glycosaminoglycan metabolic process	6	0.66	0.62	8.41	52.03
GO:0007416	synapse assembly	6	0.84	0.67	9.12	35.85
GO:0032653	regulation of interleukin-10 production	6	0.79	0.68	9.04	15.70
GO:0006855	drug transmembrane transport	6	0.58	0.58	7.29	29.08
GO:0007219	Notch signaling pathway	6	0.78	0.71	8.87	26.50
GO:0006888	ER to Golgi vesicle-mediated transport	6	1.00	0.82	9.63	49.13
GO:0042445	hormone metabolic process	6	0.52	0.51	6.84	17.13
GO:0035589	G-protein coupled purinergic nucleotide receptor signaling pathway	5	1.00	0.88	9.63	82.06
GO:0050850	positive regulation of calcium-mediated signaling	5	0.78	0.76	9.28	239.92
GO:1903078	positive regulation of protein localization to plasma membrane	5	0.84	0.80	9.43	218.50
GO:0006720	isoprenoid metabolic process	5	0.47	0.52	6.87	40.66
GO:0045599	negative regulation of fat cell differentiation	4	0.93	0.79	9.54	114.62
GO:2000736	regulation of stem cell differentiation	4	0.66	0.62	8.48	27.05
GO:0006826	iron ion transport	4	0.70	0.72	8.76	19.76
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	4	0.83	0.66	8.94	22.01
GO:0045669	positive regulation of osteoblast differentiation	4	0.93	0.79	9.56	169.86
GO:0032743	positive regulation of interleukin-2 production	4	0.89	0.77	9.43	65.24
GO:0031532	actin cytoskeleton reorganization	4	1.00	0.82	9.63	32.01
GO:0007413	axonal fasciculation	4	0.89	0.80	9.45	31.51
GO:1990138	neuron projection extension	4	0.81	0.66	9.22	50.60
GO:0033619	membrane protein proteolysis	4	0.81	0.73	9.26	49.65
GO:0014003	oligodendrocyte development	4	1.00	0.79	9.63	34.10
GO:0009414	response to water deprivation	3	0.84	0.71	9.43	59.74
GO:0001961	positive regulation of cytokine-mediated signaling pathway	3	0.72	0.71	8.97	244.22
GO:0038084	vascular endothelial growth factor signaling pathway	3	0.78	0.76	9.12	31.00
GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	3	1.00	0.82	9.63	41.85
GO:2000178	negative regulation of neural precursor cell proliferation	3	0.80	0.72	9.12	64.43
GO:0015695	organic cation transport	3	0.63	0.64	8.08	30.14
GO:0031954	positive regulation of protein autophosphorylation	3	0.93	0.88	9.60	778.67
GO:0030816	positive regulation of cAMP metabolic process	3	0.83	0.83	9.53	1396.50
GO:0048009	insulin-like growth factor receptor signaling pathway	3	1.00	0.88	9.63	31.00
GO:0060718	chorionic trophoblast cell differentiation	2	1.00	0.75	9.63	21.07
GO:0060716	labyrinthine layer blood vessel development	2	1.00	0.79	9.63	85.13
GO:0045445	myoblast differentiation	2	0.89	0.70	9.29	21.07
GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	2	1.00	0.82	9.63	27.94
GO:0031077	post-embryonic camera-type eye development	2	1.00	0.85	9.63	36.78
GO:0045747	positive regulation of Notch signaling pathway	2	0.93	0.82	9.56	187.64
GO:0043252	sodium-independent organic anion transport	2	1.00	0.85	9.63	31.89
GO:0045780	positive regulation of bone resorption	2	1.00	0.85	9.63	82.90
GO:0060177	regulation of angiotensin metabolic process	2	1.00	0.82	9.63	43.98
GO:0042987	amyloid precursor protein catabolic process	2	0.93	0.79	9.52	48.55
GO:0007628	adult walking behavior	2	1.00	0.75	9.63	34.94
GO:0046503	glycerolipid catabolic process	2	0.74	0.69	9.09	159.21
GO:0086009	membrane repolarization	2	0.76	0.70	9.16	39.58
GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	2	0.89	0.80	9.41	27.89
GO:0043650	dicarboxylic acid biosynthetic process	2	0.69	0.69	8.82	214.58
GO:0061548	ganglion development	2	0.79	0.64	8.84	30.32
GO:0048208	COPII vesicle coating	2	1.00	0.82	9.63	62.44
GO:0042953	lipoprotein transport	2	1.00	0.88	9.63	68.45
GO:0048012	hepatocyte growth factor receptor signaling pathway	2	1.00	0.88	9.63	31.00
GO:0097646	calcitonin family receptor signaling pathway	2	0.87	0.76	9.27	26.98
GO:0015734	taurine transport	1	1.00	0.85	9.63	89.61
GO:1902946	protein localization to early endosome	1	0.93	0.82	9.52	33.47
GO:0034241	positive regulation of macrophage fusion	1	1.00	0.85	9.63	142.41
GO:2000350	positive regulation of CD40 signaling pathway	1	1.00	0.85	9.63	186.95
GO:0032060	bleb assembly	1	1.00	0.82	9.63	58.57
GO:0060982	coronary artery morphogenesis	1	1.00	0.82	9.63	32.54
GO:0006930	substrate-dependent cell migration, cell extension	1	1.00	0.82	9.63	58.57
GO:0060715	syncytiotrophoblast cell differentiation involved in labyrinthine layer development	1	1.00	0.79	9.63	42.29
GO:0150018	basal dendrite development	1	1.00	0.85	9.63	34.02
GO:0071848	positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling	1	1.00	0.95	9.63	1209.06
GO:0061740	protein targeting to lysosome involved in chaperone-mediated autophagy	1	1.00	0.95	9.63	450.20
GO:0060301	positive regulation of cytokine activity	1	1.00	0.88	9.63	129.15
GO:0071404	cellular response to low-density lipoprotein particle stimulus	1	1.00	0.82	9.63	56.75
GO:0032456	endocytic recycling	1	0.89	0.77	9.43	48.98
GO:0046716	muscle cell cellular homeostasis	1	1.00	0.79	9.63	31.95
GO:0032489	regulation of Cdc42 protein signal transduction	1	1.00	0.92	9.63	50.15
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	1	1.00	0.90	9.63	964.01
