id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	548	0.00	0.00	0.00	0.00
GO:0065007	biological regulation	435	0.08	0.04	0.98	3.37
GO:0001967	suckling behavior	1	1.00	0.70	9.63	23.34
GO:0044788	modulation by host of viral process	2	0.72	0.68	8.80	26.84
GO:0051701	interaction with host	9	0.38	0.39	5.05	8.50
GO:0090271	positive regulation of fibroblast growth factor production	1	1.00	0.82	9.63	76.08
GO:0032501	multicellular organismal process	47	0.33	0.16	3.12	3.37
GO:0065007	biological regulation	435	0.08	0.04	0.98	3.37
GO:0001967	suckling behavior	1	1.00	0.70	9.63	23.34
GO:0044788	modulation by host of viral process	2	0.72	0.68	8.80	26.84
GO:0051701	interaction with host	9	0.38	0.39	5.05	8.50
GO:0090271	positive regulation of fibroblast growth factor production	1	1.00	0.82	9.63	76.08
GO:0032501	multicellular organismal process	47	0.33	0.16	3.12	3.37
GO:0046826	negative regulation of protein export from nucleus	1	0.84	0.82	9.54	565.95
GO:0051641	cellular localization	74	0.37	0.31	4.44	5.67
GO:0006810	transport	192	0.28	0.34	3.95	7.46
GO:0007016	cytoskeletal anchoring at plasma membrane	2	1.00	0.82	9.63	66.89
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	9	1.00	0.79	9.63	42.20
GO:0086073	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	1	1.00	0.82	9.63	24.26
