id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	3676	0.00	0.00	0.00	0.00
GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	6	1.00	0.95	9.63	2977.47
GO:1904960	positive regulation of cytochrome-c oxidase activity	1	1.00	0.92	9.63	786.77
GO:0048878	chemical homeostasis	193	0.48	0.49	6.42	10.43
GO:0050789	regulation of biological process	2529	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	734	0.33	0.29	4.10	4.47
GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	6	1.00	0.95	9.63	2977.47
GO:1904960	positive regulation of cytochrome-c oxidase activity	1	1.00	0.92	9.63	786.77
GO:0048878	chemical homeostasis	193	0.48	0.49	6.42	10.43
GO:0050789	regulation of biological process	2529	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	734	0.33	0.29	4.10	4.47
GO:0051179	localization	1146	0.26	0.13	2.57	3.37
GO:0007610	behavior	62	0.48	0.24	4.72	3.37
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	48	1.00	0.79	9.63	42.20
