id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0006139	nucleobase-containing compound metabolic process	1014	0.29	0.40	5.40	96.28
GO:0019538	protein metabolic process	941	0.31	0.41	4.91	44.77
GO:0007165	signal transduction	915	0.36	0.43	5.06	19.43
GO:0034654	nucleobase-containing compound biosynthetic process	701	0.40	0.49	6.85	317.02
GO:0006996	organelle organization	523	0.39	0.39	5.17	14.95
GO:1902531	regulation of intracellular signal transduction	428	0.45	0.55	6.77	41.85
GO:0065003	protein-containing complex assembly	378	0.45	0.48	6.06	36.47
GO:0015031	protein transport	357	0.48	0.59	6.99	54.46
GO:0051130	positive regulation of cellular component organization	313	0.42	0.50	5.95	43.84
GO:0030154	cell differentiation	304	0.39	0.39	5.18	16.68
GO:1903507	negative regulation of nucleic acid-templated transcription	299	0.55	0.67	8.38	898.55
GO:0045944	positive regulation of transcription by RNA polymerase II	273	0.55	0.71	8.36	1463.86
GO:0009968	negative regulation of signal transduction	269	0.44	0.54	6.68	140.65
GO:0018149	peptide cross-linking	11	0.60	0.65	8.12	151.15
GO:0070647	protein modification by small protein conjugation or removal	248	0.61	0.66	8.44	151.15
GO:0001934	positive regulation of protein phosphorylation	224	0.58	0.69	8.60	663.11
GO:0043066	negative regulation of apoptotic process	221	0.56	0.63	7.79	81.07
GO:0019752	carboxylic acid metabolic process	213	0.32	0.45	5.31	42.50
GO:0006887	exocytosis	207	0.67	0.66	8.38	37.08
GO:0008284	positive regulation of cell proliferation	192	0.56	0.57	7.27	43.45
GO:0010942	positive regulation of cell death	186	0.54	0.56	7.33	41.78
GO:0008285	negative regulation of cell proliferation	159	0.56	0.57	7.31	43.61
GO:0006511	ubiquitin-dependent protein catabolic process	141	0.74	0.74	9.19	156.45
GO:0016477	cell migration	135	0.47	0.48	6.31	17.13
GO:0048468	cell development	128	0.51	0.45	6.51	28.42
GO:0045087	innate immune response	126	0.68	0.59	8.16	26.47
GO:0043312	neutrophil degranulation	126	1.00	0.90	9.63	132.80
GO:0006873	cellular ion homeostasis	119	0.55	0.60	7.73	50.28
GO:0001933	negative regulation of protein phosphorylation	119	0.61	0.70	8.76	664.69
GO:0051051	negative regulation of transport	110	0.42	0.50	5.86	25.98
GO:0006897	endocytosis	109	0.63	0.61	8.09	26.36
GO:0045785	positive regulation of cell adhesion	107	0.58	0.54	7.23	21.97
GO:0006397	mRNA processing	106	0.71	0.73	9.17	234.35
GO:0043547	positive regulation of GTPase activity	104	0.93	0.79	9.52	49.34
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	98	0.76	0.78	9.31	348.36
GO:0071417	cellular response to organonitrogen compound	97	0.53	0.56	7.37	128.53
GO:0006644	phospholipid metabolic process	95	0.53	0.56	7.60	99.63
GO:0001558	regulation of cell growth	94	0.58	0.58	7.66	26.25
GO:0015711	organic anion transport	94	0.43	0.54	6.27	28.20
GO:0032496	response to lipopolysaccharide	82	0.89	0.74	9.45	64.41
GO:0006874	cellular calcium ion homeostasis	80	0.63	0.71	8.83	287.08
GO:0050804	modulation of chemical synaptic transmission	73	0.52	0.58	7.24	27.32
GO:0001666	response to hypoxia	72	0.81	0.70	9.12	21.16
GO:0031396	regulation of protein ubiquitination	65	0.64	0.72	8.86	78.03
GO:0045765	regulation of angiogenesis	65	0.70	0.68	8.82	44.94
GO:0034599	cellular response to oxidative stress	63	0.72	0.61	8.94	68.67
GO:0006888	ER to Golgi vesicle-mediated transport	62	1.00	0.82	9.63	49.13
GO:0043434	response to peptide hormone	62	0.67	0.66	8.71	71.33
GO:2001234	negative regulation of apoptotic signaling pathway	62	0.69	0.72	9.15	292.03
GO:0046942	carboxylic acid transport	61	0.45	0.58	6.78	47.71
GO:0048608	reproductive structure development	56	0.61	0.50	7.37	31.35
GO:0051607	defense response to virus	54	0.87	0.76	9.49	78.89
GO:0006260	DNA replication	52	0.73	0.72	9.27	254.20
GO:0045807	positive regulation of endocytosis	48	0.69	0.69	8.90	124.49
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	48	0.89	0.82	9.52	239.11
GO:0008360	regulation of cell shape	46	0.68	0.66	8.69	41.78
GO:0018108	peptidyl-tyrosine phosphorylation	45	0.81	0.80	9.41	338.33
GO:0001701	in utero embryonic development	45	1.00	0.85	9.63	22.50
GO:0022900	electron transport chain	44	0.71	0.61	8.48	29.76
GO:0046474	glycerophospholipid biosynthetic process	44	0.66	0.68	8.82	510.21
GO:0051028	mRNA transport	42	0.87	0.81	9.45	42.49
GO:0072659	protein localization to plasma membrane	42	0.79	0.72	9.26	65.43
GO:0030968	endoplasmic reticulum unfolded protein response	40	0.87	0.72	9.39	54.37
GO:0017148	negative regulation of translation	37	0.65	0.70	9.08	1114.67
GO:0007006	mitochondrial membrane organization	36	0.68	0.63	8.58	39.10
GO:0043524	negative regulation of neuron apoptotic process	35	0.79	0.77	9.25	179.63
GO:0050796	regulation of insulin secretion	34	0.83	0.81	9.53	205.48
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	33	0.87	0.88	9.56	734.49
GO:0050729	positive regulation of inflammatory response	33	0.66	0.68	8.59	125.85
GO:0016236	macroautophagy	32	0.77	0.67	8.94	39.83
GO:0007093	mitotic cell cycle checkpoint	32	0.71	0.71	9.01	132.20
GO:0071456	cellular response to hypoxia	31	1.00	0.82	9.63	103.25
GO:0043484	regulation of RNA splicing	31	0.77	0.73	9.34	89.96
GO:0045471	response to ethanol	30	0.93	0.76	9.52	69.73
GO:0032465	regulation of cytokinesis	30	0.59	0.62	8.14	31.80
GO:0046718	viral entry into host cell	30	0.77	0.73	8.94	28.37
GO:0007281	germ cell development	29	0.87	0.68	9.34	71.68
GO:0042035	regulation of cytokine biosynthetic process	29	0.53	0.59	7.80	134.50
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	28	0.93	0.93	9.60	734.49
GO:0007565	female pregnancy	26	1.00	0.70	9.63	32.81
GO:0071260	cellular response to mechanical stimulus	25	1.00	0.79	9.63	56.12
GO:0043488	regulation of mRNA stability	24	0.74	0.77	9.24	282.23
GO:0051591	response to cAMP	23	0.89	0.77	9.45	79.55
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	20	0.77	0.78	9.41	596.43
GO:0006638	neutral lipid metabolic process	20	0.71	0.65	8.87	40.66
GO:0048489	synaptic vesicle transport	20	0.77	0.73	9.29	108.01
GO:1903214	regulation of protein targeting to mitochondrion	18	0.80	0.80	9.48	160.32
GO:0016239	positive regulation of macroautophagy	18	0.77	0.76	9.24	266.07
GO:0035725	sodium ion transmembrane transport	18	0.89	0.82	9.49	113.92
GO:0031623	receptor internalization	17	0.72	0.71	9.20	64.85
GO:0043030	regulation of macrophage activation	16	0.83	0.74	9.38	27.11
GO:0007044	cell-substrate junction assembly	16	0.87	0.72	9.38	36.10
GO:0008361	regulation of cell size	16	0.78	0.68	9.00	28.02
GO:0003333	amino acid transmembrane transport	16	0.58	0.68	8.30	195.85
GO:0051453	regulation of intracellular pH	15	0.72	0.77	9.24	143.07
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	15	0.93	0.82	9.56	84.23
GO:0051402	neuron apoptotic process	15	0.83	0.70	9.02	23.44
GO:0010830	regulation of myotube differentiation	14	0.74	0.72	9.07	30.04
GO:1903146	regulation of autophagy of mitochondrion	14	0.74	0.72	9.28	66.79
GO:0006094	gluconeogenesis	14	1.00	0.85	9.63	174.61
GO:0008344	adult locomotory behavior	14	0.84	0.62	9.16	24.58
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	13	0.89	0.91	9.59	905.07
GO:1903426	regulation of reactive oxygen species biosynthetic process	13	0.79	0.72	9.22	42.43
GO:0071549	cellular response to dexamethasone stimulus	12	1.00	0.90	9.63	704.27
GO:0006779	porphyrin-containing compound biosynthetic process	12	0.70	0.68	9.20	516.36
GO:1902476	chloride transmembrane transport	11	1.00	0.88	9.63	110.52
GO:0006879	cellular iron ion homeostasis	11	0.84	0.84	9.47	186.74
GO:0022617	extracellular matrix disassembly	11	0.87	0.72	9.38	37.09
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	11	1.00	0.85	9.63	76.31
GO:0001947	heart looping	11	1.00	0.85	9.63	47.98
GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	10	0.93	0.88	9.60	831.25
GO:0070584	mitochondrion morphogenesis	10	1.00	0.79	9.63	64.70
GO:0045920	negative regulation of exocytosis	10	0.71	0.73	9.00	172.21
GO:0071230	cellular response to amino acid stimulus	10	0.71	0.68	8.96	283.90
GO:0042149	cellular response to glucose starvation	10	0.89	0.80	9.50	115.90
GO:0044257	cellular protein catabolic process	9	0.78	0.71	9.28	323.34
GO:0061621	canonical glycolysis	9	1.00	0.99	9.63	17318.20
GO:0015695	organic cation transport	9	0.63	0.64	8.08	30.14
GO:0044344	cellular response to fibroblast growth factor stimulus	9	1.00	0.82	9.63	97.49
GO:0071480	cellular response to gamma radiation	9	1.00	0.85	9.63	60.40
GO:0048488	synaptic vesicle endocytosis	9	0.89	0.77	9.43	55.01
GO:0060291	long-term synaptic potentiation	8	1.00	0.88	9.63	145.77
GO:0035067	negative regulation of histone acetylation	8	0.81	0.84	9.50	1304.33
GO:0051290	protein heterotetramerization	8	1.00	0.85	9.63	85.45
GO:0071280	cellular response to copper ion	8	1.00	0.82	9.63	78.50
GO:0006730	one-carbon metabolic process	8	0.89	0.64	9.29	26.87
GO:0042994	cytoplasmic sequestering of transcription factor	7	0.93	0.91	9.59	299.00
GO:0042744	hydrogen peroxide catabolic process	7	0.93	0.79	9.56	235.80
GO:0042730	fibrinolysis	7	1.00	0.90	9.63	252.90
GO:1903077	negative regulation of protein localization to plasma membrane	7	0.84	0.80	9.49	218.53
GO:0046501	protoporphyrinogen IX metabolic process	7	0.87	0.76	9.49	106.31
GO:0032769	negative regulation of monooxygenase activity	6	0.84	0.74	9.36	96.38
GO:0046597	negative regulation of viral entry into host cell	6	0.93	0.84	9.55	84.95
GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	6	0.93	0.86	9.59	408.05
GO:0030049	muscle filament sliding	6	1.00	0.82	9.63	20.96
GO:0071474	cellular hyperosmotic response	6	0.89	0.77	9.55	99.28
GO:0030239	myofibril assembly	6	0.84	0.77	9.45	124.77
GO:0006144	purine nucleobase metabolic process	6	0.70	0.70	9.17	248.66
GO:1903421	regulation of synaptic vesicle recycling	6	0.77	0.71	9.18	29.36
GO:0031115	negative regulation of microtubule polymerization	6	0.93	0.88	9.59	405.45
GO:0097345	mitochondrial outer membrane permeabilization	5	1.00	0.92	9.63	138.60
GO:0014048	regulation of glutamate secretion	5	0.81	0.78	9.49	84.26
GO:0030042	actin filament depolymerization	5	0.93	0.82	9.55	62.22
GO:0045199	maintenance of epithelial cell apical/basal polarity	5	1.00	0.82	9.63	34.60
GO:0072488	ammonium transmembrane transport	5	0.78	0.74	9.19	79.76
GO:0001956	positive regulation of neurotransmitter secretion	5	0.75	0.75	9.33	367.30
GO:0060732	positive regulation of inositol phosphate biosynthetic process	4	0.93	0.84	9.59	800.12
GO:0050812	regulation of acyl-CoA biosynthetic process	4	0.84	0.77	9.47	197.72
GO:0071872	cellular response to epinephrine stimulus	4	1.00	0.88	9.63	410.29
GO:1904659	glucose transmembrane transport	4	0.84	0.82	9.37	37.51
GO:0019852	L-ascorbic acid metabolic process	4	0.83	0.74	9.41	115.66
GO:0001774	microglial cell activation	4	0.93	0.79	9.51	31.20
GO:0015825	L-serine transport	4	0.89	0.88	9.51	156.85
GO:0046697	decidualization	4	1.00	0.75	9.63	34.68
