;GO:2000480;GO:2000481;GO:0090335;GO:1904179;GO:0006047;GO:0007257;GO:0000731;GO:0045766;GO:0048240;GO:0018394;GO:0045892;GO:0000183;GO:0045893;GO:0034983;GO:2000111;GO:0071934;GO:0050434;GO:0070602;GO:0046628;GO:0071805;GO:0044321;GO:0006974;GO:0006605;GO:0051097;GO:0048255;GO:0006607;GO:0086091;GO:0034613;GO:0051898;GO:1900034;GO:0097193;GO:0043124;GO:0045668;GO:0072488;GO:0097623;GO:0010875;GO:0015888;GO:0032423;GO:0036228;GO:0042723;GO:0035377;GO:0060372;GO:0045795;GO:0000720;GO:0001934;GO:0001938;GO:0030111;GO:0070857;GO:0007050;GO:0010460;GO:0007179;GO:0003376;GO:0051290;GO:0043547;GO:0006642;GO:0050872;GO:0006879;GO:0032922;GO:0006999;GO:1990569;GO:0071456;GO:0032007;GO:0045739;GO:0070914;GO:0033210;GO:0031393;GO:0061647;GO:0043312;GO:0006406;GO:0010906;GO:0001756;GO:0071441;GO:0071320;GO:0061092;GO:0010107;GO:0016567;GO:1900113;GO:0042595;GO:0043687;GO:1904837;GO:2000619;GO:0050892;GO:0043570;GO:0050891;GO:0000082;GO:0031937;GO:0034765;GO:0071479;GO:0098914;GO:0071356;GO:0098915;GO:0060452;GO:0060453;GO:0090400;GO:1901215;GO:0006511;GO:0006874;GO:0090090;GO:0002821;GO:0035725;GO:0014068;GO:0042771;GO:0060766;GO:0045921;GO:0001542;GO:0010934;GO:0030308;GO:0061181;GO:0030301;GO:0070208;GO:0015701;GO:0016239;GO:0042306;GO:0043518;GO:1902161;GO:0042308;GO:0055064;GO:0034220;GO:1902166;GO:0051260;GO:0006695;GO:0001676;GO:0001678;GO:0010942;GO:0055075;GO:0008285;GO:1902176;GO:0055078;GO:0060307;GO:0045944;GO:0070588;GO:2000774;GO:2000655;GO:0035774;GO:0038128;GO:2000773;GO:0016458;GO:0016579;GO:0055089;GO:0009267;GO:0043536;GO:0007517;GO:1990830;GO:0051152;GO:0030512;GO:1901381;GO:1902476;GO:1902237;GO:1902358;GO:0006366;GO:0006364;GO:0007214;GO:0045332;GO:0016055;GO:0035356;GO:0035358;GO:0030225;GO:0015884;GO:0032088;GO:0090263;GO:0045579;GO:0043280;GO:0003413;GO:0043161;GO:0051574;GO:0051454;GO:0002329;GO:1990619;GO:0070634;GO:0030335;GO:0032071;GO:0006343;GO:0006344;GO:0045348;GO:0006346;GO:0010718;GO:0000122;GO:0032868;GO:0071872;GO:0035338;GO:0033158;GO:0030321;GO:0070301;GO:0006351;GO:0035690;GO:1904322;GO:0045599;GO:0006355;GO:1902943;GO:0000012;GO:0006349;GO:0006904;GO:0019532;GO:0048194
GO:2000480;1.0;0.7851474704628364;0.22361497890962173;0.16870655967928444;0.0;0.5202318283551601;0.0;0.2050590080028431;0.0;0.0;0.45901401167440975;0.33418003030016774;0.38414092102934116;0.0;0.16413691538016506;0.0;0.174641830155773;0.2324205913598274;0.22361497890962173;0.0;0.0;0.0;0.0;0.4716607280664589;0.3608544182009609;0.0;0.18047340216027258;0.0;0.256605258081328;0.24339120699145883;0.2738083848385289;0.2832796459821212;0.3002374776279056;0.0;0.0;0.1381821088053436;0.0;0.2898129703038556;0.0;0.0;0.0;0.19147149514068995;0.15286144144501296;0.0;0.5886006409056497;0.2118481364286336;0.2993905512352022;0.308105527634137;0.3306546554749757;0.2363803391012102;0.270065594892252;0.23640626492241817;0.0;0.3655600986961853;0.0;0.0;0.15499372020012603;0.27592986841585887;0.0;0.0;0.0;0.2832796459821212;0.321359657582957;0.0;0.22656154200654188;0.33204951177644004;0.0;0.0;0.0;0.36233731253516466;0.0;0.45683134983733337;0.0;0.19694059100882855;0.0;0.0;0.43951641300193817;0.0;0.0;0.0;0.43951641300193817;0.0;0.0;0.20918200840426326;0.0;0.2948757928077844;0.2939214553670636;0.0;0.20232523299609012;0.0;0.20232523299609012;0.19491656936359608;0.20131621805656624;0.0;0.3437415305136157;0.0;0.21619954330358776;0.30995403388291437;0.2537486558938849;0.0;0.17427935401941208;0.209731877021625;0.2734349230662449;0.27410397386437246;0.0;0.0;0.3760599342918009;0.24044464389453868;0.0;0.0;0.0;0.3049644969245804;0.19117377941731922;0.3002374776279056;0.2984409934214921;0.25547738502471556;0.15006105006441733;0.0;0.26939654409412445;0.0;0.0;0.0;0.16969110642992985;0.32493918123660065;0.15990577298029363;0.4084205550214389;0.3030558740639583;0.15006105006441733;0.2050590080028431;0.364828370810083;0.0;0.19694059100882855;0.298896551436257;0.1851737485278404;0.24339120699145883;0.2834078126429887;0.42729812458714383;0.0;0.15286144144501296;0.0;0.18096658036508195;0.0;0.0;0.2324205913598274;0.29607093199491763;0.27548353687843885;0.0;0.19694059100882855;0.0;0.0;0.0;0.209731877021625;0.18831396444722587;0.31182212586565516;0.15286144144501296;0.22361497890962173;0.0;0.0;0.40963833647032777;0.2177834069051222;0.21335662597543276;0.35740787950060654;0.0;0.0;0.39556119554545394;0.15499372020012603;0.0;0.0;0.0;0.2890115192841775;0.398795672979308;0.0;0.0;0.2631385824030624;0.33418003030016774;0.24418743384081554;0.43234561513242764;0.0;0.0;0.0;0.16485649670613678;0.0;0.0;0.0;0.0;0.0;0.3002374776279056;0.424849228081135;0.28667415094050397;0.0;0.30260425631665205;0.0;0.0;0.0
GO:2000481;0.7851474704628364;1.0;0.22361497890962173;0.2373820581247557;0.0;0.6015889316771886;0.0;0.27286205847575457;0.0;0.0;0.3739612952284402;0.27592986841585887;0.46873623866097786;0.0;0.2342882053650932;0.0;0.24244488062868447;0.2324205913598274;0.2964151162680993;0.0;0.0;0.0;0.0;0.3823897636811022;0.36039701938662805;0.0;0.18047340216027258;0.0;0.17427935401941208;0.24339120699145883;0.2738083848385289;0.20095374192020526;0.21377025599374544;0.0;0.0;0.20457838249609223;0.0;0.2898129703038556;0.0;0.0;0.0;0.19147149514068995;0.15286144144501296;0.0;0.6920322792681319;0.28362383025530286;0.2993905512352022;0.308105527634137;0.256978719853612;0.29328899506569334;0.270065594892252;0.23640626492241817;0.0;0.4490015123296881;0.0;0.0;0.15499372020012603;0.27592986841585887;0.0;0.0;0.0;0.20095374192020526;0.40595497521459367;0.0;0.22656154200654188;0.25462858517168313;0.0;0.0;0.0;0.36233731253516466;0.0;0.36888680764466075;0.0;0.2697407283673061;0.0;0.0;0.3548755390957965;0.0;0.0;0.0;0.3548755390957965;0.0;0.0;0.20918200840426326;0.0;0.2948757928077844;0.2939214553670636;0.0;0.20232523299609012;0.0;0.20232523299609012;0.26196766396732624;0.20131621805656624;0.0;0.25727430887945557;0.0;0.21619954330358776;0.22762812982099845;0.32155170636679636;0.0;0.24518259987352153;0.209731877021625;0.19110901900432897;0.34690411122285003;0.0;0.0;0.2868952598771689;0.24044464389453868;0.0;0.0;0.0;0.3728650883649745;0.19117377941731922;0.21377025599374544;0.37788132794387846;0.174641830155773;0.15006105006441733;0.0;0.1851737485278404;0.0;0.0;0.0;0.16969110642992985;0.398959301131146;0.15990577298029363;0.31925588060680693;0.21883307849767425;0.15006105006441733;0.2050590080028431;0.4471792623738436;0.0;0.2697407283673061;0.209731877021625;0.25694944235450967;0.24339120699145883;0.19694059100882855;0.34224540814117427;0.0;0.15286144144501296;0.0;0.2511178703500101;0.0;0.0;0.30419628518649666;0.2118481364286336;0.34950365677298423;0.0;0.2697407283673061;0.0;0.0;0.0;0.209731877021625;0.18831396444722587;0.31182212586565516;0.15286144144501296;0.22361497890962173;0.0;0.0;0.32806194441920544;0.28868665275923167;0.2842598718295422;0.43260374599923046;0.0;0.0;0.47831644752920005;0.15499372020012603;0.0;0.0;0.0;0.36078721311084677;0.398795672979308;0.0;0.0;0.3477339000346991;0.27592986841585887;0.3169875711992931;0.3495373247543342;0.0;0.0;0.0;0.16485649670613678;0.0;0.0;0.0;0.0;0.0;0.21377025599374544;0.424849228081135;0.3638700593950142;0.0;0.30260425631665205;0.0;0.0;0.0
GO:0090335;0.22361497890962173;0.22361497890962173;1.0;0.3934730929211864;0.0;0.3523150570165355;0.0;0.4180586987637568;0.0;0.0;0.37672898508992847;0.2832212090999459;0.3869086108908294;0.0;0.2504175334712824;0.0;0.2662687484009117;0.3304680519319329;0.3295256533662515;0.0;0.0;0.0;0.0;0.2486476823178529;0.2925806601653439;0.0;0.24943908341599474;0.0;0.2659062722645507;0.35917183242470874;0.36692777328236226;0.2925806601653439;0.4757243232225465;0.0;0.0;0.2199390760738622;0.0;0.3098955970007391;0.0;0.0;0.0;0.25359840604369605;0.21498835234801905;0.0;0.3700789459059125;0.3098955970007391;0.40530122569183197;0.3295256533662515;0.3500981082974453;0.3053460203569323;0.34355492697057294;0.3295256533662515;0.0;0.231818017332936;0.0;0.0;0.2084706626625798;0.24943908341599474;0.0;0.0;0.0;0.2925806601653439;0.34144228427984047;0.0;0.30005087408486286;0.2659062722645507;0.0;0.0;0.0;0.38375743826727915;0.0;0.22361497890962173;0.0;0.3028512654654583;0.0;0.0;0.2118481364286336;0.0;0.0;0.0;0.2118481364286336;0.0;0.0;0.27814768965998543;0.0;0.2939215863569925;0.38554837361220223;0.0;0.2814333528910592;0.0;0.2814333528910592;0.28119718745471345;0.2929431363017048;0.0;0.36318498333608534;0.0;0.27141623449553454;0.3192550480661371;0.34537557413902353;0.0;0.2659062722645507;0.2832212090999459;0.28273593724946766;0.38001464832100224;0.0;0.0;0.4026758853104188;0.5023987111233397;0.0;0.0;0.0;0.32412734744444527;0.27745439750843653;0.31968093045037527;0.23395034462272646;0.2662687484009117;0.20725988883915142;0.0;0.2832212090999459;0.0;0.0;0.0;0.231818017332936;0.44071980666985056;0.21710461175502765;0.43503650604005684;0.31688053906977975;0.20725988883915142;0.2671859189058492;0.36387416435929115;0.0;0.3708118559317698;0.3255125024548749;0.2832212090999459;0.31688053906977975;0.3708118559317698;0.3285459091541066;0.0;0.21498835234801905;0.0;0.2672471984561994;0.0;0.0;0.47933894650795594;0.3098955970007391;0.39126416231168876;0.0;0.3028512654654583;0.0;0.0;0.0;0.3028512654654583;0.2618032965255468;0.38531145794397603;0.21498835234801905;0.3295256533662515;0.0;0.0;0.30005087408486286;0.3094103251502608;0.44850813864257305;0.3131531150965377;0.0;0.0;0.2502893668104149;0.2084706626625798;0.0;0.0;0.0;0.387058979856283;0.32998278008145465;0.0;0.0;0.23395034462272646;0.2832212090999459;0.5061415010696165;0.34858311830354227;0.0;0.0;0.0;0.2466134639746554;0.0;0.0;0.0;0.0;0.0;0.7949921933787127;0.4321405687652221;0.20714779006106576;0.0;0.27611347131678793;0.0;0.0;0.0
GO:1904179;0.16870655967928444;0.2373820581247557;0.3934730929211864;1.0;0.0;0.36608213623166946;0.0;0.531302049594735;0.0;0.0;0.3335874083405793;0.25970968871610917;0.43762068330687104;0.0;0.2796733514796847;0.0;0.35610924665492577;0.27001153834718855;0.36595396957080206;0.0;0.0;0.0;0.0;0.23598456296592396;0.3236626762158731;0.0;0.31141294397725144;0.0;0.22276469551520156;0.293369018685943;0.32378619653301305;0.24943908341599474;0.3836283700053101;0.0;0.0;0.2969882883150799;0.0;0.24943908341599474;0.0;0.0;0.0;0.24093528669176711;0.20232523299609012;0.0;0.4011609619564417;0.3432927325813855;0.3621596489424828;0.26675402025138994;0.30695653154809616;0.49338510443351247;0.3200434065867362;0.28638407661690235;0.0;0.219154897981007;0.0;0.0;0.19193871340103363;0.24007963235059676;0.0;0.0;0.0;0.24943908341599474;0.37483941986048686;0.0;0.27653935370102606;0.20727595672193327;0.0;0.0;0.0;0.34061586151793;0.0;0.16870655967928444;0.0;0.3392795816700089;0.0;0.0;0.1578121651708561;0.0;0.0;0.0;0.1578121651708561;0.0;0.0;0.26878823859458745;0.0;0.3231774043653948;0.37618892254680425;0.0;0.2774202019796826;0.0;0.2774202019796826;0.48472501032456183;0.39720829021789056;0.0;0.3004133502212238;0.0;0.2556362411031697;0.27611347131678793;0.43521607239303767;0.0;0.3166183446805923;0.25970968871610917;0.23959436050011845;0.4164429645255528;0.0;0.0;0.3368730715716531;0.4242965809889273;0.0;0.0;0.0;0.35520936349497445;0.2662687484009117;0.25690929733551365;0.3166183446805923;0.25690929733551365;0.19235234341934632;0.0;0.22276469551520156;0.0;0.0;0.0;0.219154897981007;0.4812894404466451;0.2021970663352226;0.3692336923012911;0.2564240254850354;0.19235234341934632;0.25452279955392026;0.4104449192030886;0.0;0.48405520676274805;0.25970968871610917;0.36608213623166946;0.293369018685943;0.3667987050203932;0.3191864580887086;0.0;0.20232523299609012;0.0;0.45430783247749174;0.0;0.0;0.49849837396607155;0.24943908341599474;0.4318337960884833;0.0;0.3392795816700089;0.0;0.0;0.0;0.25970968871610917;0.254758964990266;0.36179993756013934;0.20232523299609012;0.28638407661690235;0.0;0.0;0.27653935370102606;0.36012239756630243;0.46352624852844465;0.3442351311470669;0.0;0.0;0.27684773203834534;0.19193871340103363;0.0;0.0;0.0;0.443117352426346;0.28684120333210544;0.0;0.0;0.3166183446805923;0.25970968871610917;0.573593342949664;0.3054415415541932;0.0;0.0;0.0;0.23395034462272646;0.0;0.0;0.0;0.0;0.0;0.3836283700053101;0.3889989920158729;0.2969882883150799;0.0;0.26675402025138994;0.0;0.0;0.0
GO:0006047;0.0;0.0;0.0;0.0;1.0;0.0;0.5344667803649499;0.0;0.3441416964251768;0.39188943216664224;0.0;0.3441416964251768;0.0;0.30930810732491143;0.0;0.0;0.0;0.0;0.0;0.36084319474922627;0.0;0.40225846557671363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4082182042420807;0.0;0.0;0.0;0.2750478485085872;0.0;0.0;0.0;0.0;0.47330193481505073;0.0;0.0;0.2946779048740996;0.3743481816398023;0.0;0.0;0.0;0.0;0.39138853925716377;0.0;0.4044754142958038;0.37081608432596996;0.3173391418635162;0.0;0.3233836947099763;0.29187751349350416;0.26731017628708015;0.0;0.3213522927748928;0.0;0.2946779048740996;0.0;0.0;0.39397823800531473;0.3609713614100937;0.0;0.4347941640329169;0.3173391418635162;0.0;0.0;0.0;0.0;0.2750478485085872;0.257732911673192;0.31150756985901656;0.38647149018045535;0.0;0.0;0.43457396244220264;0.3173391418635162;0.0;0.0;0.4638863178267183;0.0;0.3441416964251768;0.0;0.0;0.2844072995739852;0.0;0.257732911673192;0.0;0.0;0.0;0.29187751349350416;0.0;0.49427222756237355;0.3341245780296521;0.0;0.0;0.0;0.0;0.3441416964251768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3173391418635162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3440135297643094;0.38546457938481676;0.47320336850802375;0.31150756985901656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3778010263950106;0.0;0.4232485221632886;0.37662676726457905;0.0;0.38542880059179674;0.0;0.0;0.257732911673192;0.0;0.0;0.0;0.0;0.0;0.0;0.5424449413030017;0.5347642474974905;0.3441416964251768;0.3173391418635162;0.4462319452692069;0.2946779048740996;0.0;0.33416880684843314;0.0;0.0;0.0;0.0;0.0;0.33416880684843314;0.4888542855761867;0.0;0.2545188902742837;0.3173391418635162;0.3957168920768962;0.0;0.0;0.0;0.37081608432596996;0.37081608432596996;0.0;0.4434420295563919;0.0;0.0;0.0;0.257732911673192;0.4403663289562747;0.0;0.0;0.2750478485085872;0.5507318074515959;0.40393361761662355;0.2750478485085872;0.0;0.0;0.0;0.4206526259061079;0.4433138628955245;0.37081608432596996;0.0;0.3440135297643094
GO:0007257;0.5202318283551601;0.6015889316771886;0.3523150570165355;0.36608213623166946;0.0;1.0;0.0;0.38652642450199587;0.0;0.0;0.45319758178427677;0.46693362949356865;0.5211699706551538;0.0;0.31655567254483385;0.0;0.35610924665492577;0.3460849573860687;0.5107298840024354;0.0;0.0;0.0;0.0;0.4348234956752781;0.44950325691908477;0.0;0.30917348026718633;0.0;0.43860722654569734;0.5604003245634087;0.46481214591623865;0.4652816144464905;0.3424703341006592;0.0;0.0;0.2969882883150799;0.0;0.493809152304044;0.0;0.0;0.0;0.293369018685943;0.2774202019796826;0.0;0.6592286036394686;0.385521353800556;0.5303610799770508;0.41000305117939007;0.44798248093132176;0.4219890731726071;0.4610693559699618;0.42741002600012795;0.0;0.4686315686952005;0.0;0.0;0.2414025049521108;0.42464233613863966;0.0;0.0;0.0;0.4652816144464905;0.5253558395831454;0.0;0.41756530308425166;0.3338648717275197;0.0;0.0;0.0;0.4642348360804177;0.0;0.36888680764466075;0.0;0.3856495204614234;0.0;0.0;0.3548755390957965;0.0;0.0;0.0;0.3548755390957965;0.0;0.0;0.337882086511177;0.0;0.36624886547909674;0.41848021590173323;0.0;0.37931772552493564;0.0;0.37931772552493564;0.3638651875125793;0.3258749785912359;0.0;0.3859743869863693;0.0;0.3096943769390868;0.43179610400118645;0.5062003252458748;0.0;0.4912907844319713;0.40073563809933477;0.395276993184517;0.46281290331696734;0.0;0.0;0.4356077275999497;0.36914472200145243;0.0;0.0;0.0;0.43931008890801465;0.3032137416018193;0.5107669839498283;0.43031505993805436;0.29920059069044264;0.2346436367742753;0.0;0.4671347644032508;0.0;0.0;0.0;0.2942498669645995;0.5336605003050625;0.2444883596901516;0.4679683483295877;0.5007940943730846;0.2346436367742753;0.30695653154809616;0.49399420655137133;0.0;0.4939373189649114;0.41898435992998534;0.47294291537820077;0.4343949680691686;0.4939373189649114;0.5037491618767516;0.0;0.254758964990266;0.0;0.35301539389526315;0.0;0.0;0.40609380873174983;0.42778295308980985;0.48420485594690077;0.0;0.5407545759830484;0.0;0.0;0.0;0.40073563809933477;0.37931772552493564;0.5028258869433649;0.2774202019796826;0.45458550765147043;0.0;0.0;0.44397073651332275;0.47809575743627514;0.37526300086636694;0.4990487465422706;0.0;0.0;0.46100151069380485;0.22739123640324654;0.0;0.0;0.0;0.46268473665609994;0.46524067352234816;0.0;0.0;0.400167632028875;0.46693362949356865;0.4328963632934104;0.4209103974256465;0.0;0.0;0.0;0.26675402025138994;0.0;0.0;0.0;0.0;0.0;0.3424703341006592;0.5139554656135917;0.39337006673714675;0.0;0.3917104938491088;0.0;0.0;0.0
GO:0000731;0.0;0.0;0.0;0.0;0.5344667803649499;0.0;1.0;0.0;0.44379841061882996;0.4929346916071884;0.0;0.44379841061882996;0.0;0.4103533667654576;0.0;0.0;0.0;0.0;0.0;0.44501117014961106;0.0;0.4762840023378515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5078749184357338;0.0;0.0;0.0;0.3419008870735769;0.0;0.0;0.0;0.0;0.572958649008704;0.0;0.0;0.3687034416352375;0.5456268753613567;0.0;0.0;0.0;0.0;0.49104525345081695;0.0;0.504132128489457;0.47047279851962315;0.44379841061882996;0.0;0.3675754962855494;0.35873055205849386;0.3213719288392734;0.0;0.3953778295360307;0.0;0.3687034416352375;0.0;0.0;0.57843055099002;0.4606280756037469;0.0;0.5739893992561479;0.44379841061882996;0.0;0.0;0.0;0.0;0.3419008870735769;0.31923965008416033;0.38553310662015444;0.4875167496210015;0.0;0.0;0.5481380202329184;0.44379841061882996;0.0;0.0;0.6679686871769361;0.0;0.44379841061882996;0.0;0.0;0.3459140379849535;0.0;0.31923965008416033;0.0;0.0;0.0;0.35873055205849386;0.0;0.6006637871569411;0.3914899988683763;0.0;0.0;0.0;0.0;0.44379841061882996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44379841061882996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47047279851962315;0.5019688265435053;0.4961461135747384;0.38553310662015444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4774577405886638;0.0;0.5229052363569417;0.5003332636945418;0.0;0.4594543373529346;0.0;0.0;0.31923965008416033;0.0;0.0;0.0;0.0;0.0;0.0;0.7318578861866009;0.6614709075443883;0.44379841061882996;0.44379841061882996;0.54588865946286;0.3687034416352375;0.0;0.4606280756037469;0.0;0.0;0.0;0.0;0.0;0.4606280756037469;0.5952458451707543;0.0;0.3058831900460051;0.44379841061882996;0.5349121273001272;0.0;0.0;0.0;0.47047279851962315;0.47047279851962315;0.0;0.6207218443449491;0.0;0.0;0.0;0.31923965008416033;0.43803383389240863;0.0;0.0;0.3419008870735769;0.7401447523351949;0.47795915437776143;0.3419008870735769;0.0;0.0;0.0;0.6051049388908133;0.5274818382959092;0.47047279851962315;0.0;0.47047279851962315
GO:0045766;0.2050590080028431;0.27286205847575457;0.4180586987637568;0.531302049594735;0.0;0.38652642450199587;0.0;1.0;0.0;0.0;0.365345512379298;0.28732647518258375;0.4652374697733456;0.0;0.3114314555184034;0.0;0.3806948524974962;0.30176964238590726;0.3905395754133725;0.0;0.0;0.0;0.0;0.2692201372490467;0.35359458221246487;0.0;0.34134484997384323;0.0;0.25452279955392026;0.3209858051524176;0.35140298299948763;0.28119718745471345;0.4082139758478805;0.0;0.0;0.3269201943116717;0.0;0.28119718745471345;0.0;0.0;0.0;0.27417086097488985;0.23556080727921286;0.0;0.4310928679530335;0.37090951904786007;0.3897764354089574;0.29668592624798173;0.33457331801457074;0.5138293927038389;0.3476601930532108;0.31400086308337694;0.0;0.25239047226412975;0.0;0.0;0.2290431175937736;0.27001153834718855;0.0;0.0;0.0;0.28119718745471345;0.40245620632696144;0.0;0.30415614016750064;0.240511531005056;0.0;0.0;0.0;0.3682326479844046;0.0;0.2050590080028431;0.0;0.3638651875125793;0.0;0.0;0.19491656936359608;0.0;0.0;0.0;0.19491656936359608;0.0;0.0;0.29872014459117924;0.0;0.35493550840411353;0.40612082854339604;0.0;0.302005807822253;0.0;0.302005807822253;0.5051692985948882;0.42179389606046097;0.0;0.3303452562178156;0.0;0.29198868942672834;0.30787157535550663;0.4598016782356081;0.0;0.3442351311470669;0.28732647518258375;0.27135246453883716;0.4410285703681232;0.0;0.0;0.36448985803812767;0.4488821868314977;0.0;0.0;0.0;0.38514126949156624;0.2980268524396304;0.28684120333210544;0.3442351311470669;0.28684120333210544;0.22783234377034517;0.0;0.25452279955392026;0.0;0.0;0.0;0.25239047226412975;0.5017337287169715;0.23767706668622146;0.3968504787677657;0.2881821295237541;0.22783234377034517;0.287758373837043;0.4403768251996804;0.0;0.49849837396607155;0.28732647518258375;0.38652642450199587;0.3209858051524176;0.3913843108629636;0.3491183640853004;0.0;0.23556080727921286;0.0;0.47475212074781814;0.0;0.0;0.518942662236398;0.28119718745471345;0.45227808435880973;0.0;0.3638651875125793;0.0;0.0;0.0;0.28732647518258375;0.2823757514567406;0.3894167240266139;0.23556080727921286;0.31400086308337694;0.0;0.0;0.30415614016750064;0.387739184032777;0.48811185437101506;0.3741670371436587;0.0;0.0;0.3113032888575359;0.2290431175937736;0.0;0.0;0.0;0.4677029582689164;0.31859930737082415;0.0;0.0;0.3442351311470669;0.28732647518258375;0.578548892426722;0.3386771158373159;0.0;0.0;0.0;0.2671859189058492;0.0;0.0;0.0;0.0;0.0;0.4082139758478805;0.4189308980124647;0.3269201943116717;0.0;0.29668592624798173;0.0;0.0;0.0
GO:0048240;0.0;0.0;0.0;0.0;0.3441416964251768;0.0;0.44379841061882996;0.0;1.0;0.3066549065450889;0.0;0.3855773354389354;0.0;0.22407358170335817;0.0;0.0;0.0;0.0;0.0;0.38679009496971656;0.0;0.41806292715795695;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4496538432558393;0.0;0.0;0.0;0.28367981189368235;0.0;0.0;0.0;0.0;0.35772920928732993;0.0;0.0;0.31048236645534294;0.24138851853875337;0.0;0.0;0.0;0.0;0.4328241782709224;0.0;0.44591105330956243;0.4122517233397286;0.3855773354389354;0.0;0.24138851853875337;0.44186823719952095;0.26315085365937885;0.0;0.3371567543561361;0.0;0.31048236645534294;0.0;0.0;0.2610185749042658;0.4024070004238523;0.0;0.4246546073949561;0.3855773354389354;0.0;0.0;0.44637497268261;0.0;0.28367981189368235;0.2610185749042658;0.32731203144025983;0.3012369645589021;0.0;0.0;0.34933943682064933;0.3855773354389354;0.0;0.0;0.33092665472566934;0.0;0.3855773354389354;0.0;0.0;0.28769296280505896;0.0;0.2610185749042658;0.0;0.0;0.0;0.44186823719952095;0.0;0.45132899529574927;0.33326892368848177;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.0;0.5114057690003564;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4122517233397286;0.0;0.3627866376317942;0.32731203144025983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41923666540876925;0.0;0.46468416117704725;0.30870717847842105;0.0;0.40123326217304006;0.0;0.5022819096235476;0.2610185749042658;0.0;0.0;0.0;0.0;0.0;0.0;0.48458024718554527;0.47689955338003404;0.3855773354389354;0.3855773354389354;0.4876675842829656;0.31048236645534294;0.0;0.5169632061831134;0.0;0.0;0.0;0.0;0.0;0.5169632061831134;0.44591105330956243;0.0;0.24766211486611056;0.5001335411981965;0.3855773354389354;0.0;0.0;0.0;0.4122517233397286;0.4122517233397286;0.0;0.3855773354389354;0.0;0.0;0.0;0.2610185749042658;0.24138851853875337;0.0;0.0;0.28367981189368235;0.4928671133341394;0.41973807919786693;0.28367981189368235;0.0;0.0;0.0;0.28769296280505896;0.28769296280505896;0.4122517233397286;0.0;0.4122517233397286
GO:0018394;0.0;0.0;0.0;0.0;0.39188943216664224;0.0;0.4929346916071884;0.0;0.3066549065450889;1.0;0.0;0.3066549065450889;0.0;0.6937125837617267;0.0;0.0;0.0;0.0;0.0;0.33467022063753077;0.0;0.3847354599055704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37073141436199286;0.0;0.0;0.0;0.26436361319015994;0.0;0.0;0.0;0.0;0.42110387008410355;0.0;0.0;0.2771548992029564;0.3822798844331179;0.0;0.0;0.0;0.0;0.3539017493770759;0.0;0.36698862441571595;0.33332929444588216;0.29116616775182064;0.0;0.31269945939154903;0.2811932781750769;0.2706372095175172;0.0;0.3038292871037496;0.0;0.2771548992029564;0.0;0.0;0.3977686232263862;0.32348457153000587;0.0;0.5276629881686452;0.29116616775182064;0.0;0.0;0.0;0.0;0.26436361319015994;0.2525967707091718;0.29398456418787333;0.5430878620787518;0.0;0.0;0.6037091326906687;0.29116616775182064;0.0;0.0;0.46233040289376837;0.0;0.3066549065450889;0.0;0.0;0.27927115860996504;0.0;0.2525967707091718;0.0;0.0;0.0;0.2811932781750769;0.0;0.5194543905597234;0.33358278135047187;0.0;0.0;0.0;0.0;0.3066549065450889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29116616775182064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3178405556526139;0.3463587893613829;0.4186088396913216;0.29398456418787333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3403142365149228;0.0;0.3857617322832008;0.5332431391628756;0.0;0.3679057949206535;0.0;0.0;0.2525967707091718;0.0;0.0;0.0;0.0;0.0;0.0;0.5140864718083913;0.4907853972320072;0.3066549065450889;0.29116616775182064;0.4087451553891191;0.2771548992029564;0.0;0.3079958327367376;0.0;0.0;0.0;0.0;0.0;0.3079958327367376;0.5140364485735366;0.0;0.2611495917912517;0.29116616775182064;0.4462944228576955;0.0;0.0;0.0;0.33332929444588216;0.33332929444588216;0.0;0.4391241447436371;0.0;0.0;0.0;0.2525967707091718;0.29747719706363324;0.0;0.0;0.26436361319015994;0.5223733379569854;0.3864106119454804;0.26436361319015994;0.0;0.0;0.0;0.4244430111271794;0.3694157513043333;0.33332929444588216;0.0;0.3178405556526139
