"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0051301~cell division"	60	43.1654676258993	5.67387782055146e-63	"SKA1, SPC24, NCAPG, CDC7, BIRC5, NDC80, TPX2, CDK1, CENPW, UBE2S, SPAG5, BUB1B, NCAPG2, KNTC1, TIPIN, KIF2C, OIP5, KIF20B, NEK2, ERCC6L, ZWILCH, NCAPD3, MAD2L1, SMC4, TACC3, ZWINT, FAM83D, NCAPH, CDCA5, AURKA, HELLS, CDCA2, CDCA3, CDCA8, SKA3, KIF18B, MCM5, CCNA2, UBE2C, BUB1, SMC2, KIFC1, KIF11, CENPF, CENPE, FBXO5, PTTG1, SPC25, CCNF, CCNE2, CCNB2, CDC25C, NUF2, CDC25A, TIMELESS, CDC6, CDC20, CCNB1, CKS1B, CKS2"	139	350	16792	20.7095580678314	3.69936833899955e-60	3.69936833899955e-60	8.47517305565e-60
"GOTERM_BP_DIRECT"	"GO:0007067~mitotic nuclear division"	47	33.8129496402878	2.51479179599625e-50	"FAM83D, SKA1, SPC24, CDCA5, BIRC5, NDC80, TPX2, CDK1, AURKA, CENPW, HELLS, CEP55, CDCA2, CENPN, CDCA3, PLK1, BUB1B, ASPM, KIF15, SKA3, PBK, CCNA2, BUB1, NCAPG2, KIF11, CENPF, FBXO5, ANLN, KNTC1, PTTG1, SPC25, CCNF, AURKB, TIPIN, CCNB2, KIF2C, OIP5, CDC25C, KIF20B, NUF2, CDC25A, TIMELESS, CDC6, CDC20, NEK2, ERCC6L, ZWILCH"	139	248	16792	22.8946391274077	1.63964425098955e-47	8.19822125494776e-48	3.75638960585259e-47
"GOTERM_BP_DIRECT"	"GO:0006260~DNA replication"	33	23.7410071942446	2.6650924271982e-36	"GINS4, DNA2, CDC7, RRM2, GINS2, CDC45, CDK1, RFC4, RFC5, POLA1, PCNA, DTL, POLE2, MCM4, MCM6, CDT1, MCM5, POLA2, BRCA1, CHEK1, RFC3, DSCC1, MCM2, MCM10, TIPIN, CDC25C, FEN1, CDC25A, TIMELESS, CDC6, CHAF1B, BRIP1, EXO1"	139	155	16792	25.7199350197262	1.73764026253322e-33	5.79213420844408e-34	3.9808963541643e-33
"GOTERM_BP_DIRECT"	"GO:0007062~sister chromatid cohesion"	28	20.1438848920863	9.74192416113161e-34	"SKA1, ZWINT, SPC24, CDCA5, BIRC5, NDC80, CENPH, CENPN, PLK1, BUB1B, CDCA8, BUB1, CENPK, KIF18A, CENPF, CENPE, KNTC1, SPC25, CENPI, AURKB, KIF2C, CENPA, NUF2, CDC20, ZWILCH, ERCC6L, CENPM, MAD2L1"	139	103	16792	32.8403995250402	6.35173455305781e-31	1.58793363826445e-31	1.45516868307509e-30
"GOTERM_BP_DIRECT"	"GO:0000082~G1/S transition of mitotic cell cycle"	24	17.2661870503597	3.84732126252906e-27	"MCM4, POLE2, MCM6, CDT1, MCM5, POLA2, CDCA5, CDC7, TYMS, PRIM1, RRM2, CDC45, FBXO5, RANBP1, MCM2, CDK1, CDKN3, DHFR, MCM10, CCNE2, CDC25A, CDC6, POLA1, PCNA"	139	102	16792	28.4248836225138	2.50845346316895e-24	5.01690692633789e-25	5.74681276754149e-24
"GOTERM_BP_DIRECT"	"GO:0006270~DNA replication initiation"	14	10.0719424460432	1.31806975545991e-19	"MCM4, POLE2, MCM6, GINS4, MCM5, POLA2, PRIM1, CDC7, CDC45, MCM2, MCM10, CCNE2, CDC6, POLA1"	139	32	16792	52.8525179856115	8.59381480559859e-17	1.43230246759977e-17	1.96882443193943e-16
"GOTERM_BP_DIRECT"	"GO:0007059~chromosome segregation"	17	12.2302158273381	1.77418619410396e-19	"SKA1, SKA3, BRCA1, NDC80, KIF11, TOP2A, CENPF, CENPE, CENPW, SPC25, OIP5, CDCA2, NUF2, CENPN, SPAG5, NEK2, HJURP"	139	68	16792	30.2014388489209	1.15676939855578e-16	1.65252771222255e-17	2.65013373631557e-16
"GOTERM_BP_DIRECT"	"GO:0000070~mitotic sister chromatid segregation"	12	8.63309352517986	3.08451494983622e-17	"KIF18B, ZWINT, CENPA, SPAG5, NUSAP1, PLK1, NEK2, KIFC1, NDC80, MAD2L1, SMC4, ESPL1"	139	25	16792	57.9867625899281	2.01110374729322e-14	2.51387968411652e-15	4.60739529813505e-14
"GOTERM_BP_DIRECT"	"GO:0008283~cell proliferation"	25	17.9856115107914	2.8018006755076e-15	"TACC3, KIF15, FAM83D, E2F8, BUB1, TYMS, CENPF, TPX2, CDK1, MCM10, AURKB, DTYMK, CDC25C, MELK, KIF2C, CDC25A, MKI67, PLK1, UHRF1, POLA1, DLGAP5, BUB1B, PCNA, CKS1B, CKS2"	139	366	16792	8.25175924833903	1.80966353013901e-12	2.01061389759616e-13	4.14113188185183e-12
"GOTERM_BP_DIRECT"	"GO:0000722~telomere maintenance via recombination"	11	7.9136690647482	5.58915816197375e-14	"POLE2, POLA2, FEN1, RFC4, DNA2, RFC5, POLA1, PRIM1, RAD51, RFC3, PCNA"	139	32	16792	41.5269784172662	3.64104302263968e-11	3.64108743156066e-12	8.3411055840088e-11
