"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0030574~collagen catabolic process"	4	36.3636363636364	6.21686826147242e-06	"MMP2, MMP1, MMP9, COL1A2"	11	64	16792	95.4090909090909	0.00171438972599147	0.00171438972599147	0.00820160406636017
"GOTERM_BP_DIRECT"	"GO:0022617~extracellular matrix disassembly"	4	36.3636363636364	1.04504069375937e-05	"MMP2, MMP1, MMP9, DCN"	11	76	16792	80.3444976076555	0.00288017171016708	0.00144112427467102	0.0137863445588193
"GOTERM_BP_DIRECT"	"GO:0050900~leukocyte migration"	4	36.3636363636364	4.3260255722214e-05	"MMP1, MMP9, COL1A2, THBD"	11	122	16792	50.0506706408346	0.0118690888490467	0.00397211979499601	0.0570582098602834
"GOTERM_BP_DIRECT"	"GO:0007566~embryo implantation"	3	27.2727272727273	0.000271360817424817	"MMP2, LIF, MMP9"	11	42	16792	109.038961038961	0.0721690690884599	0.0185521869916823	0.357414684578594
"GOTERM_BP_DIRECT"	"GO:0010574~regulation of vascular endothelial growth factor production"	2	18.1818181818182	0.00238017211345729	"CCL2, IL6"	11	4	16792	763.272727272727	0.481964002731625	0.123257644618528	3.09499750683901
"GOTERM_BP_DIRECT"	"GO:0019221~cytokine-mediated signaling pathway"	3	27.2727272727273	0.00260881964553624	"DCN, CCL2, IL6"	11	131	16792	34.9590562109646	0.513722134420054	0.11322368775905	3.38760436728892
"GOTERM_BP_DIRECT"	"GO:0006508~proteolysis"	4	36.3636363636364	0.00269340545585403	"MMP2, MMP1, MMP9, PLAU"	11	500	16792	12.2123636363636	0.524972612541252	0.100881466386056	3.49564420136388
"GOTERM_BP_DIRECT"	"GO:0007568~aging"	3	27.2727272727273	0.00410074726796702	"DCN, CCL2, IL6"	11	165	16792	27.7553719008264	0.678299160581648	0.132176264312409	5.27691016033355
"GOTERM_BP_DIRECT"	"GO:0001666~response to hypoxia"	3	27.2727272727273	0.00444726737038805	"MMP2, CCL2, PLAU"	11	172	16792	26.6257928118393	0.707760995616694	0.127756833868777	5.71081195578637
"GOTERM_BP_DIRECT"	"GO:0007596~blood coagulation"	3	27.2727272727273	0.00507201616698638	"COL1A2, THBD, PLAU"	11	184	16792	24.8893280632411	0.754249530644085	0.130940651608277	6.48846493713979
"GOTERM_BP_DIRECT"	"GO:0046888~negative regulation of hormone secretion"	2	18.1818181818182	0.0059408709863821	"LIF, IL6"	11	10	16792	305.309090909091	0.806904488394074	0.138867068058555	7.56011638781358
