"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0007166~cell surface receptor signaling pathway"	6	24	1.83201930522024e-05	"CLEC2D, CD28, CD2, LAG3, CD3E, CD3G"	22	274	16792	16.71400132714	0.00252501656915105	0.00252501656915105	0.0215593171609241
"GOTERM_BP_DIRECT"	"GO:0031295~T cell costimulation"	4	16	0.000120732847216947	"ICOS, CD28, CD3E, CD3G"	22	78	16792	39.1421911421911	0.016524093111088	0.00829646219804581	0.142000843581624
"GOTERM_BP_DIRECT"	"GO:0042110~T cell activation"	3	12	0.00155654953182299	"CD2, CD3E, CD3G"	22	47	16792	48.7195357833656	0.19343531938173	0.0691499348979794	1.81666120862776
"GOTERM_BP_DIRECT"	"GO:0042102~positive regulation of T cell proliferation"	3	12	0.00252383275934011	"CD28, CD3E, CD6"	22	60	16792	38.1636363636364	0.294415804485662	0.0834899932268174	2.93031831582832
"GOTERM_BP_DIRECT"	"GO:0001766~membrane raft polarization"	2	8	0.00996314958338573	"CD2, MAL"	22	8	16792	190.818181818182	0.74887632161588	0.241461667122571	11.1167585977424
"GOTERM_BP_DIRECT"	"GO:0046641~positive regulation of alpha-beta T cell proliferation"	2	8	0.0112018753855812	"CD28, CD3E"	22	9	16792	169.616161616162	0.788722378651894	0.228251874803469	12.4168313413069
"GOTERM_BP_DIRECT"	"GO:0010629~negative regulation of gene expression"	3	12	0.012537277208219	"NDFIP2, CD28, CD3E"	22	137	16792	16.71400132714	0.824669307139408	0.220206327240441	13.7988597384139
"GOTERM_BP_DIRECT"	"GO:0045060~negative thymic T cell selection"	2	8	0.0136749001578133	"CD28, CD3E"	22	11	16792	138.776859504132	0.850455051820016	0.211418710723476	14.9604315919262
"GOTERM_BP_DIRECT"	"GO:0050852~T cell receptor signaling pathway"	3	12	0.0145192299316295	"CD28, CD3E, CD3G"	22	148	16792	15.4717444717445	0.867124387378182	0.200892823197657	15.8132567141084
"GOTERM_BP_DIRECT"	"GO:0045086~positive regulation of interleukin-2 biosynthetic process"	2	8	0.0149092024702626	"CD28, CD3E"	22	12	16792	127.212121212121	0.87418739385049	0.187221108978367	16.2045047723862
"GOTERM_BP_DIRECT"	"GO:0050776~regulation of immune response"	3	12	0.0205592490694632	"CLEC2D, CD3E, CD3G"	22	178	16792	12.8641470888662	0.943116359261358	0.229421238387976	21.6894880498549
"GOTERM_BP_DIRECT"	"GO:0035435~phosphate ion transmembrane transport"	2	8	0.0222841802485424	"ANKH, SLC37A3"	22	18	16792	84.8080808080808	0.955398996275797	0.228305533645325	23.2973439672278
"GOTERM_BP_DIRECT"	"GO:0032753~positive regulation of interleukin-4 production"	2	8	0.0247307989569045	"CD28, CD3E"	22	20	16792	76.3272727272727	0.968436707377558	0.233428824856878	25.5261295949136
"GOTERM_BP_DIRECT"	"GO:0055085~transmembrane transport"	3	12	0.0368312483560753	"ANKH, SLC37A3, MAL"	22	244	16792	9.38450074515648	0.99436454456033	0.309200407248952	35.703146111328
"GOTERM_BP_DIRECT"	"GO:0097190~apoptotic signaling pathway"	2	8	0.0851852327820784	"CD28, CD3E"	22	71	16792	21.5006402048656	0.999995387068797	0.559176100644425	64.9311593794873
