"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0051301~cell division"	60	19.1082802547771	7.0872425026022e-41	"SKA1, SPC24, NCAPG, CDC7, BIRC5, NDC80, TPX2, KIF14, CDK1, CDCA7, CENPW, UBE2S, SPAG5, BUB1B, NCAPG2, KNTC1, TIPIN, KIF2C, OIP5, KIF20B, NEK2, ERCC6L, ZWILCH, MAD2L1, TACC3, ZWINT, FAM83D, NCAPH, CDCA5, AURKA, HELLS, CDCA2, CDCA3, CDCA8, SKA3, KIF18B, MCM5, CCNA2, UBE2C, BUB1, SMC2, KIFC1, KIF11, CENPF, CENPE, FBXO5, PTTG1, SPC25, CCNF, CCNE2, CCNB2, CDC25C, NUF2, CDC25A, TIMELESS, CDC6, CDC20, CCNB1, CKS1B, CKS2"	298	350	16792	9.65982742090125	1.12687155791375e-37	1.12687155791375e-37	1.18586966488452e-37
"GOTERM_BP_DIRECT"	"GO:0007067~mitotic nuclear division"	47	14.968152866242	9.08047930792447e-34	"FAM83D, SKA1, SPC24, CDCA5, BIRC5, NDC80, TPX2, CDK1, AURKA, CENPW, HELLS, CEP55, CDCA2, CENPN, CDCA3, PLK1, BUB1B, ASPM, KIF15, SKA3, PBK, CCNA2, BUB1, NCAPG2, KIF11, CENPF, FBXO5, ANLN, KNTC1, PTTG1, SPC25, CCNF, AURKB, TIPIN, CCNB2, KIF2C, OIP5, CDC25C, KIF20B, NUF2, CDC25A, TIMELESS, CDC6, CDC20, NEK2, ERCC6L, ZWILCH"	298	248	16792	10.6790430829184	1.44379620995999e-30	7.21898104979995e-31	1.51938711705229e-30
"GOTERM_BP_DIRECT"	"GO:0006260~DNA replication"	35	11.1464968152866	1.12036094078852e-27	"GINS4, DNA2, CDC7, RRM1, RRM2, GINS2, CDC45, CDK1, RFC4, RFC5, POLA1, PCNA, DTL, POLE2, MCM4, MCM6, CDT1, MCM5, POLA2, BRCA1, RNASEH2A, CHEK1, RFC3, DSCC1, MCM2, MCM10, TIPIN, CDC25C, FEN1, CDC25A, TIMELESS, RMI1, CDC6, BRIP1, EXO1"	298	155	16792	12.7239662264559	1.78137389585374e-24	5.93791298617915e-25	1.87463890633737e-24
"GOTERM_BP_DIRECT"	"GO:0007062~sister chromatid cohesion"	28	8.9171974522293	2.05469625241372e-24	"ZWINT, SKA1, SPC24, CDCA5, BIRC5, NDC80, CENPH, CENPN, PLK1, BUB1B, CDCA8, BUB1, CENPK, KIF18A, CENPF, CENPE, KNTC1, SPC25, CENPI, AURKB, KIF2C, CENPA, NUF2, CDC20, ZWILCH, ERCC6L, CENPM, MAD2L1"	298	103	16792	15.3181729328207	3.26696704133782e-21	8.16741760334454e-22	3.43801126516372e-21
"GOTERM_BP_DIRECT"	"GO:0000082~G1/S transition of mitotic cell cycle"	23	7.32484076433121	4.07121961586501e-18	"MCM4, POLE2, MCM6, CDT1, MCM5, POLA2, CDCA5, CDC7, TYMS, PRIM1, RRM2, CDC45, FBXO5, MCM2, CDK1, CDKN3, DHFR, MCM10, CCNE2, CDC25A, CDC6, POLA1, PCNA"	298	102	16792	12.7061455454665	6.47323918922536e-15	1.29464783784507e-15	6.81214991552001e-15
"GOTERM_BP_DIRECT"	"GO:0006270~DNA replication initiation"	14	4.45859872611465	3.31498610788266e-15	"MCM4, POLE2, MCM6, GINS4, MCM5, POLA2, PRIM1, CDC7, CDC45, MCM2, MCM10, CCNE2, CDC6, POLA1"	298	32	16792	24.6526845637584	5.295763827462e-12	8.82627304576999e-13	5.57331958361829e-12
"GOTERM_BP_DIRECT"	"GO:0007059~chromosome segregation"	17	5.4140127388535	3.93310284459105e-14	"SKA1, SKA3, BRCA1, NDC80, KIF11, TOP2A, CENPF, CENPE, CENPW, SPC25, OIP5, CDCA2, NUF2, CENPN, SPAG5, NEK2, HJURP"	298	68	16792	14.0872483221476	6.24900131640516e-11	8.92719231870842e-12	6.5758509748548e-11
"GOTERM_BP_DIRECT"	"GO:0008283~cell proliferation"	31	9.87261146496815	2.8162726844589e-12	"TACC3, CSF1R, FAM83D, TYMS, TPX2, LY86, CDK1, STIL, MELK, SYK, TCF19, PLK1, UHRF1, POLA1, BUB1B, PCNA, TGFBI, KIF15, E2F8, BUB1, CENPF, FES, AURKB, MCM10, KIF2C, CDC25C, CDC25A, MKI67, DLGAP5, CKS1B, CKS2"	298	366	16792	4.77272893974401	4.47792136704095e-09	5.59740143124543e-10	4.71236383248197e-09
"GOTERM_BP_DIRECT"	"GO:0000070~mitotic sister chromatid segregation"	11	3.5031847133758	6.66125251681119e-12	"KIF18B, ZWINT, CENPA, SPAG5, NUSAP1, PLK1, NEK2, KIFC1, NDC80, MAD2L1, ESPL1"	298	25	16792	24.7935570469799	1.05913510184408e-08	1.17681675515513e-09	1.11458731133496e-08
"GOTERM_BP_DIRECT"	"GO:0006271~DNA strand elongation involved in DNA replication"	9	2.86624203821656	5.03898692431328e-11	"GINS4, POLA2, RFC4, POLA1, GINS1, PRIM1, GINS2, RFC3, PCNA"	298	15	16792	33.8093959731544	8.01199607769476e-08	8.01199639965944e-09	8.43146996665212e-08
"GOTERM_BP_DIRECT"	"GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle"	10	3.18471337579618	9.87232572948866e-11	"DHFR, CDT1, CDC6, POLA1, TYMS, RRM2, PCNA, CDC45, FBXO5, CDK1"	298	23	16792	24.4995622993872	1.56969958031716e-07	1.42699971839022e-08	1.65188240863756e-07
"GOTERM_BP_DIRECT"	"GO:0000722~telomere maintenance via recombination"	11	3.5031847133758	1.17827560644802e-10	"POLE2, POLA2, FEN1, RFC4, DNA2, RFC5, POLA1, PRIM1, RAD51, RFC3, PCNA"	298	32	16792	19.369966442953	1.87345748026146e-07	1.56121470196169e-08	1.97154381709197e-07
"GOTERM_BP_DIRECT"	"GO:0000281~mitotic cytokinesis"	10	3.18471337579618	1.1022051036826e-09	"CEP55, CENPA, RACGAP1, NUSAP1, STMN1, KIF23, PLK1, KIF20A, KIF4A, ANLN"	298	29	16792	19.4306873408933	1.75250458223086e-06	1.34808153862132e-07	1.8442597227164e-06
"GOTERM_BP_DIRECT"	"GO:0007018~microtubule-based movement"	13	4.14012738853503	1.78867245347986e-08	"KIF18B, KIF15, KIF2C, KIF20B, RACGAP1, KIF18A, KIF23, KIFC1, KIF11, KIF20A, CENPE, KIF4A, KIF14"	298	81	16792	9.04366558952689	2.84394878724559e-05	2.03141881394142e-06	2.99288772098727e-05
"GOTERM_BP_DIRECT"	"GO:0007052~mitotic spindle organization"	9	2.86624203821656	3.63826540285989e-08	"STIL, SPC25, GPSM2, STMN1, KIF11, NDC80, CCNB1, TTK, AURKA"	298	30	16792	16.9046979865772	5.78467477256872e-05	3.85655395773732e-06	6.08770947874149e-05
"GOTERM_BP_DIRECT"	"GO:0000731~DNA synthesis involved in DNA repair"	9	2.86624203821656	1.35480639156715e-07	"BRCA1, RMI1, DNA2, POLA1, RAD51, RAD51AP1, RFC3, BRIP1, EXO1"	298	35	16792	14.4897411313519	0.000215391030864098	1.34632987967009e-05	0.00022669212866866
"GOTERM_BP_DIRECT"	"GO:0000086~G2/M transition of mitotic cell cycle"	15	4.77707006369427	1.45581244901884e-07	"BIRC5, CHEK1, FOXM1, TPX2, AURKA, CDK1, HMMR, MELK, CCNB2, CDC25C, CDC25A, NEK2, PLK1, CCNB1, PLK4"	298	137	16792	6.16959780532014	0.000231447408231666	1.3616036495967e-05	0.000243592884530131
"GOTERM_BP_DIRECT"	"GO:0007080~mitotic metaphase plate congression"	9	2.86624203821656	2.1551789075131e-07	"CDCA8, CEP55, KIF2C, KIF18A, CDCA5, KIFC1, CCNB1, CENPE, KIF14"	298	37	16792	13.7065118810085	0.000342614777375849	1.90372345244549e-05	0.000360613730254755
"GOTERM_BP_DIRECT"	"GO:0034080~CENP-A containing nucleosome assembly"	9	2.86624203821656	7.38241445230012e-07	"CENPW, CENPI, OIP5, CENPA, CENPN, CENPK, HJURP, CENPM, CENPH"	298	43	16792	11.7939753394725	0.00117311569230416	6.17772670291616e-05	0.00123525200524943
"GOTERM_BP_DIRECT"	"GO:0045087~innate immune response"	25	7.96178343949045	7.40977931893962e-07	"CLEC4A, CSF1R, NCF2, PADI4, NOD2, FGR, CLEC7A, CLEC4E, S100A9, S100A12, CD1D, LY86, FES, CD14, TYROBP, NCF1, SYK, TLR4, FCER1G, PGLYRP1, APOBEC3A, APOBEC3B, TLR2, CYBB, TLR8"	298	430	16792	3.27610426096457	0.00117746159568044	5.89060323823443e-05	0.00123983076604217
