"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0050900~leukocyte migration"	7	8.97435897435897	1.07222797093434e-05	"OLR1, FPR3, ATP1B2, CD58, ATP1B1, SLC7A8, SLC7A11"	70	122	16792	13.7639344262295	0.00568804485347074	0.00568804485347074	0.0155740353645184
"GOTERM_BP_DIRECT"	"GO:0007155~cell adhesion"	11	14.1025641025641	1.69476262313562e-05	"CD151, OLR1, ATP1B2, NRP2, CD58, ATP1B1, ALCAM, CD9, GPNMB, ADAM12, ADAM9"	70	459	16792	5.748895113601	0.00897568938654902	0.00449796051768381	0.0246152707623293
"GOTERM_BP_DIRECT"	"GO:0007166~cell surface receptor signaling pathway"	8	10.2564102564103	0.000129785836356323	"CD151, TACSTD2, CD274, GPR157, TSPAN33, CD9, IL1R1, CALCRL"	70	274	16792	7.00396246089677	0.0667204945945326	0.0227539816350274	0.188361290911687
"GOTERM_BP_DIRECT"	"GO:0001525~angiogenesis"	7	8.97435897435897	0.000306091740321583	"FZD5, JAG1, RAMP1, NRP2, TGFA, NRP1, CALCRL"	70	223	16792	7.53004484304933	0.150294731910011	0.0398986558438132	0.443709078420562
"GOTERM_BP_DIRECT"	"GO:0048007~antigen processing and presentation, exogenous lipid antigen via MHC class Ib"	3	3.84615384615385	0.000344839624956796	"CD1A, CD1B, CD1E"	70	7	16792	102.808163265306	0.167636736755142	0.0360320808298268	0.49974691213468
"GOTERM_BP_DIRECT"	"GO:0006865~amino acid transport"	4	5.12820512820513	0.000395525057639934	"SLC6A6, SLC36A1, SLC7A8, SLC7A11"	70	35	16792	27.4155102040816	0.189789310544265	0.0344687642852948	0.573004688647927
"GOTERM_BP_DIRECT"	"GO:0031623~receptor internalization"	4	5.12820512820513	0.000728469799378722	"RAMP1, TFRC, CD9, CALCRL"	70	43	16792	22.314950166113	0.321375388755185	0.053878118982992	1.05297654240578
"GOTERM_BP_DIRECT"	"GO:0048846~axon extension involved in axon guidance"	3	3.84615384615385	0.00106947109351698	"NRP2, NRP1, ALCAM"	70	12	16792	59.9714285714286	0.434057661405777	0.0686851602690667	1.54232558184413
"GOTERM_BP_DIRECT"	"GO:0002250~adaptive immune response"	5	6.41025641025641	0.00321356457024943	"TNFRSF11A, ALCAM, CD1A, CD1B, CD1E"	70	148	16792	8.1042471042471	0.819562213170883	0.173258532736776	4.56791551117077
"GOTERM_BP_DIRECT"	"GO:0031295~T cell costimulation"	4	5.12820512820513	0.00405342943362182	"HLA-DQA1, HLA-DQB1, CD274, PDCD1LG2"	70	78	16792	12.3018315018315	0.884767881380644	0.194329699176514	5.72929494716216
"GOTERM_BP_DIRECT"	"GO:0034612~response to tumor necrosis factor"	3	3.84615384615385	0.00469652608847342	"TNFRSF11A, CXCL16, ADAM9"	70	25	16792	28.7862857142857	0.918278452413897	0.203617867890231	6.60966834069601
"GOTERM_BP_DIRECT"	"GO:0006955~immune response"	7	8.97435897435897	0.00759833778678603	"HLA-DQA1, HLA-DQB1, CD274, CD1A, PDCD1LG2, IL1R1, CD1E"	70	421	16792	3.98859857482185	0.982712150801174	0.286908794330109	10.4877577295284
"GOTERM_BP_DIRECT"	"GO:1904835~dorsal root ganglion morphogenesis"	2	2.56410256410256	0.00820155815797025	"NRP2, NRP1"	70	2	16792	239.885714285714	0.987489913191803	0.286103242376217	11.2748615668194
