"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules"	15	9.43396226415094	1.55171108803348e-10	"CDH5, PCDH10, ROBO2, PCDHB16, PCDHB4, PCDHB15, PCDHB10, PCDHB8, CADM2, PCDHB14, PCDHA3, PCDH9, CD200, CELSR1, PCDH20"	152	158	16792	10.4880079946702	1.15602461492337e-07	1.15602461492337e-07	2.35958719230211e-07
"GOTERM_BP_DIRECT"	"GO:0007155~cell adhesion"	21	13.2075471698113	5.5342030247401e-09	"CDH5, PTPRK, NLGN1, PCDH10, NCAM2, FREM2, NLGN4Y, EPHA3, ROBO2, CD24, SSPN, SELE, CD22, CD72, PCDHB4, PCDHB15, ITGB6, GP5, CNTNAP3, PCDHA3, CHL1"	152	459	16792	5.05435156518748	4.12297273555406e-06	2.06148849268839e-06	8.4155064250524e-06
"GOTERM_BP_DIRECT"	"GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"	6	3.77358490566038	3.12071821052581e-07	"HLA-DPA1, HLA-DOA, HLA-DPB1, HLA-DOB, HLA-DMA, HLA-DRA"	152	17	16792	38.9907120743034	0.000232466518431229	7.74948447729296e-05	0.000474546506956663
"GOTERM_BP_DIRECT"	"GO:0007416~synapse assembly"	8	5.0314465408805	1.20159238192615e-06	"PCDHB10, NRXN3, NLGN1, PCDHB14, NLGN4Y, PCDHB16, PCDHB4, SLITRK6"	152	61	16792	14.48835202761	0.000894786302136019	0.000223771674973339	0.0018271687039606
"GOTERM_BP_DIRECT"	"GO:0007158~neuron cell-cell adhesion"	5	3.14465408805031	1.0513505559665e-05	"NCAM2, NRXN3, NLGN1, NLGN4Y, ASTN1"	152	16	16792	34.5230263157895	0.0078020079140142	0.00156529421033536	0.0159860182578075
"GOTERM_BP_DIRECT"	"GO:0007200~phospholipase C-activating G-protein coupled receptor signaling pathway"	7	4.40251572327044	2.78801849335444e-05	"MC3R, EDNRB, HTR1E, LHCGR, AGTR1, F2RL3, NMBR"	152	66	16792	11.7169059011164	0.0205567953751706	0.00345585263567538	0.0423872102354284
"GOTERM_BP_DIRECT"	"GO:0007204~positive regulation of cytosolic calcium ion concentration"	9	5.66037735849057	2.84379409770976e-05	"HRH4, EDNRB, CCR6, CD52, AGTR1, CD24, CCR9, GPR6, AVPR1A"	152	134	16792	7.41987431264729	0.020963708608842	0.00302207677357269	0.043235014772991
"GOTERM_BP_DIRECT"	"GO:0007187~G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	6	3.77358490566038	5.6032365211046e-05	"MC3R, HTR1E, LHCGR, CNR1, CHRM2, NPY1R"	152	46	16792	14.4096109839817	0.0408859465771857	0.00520456925680002	0.0851709122961175
"GOTERM_BP_DIRECT"	"GO:0007268~chemical synaptic transmission"	11	6.91823899371069	6.35432372392165e-05	"PCDHB10, GRM5, HTR1E, KCND2, PCDHB14, KCNMB3, GABRA5, PCDHB16, PLP1, PCDHB4, GJC1"	152	240	16792	5.06337719298246	0.0462380966323829	0.00524632481089637	0.0965825155647693
"GOTERM_BP_DIRECT"	"GO:0006814~sodium ion transport"	7	4.40251572327044	8.91556570455109e-05	"SLC5A7, SCN3A, SLC17A6, SLC12A1, SCN1A, SLC13A1, SLC6A15"	152	81	16792	9.54710851202079	0.0642659014198973	0.00662038063252779	0.135487453595651
