"Category"	"Term"	"Count"	"X."	"PValue"	"Genes"	"List.Total"	"Pop.Hits"	"Pop.Total"	"Fold.Enrichment"	"Bonferroni"	"Benjamini"	"FDR"
"GOTERM_BP_DIRECT"	"GO:0042127~regulation of cell proliferation"	3	30	0.0041304836428312	"FYN, TCF7, LCK"	10	185	16792	27.2302702702703	0.559361053972299	0.559361053972299	5.04747597233531
"GOTERM_BP_DIRECT"	"GO:0007166~cell surface receptor signaling pathway"	3	30	0.00885436116681086	"MAPK14, CD37, IL7R"	10	274	16792	18.385401459854	0.828122145851747	0.585418458987555	10.5321664355634
"GOTERM_BP_DIRECT"	"GO:0042523~positive regulation of tyrosine phosphorylation of Stat5 protein"	2	20	0.0090768249515142	"IL23A, FYN"	10	17	16792	197.552941176471	0.835594200775575	0.452178535941935	10.7831242852528
"GOTERM_BP_DIRECT"	"GO:0050690~regulation of defense response to virus by virus"	2	20	0.014910968034947	"FYN, LCK"	10	28	16792	119.942857142857	0.948932363263243	0.524624888695535	17.1377849687186
"GOTERM_BP_DIRECT"	"GO:0030217~T cell differentiation"	2	20	0.0159684347157964	"LCK, IL7R"	10	30	16792	111.946666666667	0.958715418288687	0.471362974379451	18.2439982288435
"GOTERM_BP_DIRECT"	"GO:0045087~innate immune response"	3	30	0.0209063124827368	"IL23A, FYN, LCK"	10	430	16792	11.7153488372093	0.984752395752607	0.502033337913775	23.2319039335289
"GOTERM_BP_DIRECT"	"GO:0038083~peptidyl-tyrosine autophosphorylation"	2	20	0.021240647668211	"FYN, LCK"	10	40	16792	83.96	0.985749400673311	0.455168917970695	23.559288464832
"GOTERM_BP_DIRECT"	"GO:0000902~cell morphogenesis"	2	20	0.0327512284039263	"MAPK14, IL7R"	10	62	16792	54.1677419354839	0.99863050328634	0.561398488194798	34.0773766556382
"GOTERM_BP_DIRECT"	"GO:0048010~vascular endothelial growth factor receptor signaling pathway"	2	20	0.0379434140480968	"MAPK14, FYN"	10	72	16792	46.6444444444445	0.999528238860249	0.573014060809118	38.3712036278291
"GOTERM_BP_DIRECT"	"GO:0031295~T cell costimulation"	2	20	0.0410468198017862	"FYN, LCK"	10	78	16792	43.0564102564103	0.999751179623433	0.563897481939785	40.8132070795525
"GOTERM_BP_DIRECT"	"GO:0014066~regulation of phosphatidylinositol 3-kinase signaling"	2	20	0.0410468198017862	"FYN, LCK"	10	78	16792	43.0564102564103	0.999751179623433	0.563897481939785	40.8132070795525
"GOTERM_BP_DIRECT"	"GO:0006928~movement of cell or subcellular component"	2	20	0.0451708507001249	"MAPK14, ARHGDIB"	10	86	16792	39.0511627906977	0.999894005721427	0.564826903358774	43.9206255095166
"GOTERM_BP_DIRECT"	"GO:0046854~phosphatidylinositol phosphorylation"	2	20	0.0492791090609423	"FYN, LCK"	10	94	16792	35.7276595744681	0.999954866257408	0.565614707596424	46.8662714879637
"GOTERM_BP_DIRECT"	"GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway"	2	20	0.0503037153847516	"FYN, LCK"	10	96	16792	34.9833333333333	0.999963543219312	0.544384666117098	47.5783941541984
"GOTERM_BP_DIRECT"	"GO:0048015~phosphatidylinositol-mediated signaling"	2	20	0.0554120385709892	"FYN, LCK"	10	106	16792	31.6830188679245	0.99998746869084	0.553463577226348	50.999566045763
"GOTERM_BP_DIRECT"	"GO:0030168~platelet activation"	2	20	0.05998863137902	"FYN, LCK"	10	115	16792	29.2034782608696	0.999995209785102	0.558066422602887	53.8888933923558
"GOTERM_BP_DIRECT"	"GO:0050900~leukocyte migration"	2	20	0.0635345656413739	"FYN, LCK"	10	122	16792	27.527868852459	0.999997733441824	0.556176361563317	56.0188349455065
"GOTERM_BP_DIRECT"	"GO:0050852~T cell receptor signaling pathway"	2	20	0.0766013146405923	"FYN, LCK"	10	148	16792	22.6918918918919	0.99999985969541	0.604736619091683	63.1103868616554
"GOTERM_BP_DIRECT"	"GO:0016477~cell migration"	2	20	0.0885188199379026	"LCP1, FYN"	10	172	16792	19.5255813953488	0.999999989283678	0.639234694458465	68.6448022781588
