id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0007143	female meiotic nuclear division	1	0.89	0.80	9.47	65.97
GO:0045087	innate immune response	13	0.68	0.59	8.16	26.47
GO:0009987	cellular process	112	0.09	0.05	0.84	3.37
GO:0007194	negative regulation of adenylate cyclase activity	1	0.89	0.89	9.59	6285.12
GO:0065008	regulation of biological quality	27	0.28	0.26	3.48	4.47
GO:0050789	regulation of biological process	99	0.09	0.17	1.80	4.47
GO:0051336	regulation of hydrolase activity	15	0.46	0.48	6.24	9.25
GO:0007194	negative regulation of adenylate cyclase activity	1	0.89	0.89	9.59	6285.12
GO:0065008	regulation of biological quality	27	0.28	0.26	3.48	4.47
GO:0050789	regulation of biological process	99	0.09	0.17	1.80	4.47
GO:0051336	regulation of hydrolase activity	15	0.46	0.48	6.24	9.25
GO:0008104	protein localization	27	0.40	0.40	5.07	7.46
GO:0006810	transport	41	0.28	0.34	3.95	7.46
