id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	2093	0.00	0.00	0.00	0.00
GO:0051345	positive regulation of hydrolase activity	163	0.57	0.57	7.42	32.99
GO:0010544	negative regulation of platelet activation	7	0.89	0.84	9.59	379.90
GO:0033674	positive regulation of kinase activity	136	0.61	0.70	8.62	265.90
GO:0001916	positive regulation of T cell mediated cytotoxicity	14	0.87	0.83	9.52	365.14
GO:0050789	regulation of biological process	1562	0.09	0.17	1.80	4.47
GO:0051345	positive regulation of hydrolase activity	163	0.57	0.57	7.42	32.99
GO:0010544	negative regulation of platelet activation	7	0.89	0.84	9.59	379.90
GO:0033674	positive regulation of kinase activity	136	0.61	0.70	8.62	265.90
GO:0001916	positive regulation of T cell mediated cytotoxicity	14	0.87	0.83	9.52	365.14
GO:0050789	regulation of biological process	1562	0.09	0.17	1.80	4.47
