id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048584	positive regulation of response to stimulus	505	0.35	0.42	4.95	23.46
GO:0048519	negative regulation of biological process	751	0.21	0.30	3.07	7.96
GO:0080090	regulation of primary metabolic process	774	0.24	0.37	3.95	10.74
GO:0002376	immune system process	574	0.38	0.19	3.93	3.37
GO:0009966	regulation of signal transduction	555	0.33	0.45	5.35	37.59
GO:0007166	cell surface receptor signaling pathway	551	0.43	0.51	5.91	23.17
GO:0009893	positive regulation of metabolic process	544	0.32	0.41	4.71	22.55
GO:0032268	regulation of cellular protein metabolic process	410	0.37	0.51	6.13	70.76
GO:0031324	negative regulation of cellular metabolic process	355	0.34	0.46	5.46	80.35
GO:0042221	response to chemical	466	0.32	0.29	4.12	6.14
GO:0050793	regulation of developmental process	462	0.26	0.33	3.95	7.96
GO:0002682	regulation of immune system process	458	0.32	0.36	4.60	7.96
GO:0048869	cellular developmental process	429	0.32	0.29	4.16	13.85
GO:0051128	regulation of cellular component organization	381	0.30	0.40	4.57	12.04
GO:0044093	positive regulation of molecular function	339	0.43	0.41	5.23	6.77
GO:0008285	negative regulation of cell proliferation	156	0.56	0.57	7.31	43.61
GO:0008284	positive regulation of cell proliferation	239	0.56	0.57	7.27	43.45
GO:0051049	regulation of transport	324	0.31	0.40	4.67	10.45
GO:1905952	regulation of lipid localization	31	0.51	0.51	6.78	10.45
GO:0022607	cellular component assembly	320	0.39	0.39	5.06	14.95
GO:0030154	cell differentiation	294	0.39	0.39	5.18	16.68
GO:0035556	intracellular signal transduction	294	0.51	0.55	6.92	23.17
GO:0043066	negative regulation of apoptotic process	203	0.56	0.63	7.79	81.07
GO:0043065	positive regulation of apoptotic process	134	0.56	0.63	7.81	80.91
GO:0032940	secretion by cell	270	0.48	0.53	6.33	20.46
GO:0043933	protein-containing complex subunit organization	257	0.43	0.41	5.44	14.95
GO:0042592	homeostatic process	236	0.45	0.42	5.70	8.64
GO:0051704	multi-organism process	230	0.29	0.15	3.12	3.37
GO:0010629	negative regulation of gene expression	208	0.47	0.56	6.74	59.05
GO:0030334	regulation of cell migration	204	0.48	0.56	7.11	36.74
GO:0050920	regulation of chemotaxis	70	0.54	0.56	7.31	25.01
GO:0006351	transcription, DNA-templated	201	0.57	0.68	8.45	581.39
GO:0016477	cell migration	200	0.47	0.48	6.31	17.13
GO:0007186	G-protein coupled receptor signaling pathway	193	0.55	0.57	7.20	23.17
GO:0003065	positive regulation of heart rate by epinephrine	1	0.89	0.84	9.50	125.79
GO:0001817	regulation of cytokine production	189	0.40	0.45	5.78	11.79
GO:0007162	negative regulation of cell adhesion	77	0.57	0.57	7.40	38.27
GO:0045785	positive regulation of cell adhesion	130	0.58	0.54	7.23	21.97
GO:0008104	protein localization	184	0.40	0.40	5.07	7.46
GO:0009628	response to abiotic stimulus	139	0.46	0.35	5.43	6.14
GO:0032989	cellular component morphogenesis	93	0.56	0.48	7.27	42.57
GO:0048729	tissue morphogenesis	49	0.49	0.44	5.81	10.94
GO:0010469	regulation of signaling receptor activity	122	0.59	0.62	7.95	48.62
GO:0030029	actin filament-based process	65	0.59	0.42	6.58	7.39
GO:0023052	signaling	54	0.53	0.26	5.25	3.37
GO:0030213	hyaluronan biosynthetic process	1	1.00	0.88	9.63	506.70
GO:0006631	fatty acid metabolic process	48	0.54	0.62	7.85	91.02
GO:0043687	post-translational protein modification	48	0.65	0.67	8.51	151.15
GO:0034330	cell junction organization	44	0.66	0.53	7.92	14.95
GO:0007610	behavior	38	0.48	0.24	4.72	3.37
GO:0031099	regeneration	33	0.70	0.55	7.89	11.73
GO:2000379	positive regulation of reactive oxygen species metabolic process	31	0.78	0.71	9.25	112.72
GO:0001701	in utero embryonic development	25	1.00	0.85	9.63	22.50
GO:0051781	positive regulation of cell division	24	0.68	0.63	8.44	42.29
GO:0007050	cell cycle arrest	21	0.81	0.73	9.29	55.62
GO:0034976	response to endoplasmic reticulum stress	19	0.68	0.59	8.28	29.00
GO:0045124	regulation of bone resorption	16	0.89	0.77	9.38	23.48
GO:0008593	regulation of Notch signaling pathway	14	0.81	0.73	9.41	41.85
GO:0060560	developmental growth involved in morphogenesis	13	0.60	0.50	7.06	15.00
GO:0006914	autophagy	12	0.67	0.59	8.40	37.75
GO:0018149	peptide cross-linking	11	0.60	0.65	8.12	151.15
GO:0009308	amine metabolic process	9	0.53	0.51	6.96	23.64
GO:0007597	blood coagulation, intrinsic pathway	8	1.00	0.82	9.63	55.79
GO:0050999	regulation of nitric-oxide synthase activity	7	0.89	0.77	9.41	24.72
GO:0043277	apoptotic cell clearance	5	1.00	0.85	9.63	28.44
GO:0060355	positive regulation of cell adhesion molecule production	3	1.00	0.79	9.63	40.68
GO:0001300	chronological cell aging	2	1.00	0.75	9.63	26.14
GO:0045112	integrin biosynthetic process	1	0.93	0.76	9.49	39.16
