id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048518	positive regulation of biological process	694	0.21	0.30	3.05	7.96
GO:1901564	organonitrogen compound metabolic process	437	0.23	0.31	3.63	19.40
GO:0007166	cell surface receptor signaling pathway	416	0.43	0.51	5.91	23.17
GO:0009966	regulation of signal transduction	401	0.33	0.45	5.35	37.59
GO:0065008	regulation of biological quality	349	0.28	0.26	3.48	4.47
GO:0051246	regulation of protein metabolic process	327	0.34	0.46	5.46	41.09
GO:0010629	negative regulation of gene expression	139	0.47	0.56	6.74	59.05
GO:0006355	regulation of transcription, DNA-templated	292	0.40	0.60	6.84	245.35
GO:0010033	response to organic substance	319	0.35	0.37	4.75	9.28
GO:0009628	response to abiotic stimulus	100	0.46	0.35	5.43	6.14
GO:0006950	response to stress	315	0.39	0.32	4.70	6.14
GO:0051128	regulation of cellular component organization	272	0.30	0.40	4.57	12.04
GO:0042127	regulation of cell proliferation	257	0.45	0.48	6.03	12.04
GO:0016192	vesicle-mediated transport	253	0.52	0.51	6.57	10.99
GO:0044267	cellular protein metabolic process	251	0.34	0.46	5.57	80.87
GO:0050776	regulation of immune response	238	0.38	0.44	5.64	22.45
GO:0045595	regulation of cell differentiation	220	0.34	0.42	5.25	23.33
GO:0035556	intracellular signal transduction	214	0.51	0.55	6.92	23.17
GO:0043085	positive regulation of catalytic activity	209	0.48	0.49	6.15	18.32
GO:0045055	regulated exocytosis	177	0.69	0.69	8.57	38.47
GO:0051130	positive regulation of cellular component organization	144	0.42	0.50	5.95	43.84
GO:0060627	regulation of vesicle-mediated transport	70	0.48	0.53	6.81	26.12
GO:0051130	positive regulation of cellular component organization	144	0.42	0.50	5.95	43.84
GO:0060627	regulation of vesicle-mediated transport	70	0.48	0.53	6.81	26.12
GO:0031953	negative regulation of protein autophosphorylation	4	0.93	0.88	9.60	780.33
GO:0031401	positive regulation of protein modification process	170	0.51	0.63	7.86	366.05
GO:0051271	negative regulation of cellular component movement	52	0.55	0.56	7.36	52.39
GO:2000145	regulation of cell motility	164	0.47	0.52	6.88	34.54
GO:0007186	G-protein coupled receptor signaling pathway	164	0.55	0.57	7.20	23.17
GO:0019221	cytokine-mediated signaling pathway	160	0.60	0.63	7.60	26.50
GO:0060548	negative regulation of cell death	141	0.54	0.56	7.27	41.94
GO:1901216	positive regulation of neuron death	17	0.81	0.73	9.26	58.38
GO:0006952	defense response	150	0.56	0.48	6.67	9.54
GO:0055085	transmembrane transport	138	0.41	0.46	5.44	10.99
GO:0050900	leukocyte migration	125	0.60	0.59	8.02	26.94
GO:0006629	lipid metabolic process	118	0.37	0.38	5.19	18.42
GO:0055065	metal ion homeostasis	109	0.57	0.64	7.90	34.21
GO:0030004	cellular monovalent inorganic cation homeostasis	14	0.70	0.72	9.09	105.28
GO:0050863	regulation of T cell activation	96	0.52	0.61	7.60	29.19
GO:0042493	response to drug	95	0.47	0.43	5.84	9.28
GO:0015031	protein transport	95	0.48	0.59	6.99	54.46
GO:0002237	response to molecule of bacterial origin	94	0.69	0.59	8.74	31.75
GO:0015672	monovalent inorganic cation transport	60	0.67	0.66	8.33	15.42
GO:0006816	calcium ion transport	38	0.67	0.71	8.69	35.67
GO:0045596	negative regulation of cell differentiation	92	0.44	0.51	6.50	82.79
GO:0006508	proteolysis	86	0.55	0.57	7.34	47.86
GO:0051604	protein maturation	22	0.59	0.59	7.61	47.86
GO:0019752	carboxylic acid metabolic process	87	0.32	0.45	5.31	42.50
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	86	0.58	0.64	7.56	28.11
GO:0060326	cell chemotaxis	85	0.64	0.61	8.15	30.29
GO:0050727	regulation of inflammatory response	73	0.53	0.59	7.40	31.59
GO:0050708	regulation of protein secretion	70	0.54	0.62	7.86	96.15
GO:1901342	regulation of vasculature development	63	0.58	0.58	7.71	27.38
GO:0120035	regulation of plasma membrane bounded cell projection organization	62	0.51	0.58	7.05	17.28
GO:0015711	organic anion transport	60	0.43	0.54	6.27	28.20
GO:0007162	negative regulation of cell adhesion	54	0.57	0.57	7.40	38.27
GO:0009615	response to virus	52	0.74	0.66	8.80	27.27
GO:0032956	regulation of actin cytoskeleton organization	52	0.56	0.63	7.72	34.12
