id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0048522	positive regulation of cellular process	1255	0.24	0.37	3.90	23.85
GO:0006464	cellular protein modification process	819	0.34	0.49	5.84	147.03
GO:0009059	macromolecule biosynthetic process	788	0.43	0.46	5.85	36.03
GO:0006996	organelle organization	581	0.39	0.39	5.17	14.95
GO:0045595	regulation of cell differentiation	398	0.34	0.42	5.25	23.33
GO:0015031	protein transport	395	0.48	0.59	6.99	54.46
GO:0045893	positive regulation of transcription, DNA-templated	386	0.52	0.67	8.14	1208.12
GO:0006811	ion transport	262	0.38	0.44	5.19	10.99
GO:0043066	negative regulation of apoptotic process	241	0.56	0.63	7.79	81.07
GO:0007010	cytoskeleton organization	218	0.52	0.51	6.76	18.35
GO:0043312	neutrophil degranulation	154	1.00	0.90	9.63	132.80
GO:0009117	nucleotide metabolic process	122	0.44	0.57	7.31	170.44
GO:0006091	generation of precursor metabolites and energy	106	0.53	0.46	6.54	17.52
GO:0006888	ER to Golgi vesicle-mediated transport	73	1.00	0.82	9.63	49.13
GO:0065004	protein-DNA complex assembly	62	0.65	0.65	8.33	63.42
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	49	1.00	0.79	9.63	42.20
GO:0006612	protein targeting to membrane	38	0.81	0.82	9.41	149.73
GO:0006906	vesicle fusion	33	0.68	0.66	8.56	63.10
GO:0048278	vesicle docking	22	0.81	0.70	9.18	21.39
GO:0032981	mitochondrial respiratory chain complex I assembly	18	1.00	0.85	9.63	91.11
GO:0000045	autophagosome assembly	17	1.00	0.82	9.63	62.10
GO:0007632	visual behavior	16	0.84	0.71	9.27	26.72
GO:0030032	lamellipodium assembly	10	0.89	0.77	9.53	78.22
GO:0030520	intracellular estrogen receptor signaling pathway	10	1.00	0.88	9.63	54.01
GO:0048194	Golgi vesicle budding	9	0.89	0.77	9.41	40.37
GO:0035735	intraciliary transport involved in cilium assembly	9	1.00	0.88	9.63	77.81
GO:0033344	cholesterol efflux	5	1.00	0.88	9.63	39.64
GO:0045053	protein retention in Golgi apparatus	3	1.00	0.82	9.63	46.06
GO:0071816	tail-anchored membrane protein insertion into ER membrane	3	1.00	0.90	9.63	57.72
GO:0032468	Golgi calcium ion homeostasis	1	1.00	0.92	9.63	288.69
