id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0006355	regulation of transcription, DNA-templated	432	0.40	0.60	6.84	245.35
GO:0090304	nucleic acid metabolic process	347	0.35	0.46	5.97	111.15
GO:0006996	organelle organization	259	0.39	0.39	5.17	14.95
GO:0032774	RNA biosynthetic process	236	0.53	0.62	8.04	473.34
GO:0034613	cellular protein localization	105	0.45	0.48	6.33	26.83
GO:0051259	protein complex oligomerization	79	0.78	0.68	9.09	40.42
GO:0006886	intracellular protein transport	73	0.55	0.65	8.12	90.55
GO:0009888	tissue development	42	0.47	0.44	5.74	11.73
GO:0006397	mRNA processing	28	0.71	0.73	9.17	234.35
GO:0006405	RNA export from nucleus	24	0.71	0.73	9.03	77.48
GO:0050830	defense response to Gram-positive bacterium	23	1.00	0.85	9.63	71.44
GO:0042306	regulation of protein import into nucleus	18	0.83	0.79	9.51	189.48
GO:0006606	protein import into nucleus	17	0.89	0.84	9.55	277.54
GO:0045727	positive regulation of translation	16	0.66	0.71	9.12	1032.69
GO:0006446	regulation of translational initiation	15	0.62	0.69	8.74	215.82
GO:0022008	neurogenesis	12	0.87	0.68	9.29	21.07
GO:0008543	fibroblast growth factor receptor signaling pathway	11	0.71	0.73	8.57	31.00
GO:0007080	mitotic metaphase plate congression	10	1.00	0.85	9.63	61.63
GO:0042795	snRNA transcription by RNA polymerase II	9	1.00	0.95	9.63	1410.65
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	7	0.89	0.70	9.29	27.92
GO:0034198	cellular response to amino acid starvation	7	0.87	0.78	9.45	115.90
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	6	0.89	0.86	9.58	717.25
GO:0031047	gene silencing by RNA	3	0.77	0.76	9.17	70.60
GO:0051292	nuclear pore complex assembly	3	0.93	0.79	9.55	123.37
GO:0031442	positive regulation of mRNA 3'-end processing	2	0.93	0.88	9.59	630.64
GO:1904263	positive regulation of TORC1 signaling	2	1.00	0.90	9.63	286.95
GO:0002534	cytokine production involved in inflammatory response	2	0.93	0.66	9.41	21.07
GO:0008585	female gonad development	2	1.00	0.79	9.63	50.96
GO:0098789	pre-mRNA cleavage required for polyadenylation	1	1.00	0.92	9.63	348.70
GO:0046833	positive regulation of RNA export from nucleus	1	0.84	0.80	9.45	194.80
