id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0043170	macromolecule metabolic process	830	0.25	0.32	3.46	10.22
GO:1905269	positive regulation of chromatin organization	15	0.63	0.69	8.43	117.98
GO:0048519	negative regulation of biological process	805	0.21	0.30	3.07	7.96
GO:0002376	immune system process	610	0.38	0.19	3.93	3.37
GO:0050793	regulation of developmental process	493	0.26	0.33	3.95	7.96
GO:0002682	regulation of immune system process	489	0.32	0.36	4.60	7.96
GO:0010033	response to organic substance	446	0.35	0.37	4.75	9.28
GO:0097237	cellular response to toxic substance	34	0.66	0.58	7.94	40.95
GO:0042127	regulation of cell proliferation	367	0.45	0.48	6.03	12.04
GO:0010628	positive regulation of gene expression	317	0.47	0.56	6.67	58.80
GO:0030154	cell differentiation	312	0.39	0.39	5.18	16.68
GO:0042981	regulation of apoptotic process	310	0.45	0.55	6.60	16.23
GO:0071705	nitrogen compound transport	216	0.36	0.43	4.99	10.99
GO:0071702	organic substance transport	264	0.33	0.41	4.62	10.99
GO:0033554	cellular response to stress	235	0.44	0.42	6.05	25.47
GO:0010629	negative regulation of gene expression	225	0.47	0.56	6.74	59.05
GO:0006351	transcription, DNA-templated	217	0.57	0.68	8.45	581.39
GO:0008089	anterograde axonal transport	3	0.83	0.81	9.41	71.10
GO:0022402	cell cycle process	187	0.40	0.32	4.60	7.39
GO:0090068	positive regulation of cell cycle process	65	0.54	0.59	7.58	61.43
GO:0045786	negative regulation of cell cycle	108	0.51	0.54	7.10	42.35
GO:0006259	DNA metabolic process	124	0.45	0.55	7.12	145.26
GO:0055086	nucleobase-containing small molecule metabolic process	86	0.38	0.48	6.63	107.58
GO:0018105	peptidyl-serine phosphorylation	32	0.74	0.76	9.21	338.74
GO:0003006	developmental process involved in reproduction	103	0.43	0.34	5.07	14.49
GO:0051276	chromosome organization	91	0.55	0.52	6.96	18.35
GO:0045005	DNA-dependent DNA replication maintenance of fidelity	10	0.75	0.73	9.22	149.04
GO:0051052	regulation of DNA metabolic process	81	0.47	0.56	7.17	70.58
GO:0045005	DNA-dependent DNA replication maintenance of fidelity	10	0.75	0.73	9.22	149.04
GO:0051052	regulation of DNA metabolic process	81	0.47	0.56	7.17	70.58
GO:0043547	positive regulation of GTPase activity	80	0.93	0.79	9.52	49.34
GO:0097190	apoptotic signaling pathway	69	0.70	0.64	8.53	23.17
GO:0071214	cellular response to abiotic stimulus	54	0.59	0.54	7.66	24.78
GO:0016567	protein ubiquitination	50	0.69	0.74	9.00	153.79
GO:0007265	Ras protein signal transduction	41	0.76	0.73	8.94	27.53
GO:0048754	branching morphogenesis of an epithelial tube	28	0.74	0.69	8.88	51.71
GO:0090305	nucleic acid phosphodiester bond hydrolysis	26	0.61	0.63	8.36	112.25
GO:0032481	positive regulation of type I interferon production	22	0.81	0.73	9.26	65.24
GO:0048732	gland development	21	0.68	0.59	7.68	15.26
GO:0006334	nucleosome assembly	19	0.87	0.78	9.47	104.52
GO:0001756	somitogenesis	4	1.00	0.79	9.63	43.80
GO:2001229	negative regulation of response to gamma radiation	1	0.93	0.76	9.49	40.32
