id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0030449	regulation of complement activation	24	0.69	0.72	9.30	245.77
GO:0050794	regulation of cellular process	1320	0.12	0.26	2.47	7.96
GO:0050794	regulation of cellular process	1320	0.12	0.26	2.47	7.96
GO:0007166	cell surface receptor signaling pathway	525	0.43	0.51	5.91	23.17
GO:0051240	positive regulation of multicellular organismal process	341	0.35	0.42	4.98	23.60
GO:0051050	positive regulation of transport	197	0.42	0.50	5.84	25.90
GO:0016192	vesicle-mediated transport	312	0.52	0.51	6.57	10.99
GO:0043207	response to external biotic stimulus	228	0.41	0.40	5.91	16.64
GO:0050778	positive regulation of immune response	225	0.46	0.52	6.76	78.39
GO:0019221	cytokine-mediated signaling pathway	213	0.60	0.63	7.60	26.50
GO:1901654	response to ketone	43	0.60	0.55	7.63	27.32
GO:1901701	cellular response to oxygen-containing compound	191	0.47	0.48	6.19	42.34
GO:0050900	leukocyte migration	146	0.60	0.59	8.02	26.94
GO:0006873	cellular ion homeostasis	133	0.55	0.60	7.73	50.28
GO:0060326	cell chemotaxis	96	0.64	0.61	8.15	30.29
GO:0007204	positive regulation of cytosolic calcium ion concentration	73	0.68	0.77	9.10	290.30
GO:0002687	positive regulation of leukocyte migration	58	0.66	0.71	8.96	238.70
GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	46	0.71	0.71	8.71	27.67
GO:0019722	calcium-mediated signaling	42	0.72	0.71	8.71	27.81
GO:0097746	regulation of blood vessel diameter	28	0.64	0.64	8.47	38.29
GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	22	0.78	0.71	8.87	26.98
GO:0010863	positive regulation of phospholipase C activity	14	0.93	0.84	9.55	83.74
GO:0001774	microglial cell activation	13	0.93	0.79	9.51	31.20
GO:0007218	neuropeptide signaling pathway	11	0.93	0.79	9.49	26.98
GO:0048015	phosphatidylinositol-mediated signaling	9	0.93	0.82	9.51	26.43
GO:0035589	G-protein coupled purinergic nucleotide receptor signaling pathway	7	1.00	0.88	9.63	82.06
GO:0046085	adenosine metabolic process	3	0.87	0.83	9.55	443.47
GO:0007567	parturition	2	1.00	0.70	9.63	32.81
GO:0007263	nitric oxide mediated signal transduction	2	0.93	0.82	9.51	27.81
GO:0030238	male sex determination	1	0.89	0.70	9.29	21.56
GO:0032959	inositol trisphosphate biosynthetic process	1	1.00	0.88	9.63	361.00
GO:0071258	cellular response to gravity	1	1.00	0.79	9.63	37.21
