id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0006659	phosphatidylserine biosynthetic process	1	1.00	0.88	9.63	760.20
GO:0019538	protein metabolic process	426	0.31	0.41	4.91	44.77
GO:0009987	cellular process	1606	0.09	0.05	0.84	3.37
GO:0065008	regulation of biological quality	444	0.28	0.26	3.48	4.47
GO:0032024	positive regulation of insulin secretion	5	0.93	0.88	9.60	1037.38
GO:0050789	regulation of biological process	1331	0.09	0.17	1.80	4.47
GO:0051336	regulation of hydrolase activity	201	0.46	0.48	6.24	9.25
GO:0050896	response to stimulus	702	0.25	0.12	2.65	3.37
GO:0016192	vesicle-mediated transport	301	0.52	0.51	6.57	10.99
GO:0007565	female pregnancy	14	1.00	0.70	9.63	32.81
