ID;Term;Depth;IC Nuno;IC zhou;IC sanchez;IC resnik;IC RZ;IC Rnormalized;IC Nuno org;Annotated Genes Set number
GO:0016579;protein deubiquitination;9.0;0.7307253602413294;0.7616033053009538;9.151600180401813;202.59641706362558;4.174954806800768;0.0067807197541817285;0.6097480081553338;[OTUD5, KEAP1, YY1, PSMD8, CDC20, PSMD6, PSMD7, PSMD4, PSMD2, MYC, ZC3H12A, PSMD3, RUVBL1, PSMD1, SKP2, ATXN7L3, NFRKB, USP8, USP5, USP2, YOD1, CDC25A, HCFC1, RNF123, DMWD, PSME1, PSME2, TP53, PSMD10, ENY2, PSMD11, PSMD13, SHMT2, GATA3, HIF1A, VCPIP1, ATXN3, RHOT1, NLRP3, USP51, RIPK1, RCE1, PSMF1, SMAD2, BARD1, SMAD3, SIAH2, SMAD7, NFKBIA, CYLD, COPS5, MDM2, OGT, BAP1, USP35, USP36, USP37, WDR48, USP38, USP32, USP33, USP34, PTEN, OTUD7B, TNFAIP3, BRCA1, ARRB2, USP39, POLB, IFIH1, UIMC1, USP30, USP46, USP47, USP48, USP49, USP42, DDX58, ACTL6A, RAD23A, TRAF2, JOSD1, RAD23B, TGFBR1, SUPT3H, RHOA, DDB2, CCNA2, PSMA6, PSMA4, PSMA1, TRAF6, USP41, BIRC2, BIRC3, OTUB1, USP13, BECN1, USP11, USP12, WDR20, NEDD8, PSMB10, PSMA7, PSMB6, TFPT, PSMB4, PSMB5, PSMB2, PSMB1, MBD6, USP9Y, MCRS1, TAF10, PSMB9, PSMC6, TNIP1, PSMC3, TNIP2, PSMC1, TNIP3, ASXL2, OTUD1]
GO:0042426;choline catabolic process;8.0;1.0;0.875;9.628524252492122;257.1096326794824;7.9853141584524145;0.008605228022135562;0.7833693374183408;[SLC44A1, ALDH7A1]
GO:0045926;negative regulation of growth;4.0;0.5916390046238794;0.5458195023119397;7.3461418668155956;22.254552265759827;4.288135901523783;7.448398365382569E-4;0.4692954694226389;[CDA, NDUFA13, SERPINE2, MT1M, MT1X, MPO, STK11, MT2A, NPPA, SESN2, WWC3, SEMA6B, TSPYL2, G6PD, SEMA6A, IGFBP5, IFRD1, SFRP1, MAG, SFRP2, MT1A, ADAM15, MT1G, ULK2, TP53, STK4, ADIPOR1, ADIPOR2, HIF1A, RTN4, STK3, SAV1, SOCS2, PLAC8, RAI1, PLXNA3, BBS2, PNPT1, SMAD3, PTCH1, EAF2, BST2, CDK5, BCL6, CAPRIN2, SCGB3A1, FGF13, CDKN1A, BMPR2, BTG1, CDKN1B, FHL1, PTEN, WFDC1, ING1, SLC6A4, ARHGAP4, ING4, TCHP, FLCN, DUSP10, HYAL2, CTSG, JARID2, CAMP, IL10, NOG, SIRT1, TIRAP, GAL, PSRC1, NME6, NOV, NDUFS3, IRF8, PPARD, SEMA3C, EI24, RNF6, ACVR1B, PPP2CA, SERTAD3, PAK1, SERTAD2, CCDC85B, TRIM46, SH3BP4, RBBP7, MSX1, CDKN2D, SEMA4A, CDKN2C, SEMA4D, GDF15, SEMA4B, SEMA4G, PML, MEIS1, SIPA1]
GO:0006094;gluconeogenesis;7.0;1.0;0.8509193652572005;9.628524252492122;174.6088252776196;5.926926025970411;0.005844000244301424;0.6540226378555745;[SLC25A1, GPI, CRTC2, TPI1, MDH1, GOT1, MDH2, GOT2, BPGM, PER2, G6PC3, PGAM4, SLC25A10, ALDOC, ALDOA, GAPDH, ATF3, ATF4, PCK2, SLC25A13]
GO:0015871;choline transport;7.0;1.0;0.8509193652572005;9.628524252492122;80.15881372336156;7.697632086000634;0.002682843357072172;0.7445766281117727;[SLC44A1, PSEN1]
GO:0045947;negative regulation of translational initiation;9.0;0.7508913569872202;0.7716863036738992;9.377209824211215;1335.4538949630598;6.832634648514029;0.044696440033937586;0.7456618788553018;[RBM4, PAIP2B, TPR, EIF2AK3, RARA, EIF4EBP3, EIF2AK4, PAIP2, EIF2S1, ATF4]
GO:1900271;regulation of long-term synaptic potentiation;8.0;0.8933024483968273;0.8216512241984136;9.446202695698167;41.65758488823441;6.193554689224359;0.0013942418768168238;0.6917386748366816;[NLGN3, PRNP, APP, STAU1, CRTC1, LILRB2, EIF2AK4, AGER, KALRN, NRGN, ADORA2A, ABL1, NF1, NPTN, PAIP2]
GO:0006096;glycolytic process;12.0;0.7369933605727446;0.8166169928765168;9.539970855150678;14773.908781105925;6.113511981550823;0.49446943124893933;0.760765599634035;[GPI, TPI1, ADPGK, BPGM, PGM2L1, HK1, HK3, HKDC1, OGDH, PGAM4, ALDOC, ALDOA, GAPDH, PFKM]
GO:0006882;cellular zinc ion homeostasis;10.0;1.0;0.9152410118609203;9.628524252492122;329.3407122754199;6.375876246018314;0.011022737252460356;0.7413036195908642;[SLC30A9, MT2A, ATP7B, MT1A, MT1M, MT1G, ATP13A2, MT1X, SLC39A7, SLC39A14]
GO:0043312;neutrophil degranulation;9.0;1.0;0.896240625180289;9.628524252492122;132.80263134205524;3.603287523778533;0.004444784556409926;0.5805129167163294;[CDA, FRMPD3, LGALS3, PSMD6, PSMD7, PSMD2, ANPEP, PSMD3, CPNE1, PSMD1, CPNE3, GOLGA7, B2M, C6orf120, HLA-H, SLC11A1, PRKCD, KRT1, RNASE3, ARMC8, MIF, SCAMP1, UNC13D, CHIT1, CRISPLD2, PADI2, CFD, TMEM63A, IQGAP2, C3, PLAC8, SYNGR1, DSN1, COMMD9, CYB5R3, NCKAP1L, ARSB, HMOX2, S100A11, CTSA, VAT1, XRCC6, JUP, XRCC5, FUCA1, SURF4, FUCA2, PRG2, RAB27A, PPBP, AZU1, LYZ, PRDX6, BST2, BST1, TCN1, SERPINA3, PYGB, GPI, SIGLEC9, SERPINA1, CTSZ, PYGL, AP2A2, MMP25, ACTR1B, STBD1, TIMP2, CTSH, OLR1, CTSG, CAMP, CTSB, CAP1, CCT2, SERPINB1, FCER1G, DBNL, MME, ANXA2, ARG1, TUBB, COMMD3, AMPD3, TMEM173, RHOA, SERPINB6, VAMP8, CEACAM1, CEACAM6, ALDOC, CEACAM8, ALDOA, ATP6V0C, CD44, CSTB, CD63, ASAH1, LILRA3, PGRMC1, NRAS, ALOX5, PSMB1, ORMDL3, CD55, DYNC1H1, GSN, GCA, PTGES2, AGL, HUWE1, LILRB2, LILRB3, FABP5, PSMC3, QPCT, YPEL5, ACTR10, SIGLEC5, ATP8A1, RAB3D, HP, MPO, STK10, PLAU, LAMP2, SIRPA, CAPN1, CD97, KCMF1, DGAT1, ADAM10, OSCAR, ACLY, CLEC4C, RAB31, RAB37, SLC27A2, DSC1, S100A9, PPIA, KPNB1, S100A8, VCL, RAB5C, PSMD11, PSMD13, COPB1, HVCN1, UBR4, PSEN1, PLD1, RAP1B, RAP1A, DPP7, ALDH3B1, PSAP, RAB6A, AP1M1, MGAM, RAB4B, IDH1, DEFA4, HSPA6, GGH, NFKB1, DEGS1, MAN2B1, MS4A3, HSP90AB1, B4GALT1, ITGAM, TNFAIP6, CRISP3, ITGB2, LRMP, SLC2A3, SLC2A5, ALAD, HK3, FCGR3B, ITGAX, ITGAV, GUSB, SNAP29, ACTR2, CR1, DYNLT1, ATP6AP2, PLAUR, KCNAB2, MMP8, CKAP4, CAT, TMBIM1, PECAM1, BPI, DOCK2, ACPP, LTF, PDXK, CLEC12A, FGL2, RETN, MAPK1, TMEM30A, GALNS, TSPAN14, FCGR2A, VAPA, IMPDH1, IMPDH2, RAB18, PTX3, MNDA, PTPN6, FOLR3]
