id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0010556	regulation of macromolecule biosynthetic process	1724	0.33	0.46	5.12	27.30
GO:0010952	positive regulation of peptidase activity	95	0.71	0.75	9.38	435.08
GO:0006810	transport	1635	0.28	0.34	3.95	7.46
GO:0016070	RNA metabolic process	1446	0.39	0.52	6.45	112.25
GO:0010646	regulation of cell communication	1309	0.30	0.40	4.51	12.04
GO:0006950	response to stress	1061	0.39	0.32	4.70	6.14
GO:0051128	regulation of cellular component organization	1027	0.30	0.40	4.57	12.04
GO:0051641	cellular localization	965	0.37	0.31	4.44	5.67
GO:0007166	cell surface receptor signaling pathway	905	0.43	0.51	5.91	23.17
GO:0006796	phosphate-containing compound metabolic process	853	0.36	0.43	5.28	20.85
GO:0010033	response to organic substance	812	0.35	0.37	4.75	9.28
GO:0042127	regulation of cell proliferation	585	0.45	0.48	6.03	12.04
GO:0051726	regulation of cell cycle	485	0.41	0.45	5.89	12.04
GO:0050727	regulation of inflammatory response	157	0.53	0.59	7.40	31.59
GO:0050778	positive regulation of immune response	326	0.46	0.52	6.76	78.39
GO:0042327	positive regulation of phosphorylation	402	0.56	0.66	8.02	180.93
GO:1903532	positive regulation of secretion by cell	161	0.54	0.62	7.54	107.72
GO:0001817	regulation of cytokine production	311	0.40	0.45	5.78	11.79
GO:1903532	positive regulation of secretion by cell	161	0.54	0.62	7.54	107.72
GO:0001817	regulation of cytokine production	311	0.40	0.45	5.78	11.79
GO:0019752	carboxylic acid metabolic process	397	0.32	0.45	5.31	42.50
GO:0014047	glutamate secretion	9	0.93	0.88	9.57	161.52
GO:0055085	transmembrane transport	327	0.41	0.46	5.44	10.99
GO:0051960	regulation of nervous system development	290	0.45	0.52	6.58	27.38
GO:0007186	G-protein coupled receptor signaling pathway	244	0.55	0.57	7.20	23.17
GO:0048468	cell development	213	0.51	0.45	6.51	28.42
GO:0002237	response to molecule of bacterial origin	159	0.69	0.59	8.74	31.75
GO:0005975	carbohydrate metabolic process	146	0.38	0.39	5.46	18.42
GO:0030036	actin cytoskeleton organization	138	0.63	0.61	8.05	29.61
GO:0016579	protein deubiquitination	135	0.73	0.76	9.15	202.60
GO:0022409	positive regulation of cell-cell adhesion	128	0.59	0.59	7.66	36.23
GO:0001505	regulation of neurotransmitter levels	103	0.49	0.44	5.98	8.64
GO:0022412	cellular process involved in reproduction in multicellular organism	99	0.53	0.39	6.04	15.42
GO:0030099	myeloid cell differentiation	93	0.69	0.60	8.15	21.07
GO:0007268	chemical synaptic transmission	56	0.74	0.72	8.66	23.17
GO:0046718	viral entry into host cell	40	0.77	0.73	8.94	28.37
GO:0060760	positive regulation of response to cytokine stimulus	30	0.70	0.64	8.44	40.71
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	20	0.89	0.86	9.54	264.07
GO:0031047	gene silencing by RNA	17	0.77	0.76	9.17	70.60
GO:0018230	peptidyl-L-cysteine S-palmitoylation	11	1.00	0.92	9.63	467.20
GO:2001044	regulation of integrin-mediated signaling pathway	9	0.89	0.77	9.41	41.85
GO:0010529	negative regulation of transposition	9	0.87	0.72	9.27	41.76
GO:0033033	negative regulation of myeloid cell apoptotic process	8	0.84	0.80	9.36	105.02
GO:0045217	cell-cell junction maintenance	8	0.87	0.72	9.31	51.61
GO:0032930	positive regulation of superoxide anion generation	8	1.00	0.88	9.63	144.58
GO:0001774	microglial cell activation	8	0.93	0.79	9.51	31.20
GO:0048667	cell morphogenesis involved in neuron differentiation	4	0.81	0.73	9.22	47.45
GO:0072672	neutrophil extravasation	3	1.00	0.90	9.63	63.40
GO:0006003	fructose 2,6-bisphosphate metabolic process	3	1.00	0.79	9.63	72.83
GO:0034587	piRNA metabolic process	3	0.89	0.82	9.51	117.72
GO:2000391	positive regulation of neutrophil extravasation	2	1.00	0.92	9.63	703.07
GO:0032289	central nervous system myelin formation	2	1.00	0.82	9.63	33.54
