id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0050794	regulation of cellular process	1539	0.12	0.26	2.47	7.96
GO:0050794	regulation of cellular process	1539	0.12	0.26	2.47	7.96
GO:0071704	organic substance metabolic process	1113	0.15	0.20	2.26	6.41
GO:0009889	regulation of biosynthetic process	602	0.28	0.39	4.25	10.74
GO:0080090	regulation of primary metabolic process	872	0.24	0.37	3.95	10.74
GO:0006810	transport	678	0.28	0.34	3.95	7.46
GO:0032502	developmental process	577	0.22	0.11	1.89	3.37
GO:0042221	response to chemical	503	0.32	0.29	4.12	6.14
GO:0009267	cellular response to starvation	23	0.64	0.64	8.46	112.77
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	32	1.00	0.79	9.63	42.20
GO:0055072	iron ion homeostasis	16	0.81	0.80	9.29	38.23
