id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0009987	cellular process	84	0.09	0.05	0.84	3.37
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1	1.00	0.92	9.63	990.06
GO:0050789	regulation of biological process	72	0.09	0.17	1.80	4.47
GO:0061436	establishment of skin barrier	3	1.00	0.88	9.63	44.87
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1	1.00	0.92	9.63	990.06
GO:0050789	regulation of biological process	72	0.09	0.17	1.80	4.47
GO:0061436	establishment of skin barrier	3	1.00	0.88	9.63	44.87
GO:0050896	response to stimulus	41	0.25	0.12	2.65	3.37
GO:0032502	developmental process	39	0.22	0.11	1.89	3.37
GO:0051179	localization	29	0.26	0.13	2.57	3.37
GO:0051704	multi-organism process	20	0.29	0.15	3.12	3.37
GO:0006366	transcription by RNA polymerase II	6	0.60	0.72	8.61	583.88
GO:0086073	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	1	1.00	0.82	9.63	24.26
