id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0009987	cellular process	7073	0.09	0.05	0.84	3.37
GO:0050794	regulation of cellular process	5143	0.12	0.26	2.47	7.96
GO:0031323	regulation of cellular metabolic process	3357	0.22	0.36	4.01	22.77
GO:0016043	cellular component organization	2415	0.28	0.26	3.74	11.45
GO:0051252	regulation of RNA metabolic process	2136	0.37	0.51	6.06	70.58
GO:0006355	regulation of transcription, DNA-templated	1995	0.40	0.60	6.84	245.35
GO:0016070	RNA metabolic process	1954	0.39	0.52	6.45	112.25
GO:0009966	regulation of signal transduction	1607	0.33	0.45	5.35	37.59
GO:0006357	regulation of transcription by RNA polymerase II	1390	0.44	0.63	7.11	248.57
GO:0006351	transcription, DNA-templated	1313	0.57	0.68	8.45	581.39
GO:0007166	cell surface receptor signaling pathway	1189	0.43	0.51	5.91	23.17
GO:0010629	negative regulation of gene expression	992	0.47	0.56	6.74	59.05
GO:0046907	intracellular transport	980	0.46	0.48	6.38	29.65
GO:2000026	regulation of multicellular organismal development	919	0.29	0.39	4.73	23.09
GO:0035556	intracellular signal transduction	908	0.51	0.55	6.92	23.17
GO:0015031	protein transport	887	0.48	0.59	6.99	54.46
GO:0009967	positive regulation of signal transduction	872	0.44	0.54	6.71	140.23
GO:0045893	positive regulation of transcription, DNA-templated	828	0.52	0.67	8.14	1208.12
GO:0033043	regulation of organelle organization	749	0.36	0.47	5.49	15.89
GO:0045892	negative regulation of transcription, DNA-templated	668	0.56	0.69	8.52	1581.26
GO:0045944	positive regulation of transcription by RNA polymerase II	624	0.55	0.71	8.36	1463.86
GO:0070647	protein modification by small protein conjugation or removal	611	0.61	0.66	8.44	151.15
GO:0060548	negative regulation of cell death	582	0.54	0.56	7.27	41.94
GO:0006886	intracellular protein transport	578	0.55	0.65	8.12	90.55
GO:0006468	protein phosphorylation	534	0.57	0.64	8.18	177.76
GO:0043066	negative regulation of apoptotic process	527	0.56	0.63	7.79	81.07
GO:0034622	cellular protein-containing complex assembly	514	0.48	0.53	6.52	40.42
GO:0032496	response to lipopolysaccharide	183	0.89	0.74	9.45	64.41
GO:1901701	cellular response to oxygen-containing compound	436	0.47	0.48	6.19	42.34
GO:0018193	peptidyl-amino acid modification	488	0.39	0.54	6.24	151.15
GO:0000122	negative regulation of transcription by RNA polymerase II	481	0.61	0.74	8.79	1836.95
GO:0045597	positive regulation of cell differentiation	457	0.45	0.51	6.57	82.53
GO:0030162	regulation of proteolysis	449	0.51	0.58	7.47	43.98
GO:0008284	positive regulation of cell proliferation	447	0.56	0.57	7.27	43.45
GO:2000145	regulation of cell motility	444	0.47	0.52	6.88	34.54
GO:0010564	regulation of cell cycle process	435	0.42	0.50	6.22	14.24
GO:0051345	positive regulation of hydrolase activity	426	0.57	0.57	7.42	32.99
GO:0019221	cytokine-mediated signaling pathway	407	0.60	0.63	7.60	26.50
GO:1903047	mitotic cell cycle process	396	0.50	0.45	5.87	11.32
GO:0051603	proteolysis involved in cellular protein catabolic process	394	0.65	0.65	8.27	49.65
GO:0080135	regulation of cellular response to stress	392	0.46	0.52	6.64	26.18
